word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Attachment,346,117,278.0,0,50.0,0,243,34,0
II-1,624,117,1221.0,278.0,50.0,0,91,35,0
DOE,1845,117,100.0,1221.0,50.0,0,70,35,0
6410.1,1945,117,1601.0,100.0,50.0,0,146,38,0
Page,345,166,130.0,1601.0,50.0,50.0,94,41,0
11-12,475,166,1376.0,130.0,147.0,50.0,117,35,0
5-26-83,1851,166,1487.0,1376.0,147.0,50.0,166,37,0
YEAR,371,310,351.0,1487.0,147.0,147.0,94,34,1
ACTIVITY,722,310,227.0,351.0,112.0,147.0,195,36,1
ELEMENTS,949,310,223.0,227.0,112.0,147.0,193,38,1
FOR,1172,310,100.0,223.0,112.0,147.0,71,36,1
FY,1272,310,79.0,100.0,112.0,147.0,46,34,1
1986,1351,310,124.0,79.0,112.0,147.0,91,35,1
PROJECTS,1475,310,398.0,124.0,112.0,147.0,194,36,1
TARGET,1873,310,174.0,398.0,112.0,147.0,144,37,1
DATES,2047,310,1733.0,174.0,112.0,147.0,120,35,1
FY,317,407,81.0,1733.0,112.0,112.0,45,35,1
1985,398,407,200.0,81.0,408.0,112.0,91,36,1
11.,598,407,123.0,200.0,408.0,112.0,65,34,1
Allotment,721,407,250.0,123.0,408.0,112.0,218,38,1
of,971,407,75.0,250.0,408.0,112.0,44,35,1
FY,1046,407,80.0,75.0,408.0,112.0,45,35,1
1985,1126,407,120.0,80.0,408.0,112.0,92,36,1
plant,1246,407,150.0,120.0,408.0,112.0,121,43,1
engineering,1396,407,481.0,150.0,408.0,112.0,272,44,1
10-84,1877,407,1158.0,481.0,408.0,112.0,117,36,1
and,721,458,101.0,1158.0,408.0,408.0,69,33,1
design,822,458,176.0,101.0,416.0,408.0,141,43,1
funds,998,458,151.0,176.0,416.0,408.0,115,35,1
for,1149,458,98.0,151.0,416.0,408.0,69,36,1
FY,1247,458,81.0,98.0,416.0,408.0,46,34,1
1986,1328,458,119.0,81.0,416.0,408.0,90,36,1
projects,1447,458,1134.0,119.0,416.0,408.0,195,42,1
FY,318,558,79.0,1134.0,416.0,416.0,44,35,1
1985,397,558,201.0,79.0,409.0,416.0,92,35,1
12.,598,558,122.0,201.0,409.0,416.0,65,35,1
Design,720,558,178.0,122.0,409.0,416.0,145,43,1
started,898,558,200.0,178.0,409.0,416.0,169,35,1
on,1098,558,74.0,200.0,409.0,416.0,42,28,1
FY,1172,558,79.0,74.0,409.0,416.0,45,35,1
1986,1251,558,120.0,79.0,409.0,416.0,91,37,1
projects,1371,558,225.0,120.0,409.0,416.0,196,41,1
with,1596,558,280.0,225.0,409.0,416.0,97,35,1
12-84,1876,558,1155.0,280.0,409.0,416.0,119,36,1
FY,723,608,77.0,1155.0,409.0,409.0,44,35,1
1985,800,608,122.0,77.0,53.0,409.0,93,37,1
plant,922,608,149.0,122.0,53.0,409.0,119,44,1
engineering,1071,608,301.0,149.0,53.0,409.0,271,45,1
