word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
cq-P-1,2241,101,1888.0,0,1888.0,0,163,78,0
Table,361,270,155.0,1888.0,1888.0,1888.0,124,37,0
2.--General,516,270,301.0,155.0,407.0,1888.0,264,38,0
geoelectric,817,270,304.0,301.0,407.0,1888.0,271,43,0
parameters,1121,270,275.0,304.0,407.0,1888.0,244,42,0
and,1396,270,103.0,275.0,407.0,1888.0,69,36,0
possible,1499,270,223.0,103.0,407.0,1888.0,194,45,0
correlative,1722,270,304.0,223.0,407.0,1888.0,272,37,0
lithologies,2026,270,1277.0,304.0,407.0,1888.0,267,44,0
Polarizability,754,374,378.0,1277.0,407.0,407.0,346,46,0
less,1132,374,125.0,378.0,134.0,407.0,92,36,0
than,1257,374,128.0,125.0,134.0,407.0,93,35,0
1.5%,1385,374,125.0,128.0,134.0,407.0,92,38,0
is,1510,374,73.0,125.0,134.0,407.0,41,36,0
considered,1583,374,278.0,73.0,134.0,407.0,245,37,0
low,1861,374,1024.0,278.0,134.0,407.0,72,37,0
and,842,475,102.0,1024.0,134.0,134.0,71,36,0
greater,944,475,200.0,102.0,489.0,134.0,171,41,0
than,1144,475,129.0,200.0,489.0,134.0,96,36,0
1.5%,1273,475,127.0,129.0,489.0,134.0,94,38,0
is,1400,475,71.0,127.0,489.0,134.0,41,36,0
considered,1471,475,278.0,71.0,489.0,134.0,247,37,0
high,1749,475,1389.0,278.0,489.0,134.0,93,44,0
Resistivity,364,574,905.0,1389.0,489.0,489.0,270,44,1
Polarizability,1269,574,654.0,905.0,98.0,489.0,346,44,1
Lithology,1923,574,1559.0,654.0,98.0,489.0,221,45,1
(ohm-m),368,671,201.0,1559.0,98.0,98.0,160,47,1
Low,363,871,107.0,201.0,201.0,201.0,73,35,1
(less,470,871,145.0,107.0,205.0,201.0,115,47,1
than,615,871,128.0,145.0,205.0,201.0,96,35,1
"100,",743,871,125.0,128.0,205.0,201.0,89,44,1
average,868,871,201.0,125.0,205.0,201.0,171,35,1
50),1069,871,278.0,201.0,205.0,201.0,64,47,1
low,1347,871,502.0,278.0,205.0,201.0,69,36,1
Eleana,1849,871,177.0,502.0,205.0,201.0,144,37,1
argillite,2026,871,1674.0,177.0,205.0,201.0,218,45,1
Low,365,1075,980.0,1674.0,205.0,205.0,71,35,1
high,1345,1075,402.0,980.0,1312.0,205.0,93,43,1
Eleana,1747,1075,177.0,402.0,1312.0,205.0,144,37,1
argillite,1924,1075,248.0,177.0,1312.0,205.0,217,44,1
with,2172,1075,510.0,248.0,1312.0,205.0,96,36,1
hydrothermal?,1673,1176,353.0,510.0,1312.0,1312.0,318,46,1
alteration,2026,1176,1671.0,353.0,1321.0,1312.0,243,37,1
Intermediate,368,1377,977.0,1671.0,1321.0,1321.0,292,36,1
low,1345,1377,326.0,977.0,112.0,1321.0,71,37,1
Thermally,1671,1377,252.0,326.0,112.0,1321.0,220,45,1
altered,1923,1377,200.0,252.0,112.0,1321.0,168,37,1
"Eleana,",2123,1377,1709.0,200.0,112.0,1321.0,167,43,1
100-250,417,1477,1281.0,1709.0,112.0,112.0,169,36,1
"argillite,",1698,1477,276.0,1281.0,1236.0,112.0,240,46,1
or,1974,1477,76.0,276.0,1236.0,112.0,47,26,1
"fractured,",2050,1477,415.0,76.0,1236.0,112.0,239,44,1
partially,1648,1579,251.0,415.0,1236.0,1236.0,219,46,1
altered,1899,1579,199.0,251.0,437.0,1236.0,167,37,1
Tertiary,2098,1579,104.0,199.0,437.0,1236.0,196,44,1
volcanics,2073,1679,1717.0,104.0,437.0,437.0,219,38,1
Intermediate,368,1880,977.0,1717.0,1717.0,1717.0,292,36,1
high,1345,1880,428.0,977.0,1484.0,1717.0,93,44,1
Fractured,1773,1880,251.0,428.0,1484.0,1717.0,217,37,1
and,2024,1880,100.0,251.0,1484.0,1717.0,66,36,1
altered,2124,1880,294.0,100.0,1484.0,1717.0,169,37,1
"volcanics,",1848,1980,276.0,294.0,1484.0,1484.0,241,45,1
altered,2124,1980,249.0,276.0,112.0,1484.0,169,36,1
Eleana,1897,2080,175.0,249.0,112.0,112.0,142,37,1
argillite,2072,2080,1720.0,175.0,1547.0,112.0,220,45,1
High,364,2281,981.0,1720.0,1547.0,1547.0,94,44,1
low,1345,2281,451.0,981.0,114.0,1547.0,70,36,1
Volcanics,1796,2281,251.0,451.0,114.0,1547.0,218,36,1
relatively,2047,2281,1636.0,251.0,114.0,1547.0,245,45,1
500,415,2382,101.0,1636.0,114.0,114.0,70,35,1
and,516,2382,100.0,101.0,1334.0,114.0,69,35,1
greater,616,2382,1055.0,100.0,1334.0,114.0,171,41,1
unfractured,1671,2382,301.0,1055.0,1334.0,114.0,270,38,1
and,1972,2382,101.0,301.0,1334.0,114.0,69,35,1
unaltered,2073,2382,344.0,101.0,1334.0,114.0,218,36,1
Devonian,1745,2484,226.0,344.0,1334.0,1334.0,194,37,1
"limestone,",1971,2484,275.0,226.0,114.0,1334.0,241,46,1
or,2246,2484,561.0,275.0,114.0,1334.0,47,26,1
Tertiary,1695,2586,228.0,561.0,114.0,114.0,195,43,1
intrusive,1923,2586,247.0,228.0,671.0,114.0,217,37,1
dikes,2170,2586,1046.0,247.0,671.0,114.0,119,37,1
39,1255,3092,0,1046.0,671.0,671.0,50,37,0
