word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
7,226,92,593.0,0,593.0,0,39,65,0
YM-46,317,677,101.0,593.0,593.0,593.0,77,24,0
(610.1):,418,677,159.0,101.0,49.0,593.0,117,29,0
Devitrified,577,677,193.0,159.0,49.0,593.0,173,23,0
densely,770,677,131.0,193.0,49.0,593.0,111,28,0
welded,901,677,118.0,131.0,49.0,593.0,94,23,0
vitric-crystal,1019,677,243.0,118.0,49.0,593.0,216,29,0
tuff.,1262,677,119.0,243.0,49.0,593.0,74,23,0
Numerous,1381,677,147.0,119.0,49.0,593.0,124,21,0
relict,1528,677,116.0,147.0,49.0,593.0,93,23,0
pumice,1644,677,116.0,116.0,49.0,593.0,93,28,0
pyroclasts,1760,677,179.0,116.0,49.0,593.0,155,27,0
are,1939,677,68.0,179.0,49.0,593.0,45,17,0
in,2007,677,49.0,68.0,49.0,593.0,28,22,0
a,2056,677,34.0,49.0,49.0,593.0,12,16,0
matrix,2090,677,117.0,34.0,49.0,593.0,93,23,0
of,2207,677,1891.0,117.0,49.0,593.0,30,22,0
highly,317,726,115.0,1891.0,49.0,49.0,94,29,0
compacted,432,726,164.0,115.0,48.0,49.0,141,30,0
relict,596,726,113.0,164.0,48.0,49.0,92,23,0
shards,709,726,114.0,113.0,48.0,49.0,93,24,0
and,823,726,65.0,114.0,48.0,49.0,45,23,0
cement.,888,726,150.0,65.0,48.0,49.0,106,22,0
Pumice,1038,726,112.0,150.0,48.0,49.0,91,23,0
pyroclasts,1150,726,177.0,112.0,48.0,49.0,156,29,0
have,1327,726,82.0,177.0,48.0,49.0,62,23,0
been,1409,726,83.0,82.0,48.0,49.0,61,22,0
replaced,1492,726,144.0,83.0,48.0,49.0,125,29,0
by,1636,726,53.0,144.0,48.0,49.0,30,28,0
1.,1689,726,31.0,53.0,48.0,49.0,23,23,0
5,1720,726,30.0,31.0,48.0,49.0,12,23,0
mm,1750,726,51.0,30.0,48.0,49.0,33,17,0
diameter,1801,726,148.0,51.0,48.0,49.0,126,23,0
spherulites,1949,726,192.0,148.0,48.0,49.0,170,29,0
and,2141,726,65.0,192.0,48.0,49.0,45,22,0
by,2206,726,1890.0,65.0,48.0,49.0,30,28,0
2-5,317,774,62.0,1890.0,48.0,48.0,46,24,0
cm,379,774,53.0,62.0,51.0,48.0,33,20,0
long,432,774,79.0,53.0,51.0,48.0,58,28,0
fibrous,511,774,127.0,79.0,51.0,48.0,108,23,0
phases,638,774,113.0,127.0,51.0,48.0,92,28,0
(mostly,751,774,126.0,113.0,51.0,48.0,108,30,0
alkali,877,774,113.0,126.0,51.0,48.0,90,24,0
feldspar).,990,774,193.0,113.0,51.0,48.0,154,30,0
Shards,1183,774,114.0,193.0,51.0,48.0,93,24,0
are,1297,774,66.0,114.0,51.0,48.0,44,17,0
replaced,1363,774,144.0,66.0,51.0,48.0,123,29,0
by,1507,774,51.0,144.0,51.0,48.0,30,28,0
"anhedral,",1558,774,160.0,51.0,51.0,48.0,138,26,0
colorless,1718,774,164.0,160.0,51.0,48.0,142,23,0
"phases,",1882,774,129.0,164.0,51.0,48.0,107,28,0
60,2011,774,48.0,129.0,51.0,48.0,30,22,0
um,2059,774,53.0,48.0,51.0,48.0,33,19,0
long,2112,774,81.0,53.0,51.0,48.0,59,28,0
and,2193,774,1879.0,81.0,51.0,48.0,43,22,0
6,315,824,31.0,1879.0,51.0,51.0,14,23,0
um,346,824,49.0,31.0,93.0,51.0,32,21,0
wide.,395,824,113.0,49.0,93.0,51.0,75,23,0
Abundant,508,824,144.0,113.0,93.0,51.0,124,24,0
hematite,652,824,144.0,144.0,93.0,51.0,125,22,0
occurs,796,824,113.0,144.0,93.0,51.0,92,18,0
as,909,824,46.0,113.0,93.0,51.0,28,18,0
disseminated,955,824,210.0,46.0,93.0,51.0,192,24,0
1-3,1165,824,63.0,210.0,93.0,51.0,45,23,0
pm,1228,824,48.0,63.0,93.0,51.0,31,20,0
diameter,1276,824,145.0,48.0,93.0,51.0,127,23,0
grains.,1421,824,1028.0,145.0,93.0,51.0,107,28,0
Phenocrysts,395,871,196.0,1028.0,93.0,93.0,173,27,0
include,591,871,127.0,196.0,93.0,93.0,107,24,0
plagioclase,718,871,192.0,127.0,93.0,93.0,172,28,0
"(An8_9),",910,871,144.0,192.0,93.0,93.0,123,39,0
alkali,1054,871,112.0,144.0,93.0,93.0,90,23,0
"feldspar,",1166,871,160.0,112.0,93.0,93.0,139,28,0
and,1326,871,65.0,160.0,93.0,93.0,45,21,0
resorbed,1391,871,144.0,65.0,93.0,93.0,124,24,0
quartz;,1535,871,127.0,144.0,93.0,93.0,107,27,0
most,1662,871,83.0,127.0,93.0,93.0,62,21,0
are,1745,871,64.0,83.0,93.0,93.0,44,17,0
fractured.,1809,871,190.0,64.0,93.0,93.0,153,23,0
A,1999,871,43.0,190.0,93.0,93.0,15,22,0
3-5,2042,871,74.0,43.0,93.0,93.0,44,22,0
mm,2116,871,59.0,74.0,93.0,93.0,32,16,0
wide,2175,871,1860.0,59.0,93.0,93.0,62,23,0
band,316,920,78.0,1860.0,93.0,93.0,60,24,0
of,394,920,50.0,78.0,97.0,93.0,30,24,0
Mn-oxides,444,920,160.0,50.0,97.0,93.0,141,23,0
crosses,604,920,127.0,160.0,97.0,93.0,108,18,0
this,731,920,82.0,127.0,97.0,93.0,62,23,0
sample.,813,920,507.0,82.0,97.0,93.0,106,29,0
MODE,316,1017,47.0,507.0,97.0,97.0,61,23,0
Phase,317,1063,497.0,47.0,47.0,47.0,77,23,0
Volume,814,1063,112.0,497.0,34.0,47.0,93,24,0
Percent,926,1063,611.0,112.0,34.0,47.0,107,23,0
Matrixa,316,1096,117.0,611.0,34.0,34.0,109,32,0
'b'c,433,1096,75.0,117.0,48.0,34.0,57,27,0
and,508,1096,65.0,75.0,48.0,34.0,45,24,0
shardsd,573,1096,304.0,65.0,48.0,34.0,109,39,0
52.7,877,1096,561.0,304.0,48.0,34.0,60,23,0
Pumice,318,1143,114.0,561.0,48.0,48.0,93,23,0
including,432,1143,160.0,114.0,65.0,48.0,139,29,0
spherulitese'f,592,1143,286.0,160.0,65.0,48.0,219,44,0
31.0,878,1143,563.0,286.0,65.0,48.0,62,23,0
Phenocrysts,319,1207,55.0,563.0,65.0,65.0,171,28,0
Alkali,347,1254,115.0,55.0,55.0,55.0,93,24,0
feldspar,462,1254,433.0,115.0,50.0,55.0,126,29,0
5.7,895,1254,548.0,433.0,50.0,55.0,44,23,0
Plagioclase,350,1303,544.0,548.0,50.0,50.0,173,29,0
4.3,894,1303,549.0,544.0,50.0,50.0,45,23,0
Quartz,348,1352,547.0,549.0,50.0,50.0,95,28,0
2.7,895,1352,580.0,547.0,58.0,50.0,44,23,0
Lithic,317,1400,112.0,580.0,58.0,58.0,92,23,0
fragments,429,1400,464.0,112.0,49.0,58.0,140,28,0
0.3,893,1400,579.0,464.0,49.0,58.0,45,24,0
Opaque,316,1448,114.0,579.0,49.0,49.0,94,29,0
fracture,430,1448,144.0,114.0,50.0,49.0,125,24,0
filling,574,1448,319.0,144.0,50.0,49.0,108,29,0
2.3,893,1448,579.0,319.0,50.0,49.0,47,24,0
Dispersed,317,1497,160.0,579.0,50.0,50.0,140,29,0
hematite,477,1497,419.0,160.0,48.0,50.0,125,24,0
1.0,896,1497,582.0,419.0,48.0,50.0,43,23,0
Total,316,1544,547.0,582.0,48.0,48.0,74,24,0
100.0,863,1544,556.0,547.0,96.0,48.0,77,23,0
ANALYSES,316,1640,291.0,556.0,96.0,96.0,127,23,1
a,607,1640,175.0,291.0,47.0,96.0,12,18,1
b,782,1640,225.0,175.0,47.0,96.0,15,22,1
c,1007,1640,225.0,225.0,47.0,96.0,13,17,1
d,1232,1640,225.0,225.0,47.0,96.0,14,22,1
e,1457,1640,224.0,225.0,47.0,96.0,14,17,1
f,1681,1640,1364.0,224.0,47.0,96.0,14,22,1
Oxide,318,1686,276.0,1364.0,47.0,47.0,78,24,1
(1),594,1686,176.0,276.0,60.0,47.0,38,30,1
(2),770,1686,225.0,176.0,60.0,47.0,39,31,1
(3),995,1686,225.0,225.0,60.0,47.0,39,30,1
(3),1220,1686,225.0,225.0,60.0,47.0,39,30,1
(5),1445,1686,224.0,225.0,60.0,47.0,39,30,1
(2),1669,1686,1320.0,224.0,60.0,47.0,38,29,1
SiO,350,1736,48.0,1320.0,60.0,60.0,46,24,1
2,398,1736,177.0,48.0,49.0,60.0,14,23,1
93.05,575,1736,128.0,177.0,49.0,60.0,77,24,1
76.84(5.87),703,1736,223.0,128.0,49.0,60.0,172,30,1
81.84(2.46),926,1736,225.0,223.0,49.0,60.0,173,30,1
90.48(2.58),1151,1736,226.0,225.0,49.0,60.0,173,30,1
50.44(2.29),1377,1736,225.0,226.0,49.0,60.0,172,30,1
51.35(1.08),1602,1736,1253.0,225.0,49.0,60.0,172,29,1
Al,350,1785,33.0,1253.0,49.0,49.0,25,23,1
