word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Flow,425,323,151.0,0,88.0,0,116,34,1
System,576,323,208.0,151.0,88.0,0,174,39,1
No.,784,323,1202.0,208.0,88.0,0,77,31,1
Permeability,1986,323,684.0,1202.0,88.0,0,352,42,1
Moisture,2670,323,2174.0,684.0,88.0,0,237,29,1
(Plate,497,372,201.0,2174.0,88.0,88.0,163,37,1
I),698,372,358.0,201.0,132.0,88.0,43,37,1
Class,1056,372,390.0,358.0,132.0,88.0,142,32,1
Circulation,1446,372,631.0,390.0,132.0,88.0,325,34,1
Bedrock,2077,372,535.0,631.0,132.0,88.0,200,32,1
Availability,2612,372,2037.0,535.0,132.0,88.0,356,43,1
33,578,475,538.0,2037.0,132.0,132.0,51,32,1
L,1116,475,482.0,538.0,102.0,132.0,25,30,1
-,1598,475,537.0,482.0,102.0,132.0,20,4,1
P,2135,475,661.0,537.0,102.0,132.0,24,29,1
2,2796,475,2219.0,661.0,102.0,132.0,19,32,1
34,580,576,537.0,2219.0,102.0,102.0,48,32,1
L,1117,576,480.0,537.0,99.0,102.0,25,29,1
C,1597,576,539.0,480.0,99.0,102.0,24,30,1
P,2136,576,661.0,539.0,99.0,102.0,24,29,1
1,2797,576,2220.0,661.0,99.0,102.0,20,32,1
35,580,675,538.0,2220.0,99.0,99.0,50,31,1
L,1118,675,480.0,538.0,101.0,99.0,24,28,1
-,1598,675,539.0,480.0,101.0,99.0,21,5,1
P,2137,675,661.0,539.0,101.0,99.0,22,30,1
2,2798,675,2220.0,661.0,101.0,99.0,19,30,1
36,581,775,537.0,2220.0,101.0,101.0,49,32,1
L,1118,775,481.0,537.0,102.0,101.0,26,29,1
-,1599,775,539.0,481.0,102.0,101.0,20,5,1
P,2138,775,660.0,539.0,102.0,101.0,22,29,1
2,2798,775,2219.0,660.0,102.0,101.0,20,30,1
37,582,876,537.0,2219.0,102.0,102.0,50,33,1
L,1119,876,480.0,537.0,101.0,102.0,25,31,1
C,1599,876,539.0,480.0,101.0,102.0,24,31,1
P,2138,876,660.0,539.0,101.0,102.0,23,29,1
2,2798,876,2219.0,660.0,101.0,102.0,19,31,1
38,582,977,536.0,2219.0,101.0,101.0,52,33,1
L,1118,977,482.0,536.0,102.0,101.0,27,31,1
-,1600,977,537.0,482.0,102.0,101.0,21,5,1
P,2137,977,661.0,537.0,102.0,101.0,25,30,1
2,2798,977,2218.0,661.0,102.0,101.0,20,31,1
39,583,1078,536.0,2218.0,102.0,102.0,49,33,1
L,1119,1078,480.0,536.0,101.0,102.0,26,31,1
C,1599,1078,539.0,480.0,101.0,102.0,25,31,1
P,2138,1078,661.0,539.0,101.0,102.0,24,31,1
2,2799,1078,2219.0,661.0,101.0,102.0,20,31,1
40,583,1179,536.0,2219.0,101.0,101.0,50,33,1
L,1119,1179,480.0,536.0,103.0,101.0,27,31,1
C,1599,1179,539.0,480.0,103.0,101.0,25,31,1
P,2138,1179,661.0,539.0,103.0,101.0,24,30,1
2,2799,1179,2220.0,661.0,103.0,101.0,20,31,1
41,582,1281,536.0,2220.0,103.0,103.0,52,33,1
L,1118,1281,483.0,536.0,542.0,103.0,27,31,1
-,1601,1281,535.0,483.0,542.0,103.0,22,6,1
P,2136,1281,662.0,535.0,542.0,103.0,26,30,1
2,2798,1281,1682.0,662.0,542.0,103.0,21,30,1
Ld,1118,1355,537.0,1682.0,542.0,542.0,56,57,1
42,582,1378,1016.0,537.0,537.0,537.0,51,34,1
C,1598,1378,538.0,1016.0,100.0,537.0,24,31,1
P,2136,1378,660.0,538.0,100.0,537.0,24,30,1
2,2796,1378,2217.0,660.0,100.0,537.0,20,31,1
43,582,1478,535.0,2217.0,100.0,100.0,50,33,1
