word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Many,501,246,118.0,0,46.0,0,99,41,0
of,619,246,53.0,118.0,46.0,0,35,31,0
our,672,246,77.0,53.0,46.0,0,59,20,0
testers,749,246,134.0,77.0,46.0,0,114,25,0
pointed,883,246,154.0,134.0,46.0,0,135,42,0
out,1037,246,75.0,154.0,46.0,0,57,24,0
that,1112,246,93.0,75.0,46.0,0,68,31,0
unless,1205,246,184.0,93.0,46.0,0,106,31,0
will,1389,246,92.0,184.0,46.0,0,70,31,0
be,1481,246,64.0,92.0,46.0,0,42,31,0
your,1545,246,110.0,64.0,46.0,0,88,24,0
prime,1655,246,133.0,110.0,46.0,0,111,39,0
time-schedulerand,1788,246,1288.0,133.0,46.0,0,412,31,0
you,501,292,86.0,1288.0,46.0,46.0,65,30,0
use,587,292,77.0,86.0,46.0,46.0,57,19,0
your,664,292,104.0,77.0,46.0,46.0,83,30,0
computer,768,292,194.0,104.0,46.0,46.0,173,35,0
every,962,292,118.0,194.0,46.0,46.0,96,29,0
"day,",1080,292,96.0,118.0,46.0,46.0,75,42,0
the,1176,292,77.0,96.0,46.0,46.0,55,31,0
on-,1253,292,139.0,77.0,46.0,46.0,58,19,0
keep,1392,292,95.0,139.0,46.0,46.0,79,41,0
your,1487,292,95.0,95.0,46.0,46.0,81,29,0
life,1582,292,69.0,95.0,46.0,46.0,54,32,0
from,1651,292,99.0,69.0,46.0,46.0,85,32,0
resembling,1750,292,212.0,99.0,46.0,46.0,197,43,0
a,1962,292,33.0,212.0,46.0,46.0,18,19,0
sitcom.,1995,292,1495.0,33.0,46.0,46.0,125,28,0
screen,501,338,141.0,1495.0,46.0,46.0,118,20,0
scheduling,642,338,227.0,141.0,47.0,46.0,206,42,0
and,869,338,91.0,227.0,47.0,46.0,67,31,0
address,960,338,166.0,91.0,47.0,46.0,142,31,0
databases,1126,338,628.0,166.0,47.0,46.0,185,31,0
PIMs,500,384,113.0,628.0,47.0,47.0,91,30,0
offer,613,384,106.0,113.0,47.0,47.0,86,32,0
may,719,384,97.0,106.0,47.0,47.0,77,30,0
not,816,384,79.0,97.0,47.0,47.0,58,23,0
be,895,384,62.0,79.0,47.0,47.0,40,31,0
for,957,384,71.0,62.0,47.0,47.0,51,31,0
you.,1028,384,98.0,71.0,47.0,47.0,75,30,0
But,1126,384,84.0,98.0,47.0,47.0,64,30,0
if,1210,384,46.0,84.0,47.0,47.0,27,31,0
the,1256,384,130.0,46.0,47.0,47.0,55,31,0
Abdul,1386,384,114.0,130.0,47.0,47.0,105,31,0
"Farooqi,",1500,384,154.0,114.0,47.0,47.0,139,40,0
David,1654,384,117.0,154.0,47.0,47.0,104,31,0
"Galletta,",1771,384,155.0,117.0,47.0,47.0,141,37,0
Patrick,1926,384,138.0,155.0,47.0,47.0,123,31,0
Gaynor,2064,384,1564.0,138.0,47.0,47.0,132,39,0
features,501,430,167.0,1564.0,47.0,47.0,144,32,0
sound,668,430,128.0,167.0,46.0,47.0,107,32,0
"appealing,",796,430,212.0,128.0,46.0,47.0,190,41,0
the,1008,430,76.0,212.0,46.0,47.0,55,31,0
reviews,1084,430,156.0,76.0,46.0,47.0,135,29,0
that,1240,430,147.0,156.0,46.0,47.0,73,32,0
Melissa,1387,430,150.0,147.0,46.0,47.0,129,32,0
"Gelb,",1537,430,104.0,150.0,46.0,47.0,86,38,0
Judith,1641,430,126.0,104.0,46.0,47.0,110,34,0
"Hogan,",1767,430,151.0,126.0,46.0,47.0,128,41,0
Gary,1918,430,99.0,151.0,46.0,47.0,88,40,0
"Joyce,",2017,430,123.0,99.0,46.0,47.0,104,39,0
Bill,2140,430,1640.0,123.0,46.0,47.0,64,30,0
follow,501,476,129.0,1640.0,46.0,46.0,110,31,0
will,630,476,85.0,129.0,377.0,46.0,65,32,0
help,715,476,96.0,85.0,377.0,46.0,75,42,0
you,811,476,86.0,96.0,377.0,46.0,65,29,0
decide,897,476,133.0,86.0,377.0,46.0,113,31,0
which,1030,476,127.0,133.0,377.0,46.0,107,32,0
program,1157,476,230.0,127.0,377.0,46.0,154,30,0
Manley,1387,476,138.0,230.0,377.0,46.0,129,40,0
and,1525,476,75.0,138.0,377.0,46.0,67,32,0
