word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
TABLE,567,328,150.0,0,1202.0,0,120,29,0
6.,717,328,101.0,150.0,1202.0,0,38,30,0
Principal,818,328,250.0,101.0,1202.0,0,217,39,0
stresses,1068,328,224.0,250.0,1202.0,0,188,26,0
reported,1292,328,225.0,224.0,1202.0,0,192,34,0
by,1517,328,75.0,225.0,1202.0,0,43,36,0
the,1592,328,97.0,75.0,1202.0,0,67,29,0
U.S.,1689,328,124.0,97.0,1202.0,0,90,28,0
Geological,1813,328,69.0,124.0,1202.0,0,245,39,0
21,1767,379,1202.0,69.0,1202.0,1202.0,41,30,0
"Survey,",566,404,202.0,1202.0,1202.0,1202.0,167,32,0
using,768,404,151.0,202.0,134.0,1202.0,119,36,0
overcoring,919,404,269.0,151.0,134.0,1202.0,241,38,0
method,1188,404,185.0,269.0,134.0,1202.0,145,31,0
(data,1373,404,146.0,185.0,134.0,1202.0,111,33,0
from,1519,404,122.0,146.0,134.0,1202.0,94,29,0
Ellis,1641,404,174.0,122.0,134.0,1202.0,118,30,0
).,1815,404,1260.0,174.0,134.0,1202.0,38,32,0
Component,563,537,551.0,1260.0,134.0,134.0,223,35,1
Value,1114,537,526.0,551.0,540.0,134.0,119,30,1
Bearing,1640,537,323.0,526.0,540.0,134.0,169,38,1
Plunge,1963,537,149.0,323.0,540.0,134.0,143,35,1
a,2112,537,1029.0,149.0,540.0,134.0,19,22,1
MPa,1090,653,223.0,1029.0,540.0,540.0,70,29,1
psi,1313,653,616.0,223.0,395.0,540.0,69,38,1
(maximum),700,711,369.0,616.0,395.0,395.0,203,32,1
11.56,1069,711,222.0,369.0,144.0,395.0,112,30,1
1676,1291,711,374.0,222.0,144.0,395.0,90,31,1
N56E,1665,711,324.0,374.0,144.0,395.0,97,29,1
-29,1989,711,72.0,324.0,144.0,395.0,67,28,1
o,2061,711,1504.0,72.0,144.0,395.0,22,22,1
al,558,733,538.0,1504.0,144.0,144.0,50,46,1
7.13,1093,785,198.0,538.0,538.0,538.0,89,29,1
1034,1291,785,375.0,198.0,535.0,538.0,91,30,1
N26E,1666,785,324.0,375.0,535.0,538.0,96,30,1
+57,1990,785,72.0,324.0,535.0,538.0,66,29,1
o,2062,785,1504.0,72.0,535.0,538.0,21,22,1
7,559,806,32.0,1504.0,535.0,535.0,21,24,1
2,591,806,123.0,32.0,152.0,535.0,15,29,1
(minimum),700,861,394.0,123.0,152.0,152.0,203,33,1
2.75,1094,861,223.0,394.0,144.0,152.0,88,29,1
399,1317,861,349.0,223.0,144.0,152.0,66,30,1
N42W,1666,861,324.0,349.0,144.0,152.0,98,29,1
-14,1990,861,73.0,324.0,144.0,152.0,65,29,1
o,2063,861,1506.0,73.0,144.0,152.0,22,21,1
a,558,882,33.0,1506.0,144.0,144.0,22,23,1
3,591,882,129.0,33.0,138.0,144.0,14,29,1
a,610,1009,25.0,129.0,138.0,138.0,19,21,0
Negative,635,1009,228.0,25.0,313.0,138.0,196,38,0
plunge,863,1009,179.0,228.0,313.0,138.0,144,38,0
is,1042,1009,70.0,179.0,313.0,138.0,38,30,0
below,1112,1009,152.0,70.0,313.0,138.0,119,30,0
the,1264,1009,96.0,152.0,313.0,138.0,64,30,0
horizontal,1360,1009,277.0,96.0,313.0,138.0,248,32,0
plane.,1637,1009,1286.0,277.0,313.0,138.0,137,37,0
estimate,367,1206,226.0,1286.0,313.0,313.0,190,30,0
reported,593,1206,229.0,226.0,76.0,313.0,192,36,0
in,822,1206,70.0,229.0,76.0,313.0,39,29,0
Fig.,892,1206,126.0,70.0,76.0,313.0,88,36,0
20.,1018,1206,122.0,126.0,76.0,313.0,60,29,0
This,1140,1206,123.0,122.0,76.0,313.0,92,29,0
probably,1263,1206,231.0,123.0,76.0,313.0,197,37,0
is,1494,1206,72.0,231.0,76.0,313.0,40,30,0
due,1566,1206,103.0,72.0,76.0,313.0,69,28,0
to,1669,1206,76.0,103.0,76.0,313.0,42,25,0
the,1745,1206,98.0,76.0,76.0,313.0,64,28,0
fact,1843,1206,125.0,98.0,76.0,313.0,92,30,0
that,1968,1206,124.0,125.0,76.0,313.0,90,28,0
the,2092,1206,1727.0,124.0,76.0,313.0,64,29,0
cylindrical,367,1282,300.0,1727.0,76.0,76.0,267,30,0
loading,667,1282,198.0,300.0,504.0,76.0,168,37,0
of,865,1282,79.0,198.0,504.0,76.0,45,28,0
the,944,1282,97.0,79.0,504.0,76.0,65,28,0
cores,1041,1282,151.0,97.0,504.0,76.0,117,22,0
in,1192,1282,70.0,151.0,504.0,76.0,41,29,0
a,1262,1282,52.0,70.0,504.0,76.0,19,23,0
hydraulic,1314,1282,250.0,52.0,504.0,76.0,221,38,0
pressure,1564,1282,227.0,250.0,504.0,76.0,194,29,0
cell,1791,1282,127.0,227.0,504.0,76.0,93,30,0
tends,1918,1282,148.0,127.0,504.0,76.0,114,30,0
to,2066,1282,71.0,148.0,504.0,76.0,42,26,0
yield,2137,1282,1270.0,71.0,504.0,76.0,122,38,0
22,868,1331,502.0,1270.0,504.0,504.0,41,29,0
