word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
CONSULTATION,1105,45,332.0,0,252.0,0,303,34,0
DRAFT,1437,45,417.0,332.0,252.0,0,124,33,0
TABLE,1105,297,153.0,417.0,252.0,252.0,125,34,0
OF,1258,297,77.0,153.0,143.0,252.0,48,34,0
CONTENTS,1335,297,164.0,77.0,143.0,252.0,200,34,0
VOLUME,1206,397,181.0,164.0,143.0,143.0,152,35,0
III,1387,397,818.0,181.0,998.0,143.0,72,34,0
Page,2198,501,1854.0,818.0,998.0,998.0,100,45,1
CHAPTER,347,599,203.0,1854.0,1854.0,1854.0,174,35,1
6,550,599,75.0,203.0,53.0,1854.0,21,33,1
CONCEPTUAL,625,599,278.0,75.0,53.0,1854.0,250,34,1
DESIGN,903,599,179.0,278.0,53.0,1854.0,150,34,1
OF,1082,599,73.0,179.0,53.0,1854.0,46,33,1
A,1155,599,51.0,73.0,53.0,1854.0,24,33,1
REPOSITORY,1206,599,970.0,51.0,53.0,1854.0,255,35,1
6-,2176,599,101.0,970.0,53.0,1854.0,44,33,1
1,2277,599,1930.0,101.0,53.0,1854.0,18,32,1
INTRODUCTION,348,651,1827.0,1930.0,53.0,53.0,300,36,1
6-,2175,651,102.0,1827.0,51.0,53.0,46,33,1
1,2277,651,1929.0,102.0,51.0,53.0,18,33,1
6.1,349,701,125.0,1929.0,51.0,51.0,70,33,1
Design,474,701,177.0,125.0,71.0,51.0,150,42,1
basis,651,701,1525.0,177.0,71.0,51.0,122,35,1
6-,2176,701,100.0,1525.0,71.0,51.0,44,32,1
6,2276,701,1878.0,100.0,71.0,51.0,21,33,1
6.1.1,399,751,176.0,1878.0,71.0,71.0,121,33,1
Repository,575,751,279.0,176.0,73.0,71.0,249,42,1
design,854,751,177.0,279.0,73.0,71.0,148,44,1
requirements,1031,751,1144.0,177.0,73.0,71.0,300,39,1
6-,2175,751,101.0,1144.0,73.0,71.0,46,33,1
6,2276,751,1826.0,101.0,73.0,71.0,22,33,1
6.1.1.1,451,802,224.0,1826.0,73.0,73.0,170,33,1
Legal,675,802,153.0,224.0,49.0,73.0,123,44,1
requirements,828,802,1348.0,153.0,49.0,73.0,300,43,1
6-,2176,802,100.0,1348.0,49.0,73.0,44,33,1
6,2276,802,1826.0,100.0,49.0,73.0,22,33,1
6.1.1.2,451,851,226.0,1826.0,49.0,49.0,173,34,1
Department,677,851,277.0,226.0,51.0,49.0,250,44,1
of,954,851,75.0,277.0,51.0,49.0,45,35,1
Energy,1029,851,180.0,75.0,51.0,49.0,150,42,1
functional,1209,851,280.0,180.0,51.0,49.0,249,36,1
requirements,1489,851,687.0,280.0,51.0,49.0,300,42,1
6-,2176,851,99.0,687.0,51.0,49.0,45,33,1
8,2275,851,1825.0,99.0,51.0,49.0,23,33,1
6.1.1.3,451,902,225.0,1825.0,51.0,51.0,173,33,1
Mined,676,902,152.0,225.0,73.0,51.0,125,35,1
geologic,828,902,228.0,152.0,73.0,51.0,201,43,1
disposal,1056,902,230.0,228.0,73.0,51.0,198,43,1
system,1286,902,178.0,230.0,73.0,51.0,149,39,1
for,1464,902,99.0,178.0,73.0,51.0,72,35,1
waste,1563,902,613.0,99.0,73.0,51.0,124,30,1
6-,2176,902,77.0,613.0,73.0,51.0,44,33,1
17,2253,902,1752.0,77.0,73.0,51.0,45,34,1
6.1.1.3.1,502,954,276.0,1752.0,73.0,73.0,220,34,1
Site,778,954,1398.0,276.0,50.0,73.0,97,34,1
6-,2176,954,74.0,1398.0,50.0,73.0,45,33,1
25,2250,954,1749.0,74.0,50.0,73.0,48,33,1
6.1.1.3.2,502,1004,275.0,1749.0,50.0,50.0,223,34,1
Repository,777,1004,1398.0,275.0,50.0,50.0,251,43,1
6-,2175,1004,75.0,1398.0,50.0,50.0,46,33,1
25,2250,1004,1751.0,75.0,50.0,50.0,48,33,1
6.1.1.3.3,500,1053,277.0,1751.0,50.0,50.0,223,33,1
Waste,777,1053,152.0,277.0,71.0,50.0,123,34,1
package,929,1053,1246.0,152.0,71.0,50.0,174,44,1
6-,2175,1053,74.0,1246.0,71.0,50.0,45,32,1
26,2249,1053,1800.0,74.0,71.0,50.0,48,33,1
6.1.1.4,450,1103,224.0,1800.0,71.0,71.0,173,32,1
Public,674,1103,180.0,224.0,72.0,71.0,151,35,1
safety,854,1103,178.0,180.0,72.0,71.0,148,44,1
considerations,1032,1103,1143.0,178.0,72.0,71.0,350,36,1
6-,2175,1103,74.0,1143.0,72.0,71.0,45,33,1
27,2249,1103,1750.0,74.0,72.0,71.0,47,34,1
6.1.1.4.1,500,1154,276.0,1750.0,72.0,72.0,221,34,1
Radiological,776,1154,331.0,276.0,51.0,72.0,301,44,1
protection,1107,1154,279.0,331.0,51.0,72.0,251,41,1
design,1386,1154,179.0,279.0,51.0,72.0,150,42,1
requirements,1565,1154,610.0,179.0,51.0,72.0,299,43,1
6-,2175,1154,74.0,610.0,51.0,72.0,45,33,1
28,2249,1154,1750.0,74.0,51.0,72.0,48,33,1
6.1.1.4.2,500,1205,276.0,1750.0,51.0,51.0,224,33,1
Design,776,1205,180.0,276.0,51.0,51.0,152,43,1
classifications,956,1205,1219.0,180.0,51.0,51.0,375,35,1
6-,2175,1205,74.0,1219.0,51.0,51.0,45,32,1
28,2249,1205,1750.0,74.0,51.0,51.0,48,33,1
6.1.1.4.3,500,1256,278.0,1750.0,51.0,51.0,224,34,1
Safety,778,1256,177.0,278.0,69.0,51.0,148,43,1
design,955,1256,178.0,177.0,69.0,51.0,150,43,1
considerations,1133,1256,1042.0,178.0,69.0,51.0,351,34,1
6-,2175,1256,74.0,1042.0,69.0,51.0,44,32,1
28,2249,1256,1801.0,74.0,69.0,51.0,48,33,1
