word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
007,2115,143,1049.0,0,1049.0,0,102,46,0
TABLE,1071,238,150.0,1049.0,1049.0,1049.0,121,30,0
OF,1221,238,75.0,150.0,1069.0,1049.0,48,29,0
CONTENTS,1296,238,847.0,75.0,1069.0,1049.0,195,31,0
Page,2129,390,1873.0,847.0,1069.0,1069.0,95,36,1
FOREWORD,259,486,100.0,1873.0,1873.0,1873.0,198,30,1
ABSTRACT,257,585,100.0,100.0,100.0,100.0,200,30,1
EXECUTIVE,259,684,250.0,100.0,100.0,100.0,222,29,1
SUMMARY,509,684,1697.0,250.0,99.0,100.0,172,30,1
1,2206,684,1949.0,1697.0,99.0,100.0,16,30,1
1,260,782,74.0,1949.0,99.0,99.0,18,30,1
PROCESS,334,782,200.0,74.0,91.0,99.0,170,30,1
FOR,534,782,101.0,200.0,91.0,99.0,71,29,1
SELECTING,635,782,248.0,101.0,91.0,99.0,219,30,1
SITES,883,782,148.0,248.0,91.0,99.0,118,30,1
FOR,1031,782,99.0,148.0,91.0,99.0,71,30,1
GEOLOGIC,1130,782,225.0,99.0,91.0,99.0,195,31,1
REPOSITORIES,1355,782,800.0,225.0,91.0,99.0,291,31,1
1-1,2155,782,1820.0,800.0,91.0,99.0,67,30,1
1.1,336,831,127.0,1820.0,91.0,91.0,67,31,1
Introduction,463,831,1692.0,127.0,135.0,91.0,292,32,1
1-1,2155,831,1695.0,1692.0,135.0,91.0,67,31,1
1.1.1,461,881,172.0,1695.0,135.0,135.0,116,31,1
The,633,881,100.0,172.0,50.0,135.0,70,30,1
geologic,733,881,224.0,100.0,50.0,135.0,193,38,1
repository,957,881,273.0,224.0,50.0,135.0,245,39,1
concept,1230,881,924.0,273.0,50.0,135.0,170,35,1
1-1,2154,881,1694.0,924.0,50.0,135.0,67,30,1
1.1.2,461,931,172.0,1694.0,50.0,50.0,118,30,1
The,633,931,98.0,172.0,49.0,50.0,70,30,1
Nuclear,731,931,198.0,98.0,49.0,50.0,171,31,1
Waste,929,931,151.0,198.0,49.0,50.0,121,29,1
Policy,1080,931,173.0,151.0,49.0,50.0,146,39,1
Act,1253,931,102.0,173.0,49.0,50.0,71,28,1
of,1355,931,77.0,102.0,49.0,50.0,44,30,1
1982,1432,931,722.0,77.0,49.0,50.0,91,31,1
1-2,2154,931,1694.0,722.0,49.0,50.0,69,31,1
