word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
"""""/"")",2346,90,1211.0,0,1211.0,0,103,63,0
TABLE,1240,583,151.0,1211.0,1211.0,1211.0,120,30,0
4,1391,583,796.0,151.0,646.0,1211.0,20,31,0
SUMMARY,602,683,198.0,796.0,646.0,646.0,173,29,0
OF,800,683,77.0,198.0,303.0,646.0,48,29,0
STRATIGRAPHIC,877,683,348.0,77.0,303.0,646.0,321,30,0
AND,1225,683,102.0,348.0,303.0,646.0,74,29,0
STRUCTURAL,1327,683,275.0,102.0,303.0,646.0,248,31,0
DATA,1602,683,125.0,275.0,303.0,646.0,100,29,0
FROM,1727,683,125.0,125.0,303.0,646.0,100,29,0
TRENCHES,1852,683,954.0,125.0,303.0,646.0,198,29,0
ACROSS,900,734,177.0,954.0,303.0,303.0,147,29,0
FAULTS,1077,734,178.0,177.0,137.0,303.0,144,30,0
IN,1255,734,71.0,178.0,137.0,303.0,45,28,0
THE,1326,734,103.0,71.0,137.0,303.0,71,29,0
SITE,1429,734,123.0,103.0,137.0,303.0,94,30,0
VICINITY,1552,734,709.0,123.0,137.0,303.0,200,31,0
Stratigraphic,855,863,472.0,709.0,137.0,137.0,318,40,1
Exposed*,1327,863,353.0,472.0,429.0,137.0,195,58,1
Structural,1680,863,1254.0,353.0,429.0,137.0,244,31,1
Trench,427,883,176.0,1254.0,429.0,429.0,147,31,1
No.,603,883,599.0,176.0,201.0,429.0,67,29,1
Unit,1202,883,752.0,599.0,201.0,429.0,94,30,1
Features,1954,883,1436.0,752.0,201.0,429.0,194,28,1
2,529,1056,548.0,1436.0,201.0,201.0,19,30,1
"Qlc,",1077,1056,127.0,548.0,76.0,201.0,92,38,1
Q2c,1204,1056,650.0,127.0,76.0,201.0,68,39,1
None,1854,1056,1326.0,650.0,76.0,201.0,95,30,1
4B,531,1131,608.0,1326.0,76.0,76.0,45,31,1
Qlc,1139,1131,716.0,608.0,76.0,76.0,72,38,1
None,1855,1131,1328.0,716.0,76.0,76.0,94,29,1
6,530,1206,610.0,1328.0,76.0,76.0,18,31,1
Qlc,1140,1206,714.0,610.0,76.0,76.0,69,39,1
None,1854,1206,1328.0,714.0,76.0,76.0,95,29,1
8,529,1281,547.0,1328.0,76.0,76.0,19,30,1
"QTa,",1076,1281,125.0,547.0,75.0,76.0,93,37,1
Q2c,1201,1281,527.0,125.0,75.0,76.0,72,38,1
Fault,1728,1281,151.0,527.0,75.0,76.0,120,30,1
cuts,1879,1281,124.0,151.0,75.0,76.0,94,26,1
QTa,2003,1281,1476.0,124.0,75.0,76.0,72,37,1
9,529,1356,548.0,1476.0,75.0,75.0,19,31,1
"Qlc,",1077,1356,127.0,548.0,77.0,75.0,92,38,1
Q2c,1204,1356,650.0,127.0,77.0,75.0,68,39,1
None,1854,1356,1327.0,650.0,77.0,75.0,95,29,1
10A,530,1432,609.0,1327.0,77.0,77.0,73,30,1
Q2c,1139,1432,716.0,609.0,77.0,77.0,72,38,1
None,1855,1432,1325.0,716.0,77.0,77.0,94,30,1
10B,533,1508,608.0,1325.0,77.0,77.0,66,30,1
QTa,1141,1508,715.0,608.0,75.0,77.0,70,37,1
None,1856,1508,1326.0,715.0,75.0,77.0,94,29,1
11,533,1583,483.0,1326.0,75.0,75.0,39,30,1
"Q2b,",1016,1583,123.0,483.0,76.0,75.0,91,38,1
"Q2c,",1139,1583,126.0,123.0,76.0,75.0,93,38,1
QTa,1265,1583,591.0,126.0,76.0,75.0,72,37,1
None,1856,1583,1327.0,591.0,76.0,75.0,94,29,1
12,532,1658,621.0,1327.0,76.0,76.0,42,30,1
Q2,1153,1658,702.0,621.0,75.0,76.0,45,39,1
None,1855,1658,1326.0,702.0,75.0,76.0,94,29,1
13,532,1733,545.0,1326.0,75.0,75.0,42,31,1
"Q2b,",1077,1733,124.0,545.0,76.0,75.0,92,39,1
Q2c,1201,1733,654.0,124.0,76.0,75.0,73,38,1
None,1855,1733,1325.0,654.0,76.0,75.0,94,29,1
14,533,1808,609.0,1325.0,76.0,76.0,42,31,1
Q2e,1142,1808,652.0,609.0,76.0,76.0,69,38,1
Fractures,1794,1808,1265.0,652.0,76.0,76.0,217,29,1
