word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
TABLE,486,393,147.0,0,97.0,0,119,31,0
49,633,393,178.0,147.0,97.0,0,47,33,0
M-Area,484,489,175.0,178.0,97.0,97.0,147,32,0
Rinsewater,659,489,272.0,175.0,401.0,97.0,244,34,0
Analysis,931,489,230.0,272.0,401.0,97.0,194,41,0
(Mg/L),1161,489,342.0,230.0,401.0,97.0,136,45,0
M-Area,855,641,177.0,342.0,401.0,401.0,147,31,1
Total,1032,641,225.0,177.0,386.0,401.0,117,30,1
313,1257,641,97.0,225.0,386.0,401.0,67,32,1
Total,1354,641,227.0,97.0,386.0,401.0,118,29,1
321,1581,641,96.0,227.0,386.0,401.0,63,31,1
Total,1677,641,1199.0,96.0,386.0,401.0,119,29,1
Al,483,743,375.0,1199.0,386.0,386.0,45,30,1
0.044,858,743,398.0,375.0,99.0,386.0,120,31,1
0,1256,743,323.0,398.0,99.0,386.0,19,29,1
0,1579,743,1102.0,323.0,99.0,386.0,19,30,1
Na,482,841,379.0,1102.0,99.0,99.0,48,29,1
557,861,841,400.0,379.0,100.0,99.0,64,31,1
1124,1261,841,319.0,400.0,100.0,99.0,88,32,1
245,1580,841,1104.0,319.0,100.0,99.0,68,32,1
Fe,481,940,376.0,1104.0,100.0,100.0,46,29,1
0,857,940,396.0,376.0,101.0,100.0,19,30,1
0.02,1253,940,324.0,396.0,101.0,100.0,95,31,1
0.002,1577,940,1100.0,324.0,101.0,100.0,120,31,1
Ca,482,1040,376.0,1100.0,101.0,101.0,48,29,1
3.83,858,1040,395.0,376.0,100.0,101.0,93,31,1
0.27,1253,1040,330.0,395.0,100.0,101.0,94,30,1
11.50,1583,1040,1104.0,330.0,100.0,101.0,114,32,1
Si,484,1139,372.0,1104.0,100.0,100.0,43,31,1
2.8,856,1139,398.0,372.0,100.0,100.0,70,30,1
3.75,1254,1139,326.0,398.0,100.0,100.0,93,31,1
0,1580,1139,1101.0,326.0,100.0,100.0,18,29,1
PT,484,1239,374.0,1101.0,100.0,100.0,44,42,1
15.0,858,1239,398.0,374.0,102.0,100.0,92,32,1
133,1256,1239,320.0,398.0,102.0,100.0,64,32,1
0,1576,1239,1100.0,320.0,102.0,100.0,19,30,1
Ni,481,1340,373.0,1100.0,102.0,102.0,46,31,1
0.25,854,1340,386.0,373.0,102.0,102.0,95,31,1
NO,482,1441,377.0,386.0,102.0,102.0,46,28,1
1379,859,1441,396.0,377.0,60.0,102.0,89,31,1
2447,1255,1441,322.0,396.0,60.0,102.0,91,32,1
656,1577,1441,1040.0,322.0,60.0,102.0,68,31,1
3,538,1462,96.0,1040.0,60.0,60.0,15,26,1
PO,482,1539,374.0,96.0,96.0,96.0,45,27,1
30.9,856,1539,398.0,374.0,58.0,96.0,91,31,1
298,1254,1539,322.0,398.0,58.0,96.0,67,31,1
0,1576,1539,1042.0,322.0,58.0,96.0,18,29,1
4,535,1562,98.0,1042.0,58.0,58.0,17,24,1
Cl,480,1642,375.0,98.0,98.0,98.0,44,30,1
7.65,855,1642,400.0,375.0,100.0,98.0,92,30,1
19.9,1255,1642,321.0,400.0,100.0,98.0,90,31,1
0,1576,1642,1100.0,321.0,100.0,98.0,20,29,1
TOC,481,1741,373.0,1100.0,100.0,100.0,70,28,1
<5,854,1741,386.0,373.0,101.0,100.0,43,30,1
TDS,482,1841,376.0,386.0,101.0,101.0,66,28,1
1815,858,1841,397.0,376.0,103.0,101.0,88,30,1
Filtrate,475,1943,377.0,397.0,103.0,103.0,197,32,1
3.73,852,1943,397.0,377.0,229.0,103.0,94,32,1
6.96,1249,1943,325.0,397.0,229.0,103.0,94,32,1
7.47,1574,1943,872.0,325.0,229.0,103.0,93,32,1
pH,703,1946,0,872.0,229.0,229.0,43,36,1
