@RELATION RapidMinerData

@ATTRIBUTE 'x' real
@ATTRIBUTE 'y' real
@ATTRIBUTE 'x+1 dist' real
@ATTRIBUTE 'x-1 dist' real
@ATTRIBUTE 'y+1 dist' real
@ATTRIBUTE 'y-1 dist' real
@ATTRIBUTE 'width' real
@ATTRIBUTE 'height' real
@ATTRIBUTE 'table' {'1'}

@DATA
425.0,323.0,151.0,0.0,88.0,0.0,116.0,34.0,'1'
576.0,323.0,208.0,151.0,88.0,0.0,174.0,39.0,'1'
784.0,323.0,1202.0,208.0,88.0,0.0,77.0,31.0,'1'
1986.0,323.0,684.0,1202.0,88.0,0.0,352.0,42.0,'1'
2670.0,323.0,2174.0,684.0,88.0,0.0,237.0,29.0,'1'
497.0,372.0,201.0,2174.0,88.0,88.0,163.0,37.0,'1'
698.0,372.0,358.0,201.0,132.0,88.0,43.0,37.0,'1'
1056.0,372.0,390.0,358.0,132.0,88.0,142.0,32.0,'1'
1446.0,372.0,631.0,390.0,132.0,88.0,325.0,34.0,'1'
2077.0,372.0,535.0,631.0,132.0,88.0,200.0,32.0,'1'
2612.0,372.0,2037.0,535.0,132.0,88.0,356.0,43.0,'1'
578.0,475.0,538.0,2037.0,132.0,132.0,51.0,32.0,'1'
1116.0,475.0,482.0,538.0,102.0,132.0,25.0,30.0,'1'
1598.0,475.0,537.0,482.0,102.0,132.0,20.0,4.0,'1'
2135.0,475.0,661.0,537.0,102.0,132.0,24.0,29.0,'1'
2796.0,475.0,2219.0,661.0,102.0,132.0,19.0,32.0,'1'
580.0,576.0,537.0,2219.0,102.0,102.0,48.0,32.0,'1'
1117.0,576.0,480.0,537.0,99.0,102.0,25.0,29.0,'1'
1597.0,576.0,539.0,480.0,99.0,102.0,24.0,30.0,'1'
2136.0,576.0,661.0,539.0,99.0,102.0,24.0,29.0,'1'
2797.0,576.0,2220.0,661.0,99.0,102.0,20.0,32.0,'1'
580.0,675.0,538.0,2220.0,99.0,99.0,50.0,31.0,'1'
1118.0,675.0,480.0,538.0,101.0,99.0,24.0,28.0,'1'
1598.0,675.0,539.0,480.0,101.0,99.0,21.0,5.0,'1'
2137.0,675.0,661.0,539.0,101.0,99.0,22.0,30.0,'1'
2798.0,675.0,2220.0,661.0,101.0,99.0,19.0,30.0,'1'
581.0,775.0,537.0,2220.0,101.0,101.0,49.0,32.0,'1'
1118.0,775.0,481.0,537.0,102.0,101.0,26.0,29.0,'1'
1599.0,775.0,539.0,481.0,102.0,101.0,20.0,5.0,'1'
2138.0,775.0,660.0,539.0,102.0,101.0,22.0,29.0,'1'
2798.0,775.0,2219.0,660.0,102.0,101.0,20.0,30.0,'1'
582.0,876.0,537.0,2219.0,102.0,102.0,50.0,33.0,'1'
1119.0,876.0,480.0,537.0,101.0,102.0,25.0,31.0,'1'
1599.0,876.0,539.0,480.0,101.0,102.0,24.0,31.0,'1'
2138.0,876.0,660.0,539.0,101.0,102.0,23.0,29.0,'1'
2798.0,876.0,2219.0,660.0,101.0,102.0,19.0,31.0,'1'
582.0,977.0,536.0,2219.0,101.0,101.0,52.0,33.0,'1'
1118.0,977.0,482.0,536.0,102.0,101.0,27.0,31.0,'1'
1600.0,977.0,537.0,482.0,102.0,101.0,21.0,5.0,'1'
2137.0,977.0,661.0,537.0,102.0,101.0,25.0,30.0,'1'
2798.0,977.0,2218.0,661.0,102.0,101.0,20.0,31.0,'1'
583.0,1078.0,536.0,2218.0,102.0,102.0,49.0,33.0,'1'
1119.0,1078.0,480.0,536.0,101.0,102.0,26.0,31.0,'1'
1599.0,1078.0,539.0,480.0,101.0,102.0,25.0,31.0,'1'
2138.0,1078.0,661.0,539.0,101.0,102.0,24.0,31.0,'1'
2799.0,1078.0,2219.0,661.0,101.0,102.0,20.0,31.0,'1'
583.0,1179.0,536.0,2219.0,101.0,101.0,50.0,33.0,'1'
1119.0,1179.0,480.0,536.0,103.0,101.0,27.0,31.0,'1'
1599.0,1179.0,539.0,480.0,103.0,101.0,25.0,31.0,'1'
2138.0,1179.0,661.0,539.0,103.0,101.0,24.0,30.0,'1'
2799.0,1179.0,2220.0,661.0,103.0,101.0,20.0,31.0,'1'
582.0,1281.0,536.0,2220.0,103.0,103.0,52.0,33.0,'1'
1118.0,1281.0,483.0,536.0,542.0,103.0,27.0,31.0,'1'
1601.0,1281.0,535.0,483.0,542.0,103.0,22.0,6.0,'1'
2136.0,1281.0,662.0,535.0,542.0,103.0,26.0,30.0,'1'
2798.0,1281.0,1682.0,662.0,542.0,103.0,21.0,30.0,'1'
1118.0,1355.0,537.0,1682.0,542.0,542.0,56.0,57.0,'1'
582.0,1378.0,1016.0,537.0,537.0,537.0,51.0,34.0,'1'
1598.0,1378.0,538.0,1016.0,100.0,537.0,24.0,31.0,'1'
2136.0,1378.0,660.0,538.0,100.0,537.0,24.0,30.0,'1'
2796.0,1378.0,2217.0,660.0,100.0,537.0,20.0,31.0,'1'
582.0,1478.0,535.0,2217.0,100.0,100.0,50.0,33.0,'1'
1117.0,1478.0,481.0,535.0,101.0,100.0,28.0,31.0,'1'
1598.0,1478.0,537.0,481.0,101.0,100.0,23.0,5.0,'1'
2135.0,1478.0,658.0,537.0,101.0,100.0,25.0,29.0,'1'
2793.0,1478.0,2215.0,658.0,101.0,100.0,20.0,30.0,'1'
581.0,1578.0,536.0,2215.0,101.0,101.0,50.0,33.0,'1'
1117.0,1578.0,481.0,536.0,100.0,101.0,27.0,30.0,'1'
1598.0,1578.0,537.0,481.0,100.0,101.0,53.0,31.0,'1'
2135.0,1578.0,657.0,537.0,100.0,101.0,25.0,29.0,'1'
2792.0,1578.0,2213.0,657.0,100.0,101.0,19.0,31.0,'1'
582.0,1677.0,536.0,2213.0,100.0,100.0,50.0,32.0,'1'
1118.0,1677.0,479.0,536.0,100.0,100.0,26.0,31.0,'1'
1597.0,1677.0,538.0,479.0,100.0,100.0,53.0,31.0,'1'
2135.0,1677.0,655.0,538.0,100.0,100.0,23.0,30.0,'1'
2790.0,1677.0,2213.0,655.0,100.0,100.0,19.0,31.0,'1'
580.0,1776.0,536.0,2213.0,100.0,100.0,50.0,34.0,'1'
1116.0,1776.0,481.0,536.0,101.0,100.0,28.0,32.0,'1'
1597.0,1776.0,536.0,481.0,101.0,100.0,23.0,6.0,'1'
2133.0,1776.0,656.0,536.0,101.0,100.0,26.0,31.0,'1'
2789.0,1776.0,2212.0,656.0,101.0,100.0,21.0,31.0,'1'
580.0,1877.0,536.0,2212.0,101.0,101.0,51.0,33.0,'1'
1116.0,1877.0,480.0,536.0,99.0,101.0,27.0,31.0,'1'
1596.0,1877.0,537.0,480.0,99.0,101.0,26.0,31.0,'1'
2133.0,1877.0,653.0,537.0,99.0,101.0,25.0,30.0,'1'
2786.0,1877.0,2209.0,653.0,99.0,101.0,19.0,31.0,'1'
580.0,1976.0,536.0,2209.0,99.0,99.0,52.0,33.0,'1'
1116.0,1976.0,478.0,536.0,98.0,99.0,27.0,31.0,'1'
1594.0,1976.0,536.0,478.0,98.0,99.0,27.0,31.0,'1'
2130.0,1976.0,651.0,536.0,98.0,99.0,29.0,30.0,'1'
2781.0,1976.0,2205.0,651.0,98.0,99.0,21.0,30.0,'1'
579.0,2073.0,536.0,2205.0,98.0,98.0,50.0,32.0,'1'
1115.0,2073.0,1013.0,536.0,1017.0,98.0,26.0,30.0,'1'
2128.0,2073.0,649.0,1013.0,1017.0,98.0,28.0,29.0,'1'
2777.0,2073.0,1183.0,649.0,1017.0,98.0,22.0,31.0,'1'
1595.0,2084.0,0.0,1183.0,1017.0,1017.0,27.0,31.0,'1'
