@RELATION RapidMinerData

@ATTRIBUTE 'x' real
@ATTRIBUTE 'y' real
@ATTRIBUTE 'x+1 dist' real
@ATTRIBUTE 'x-1 dist' real
@ATTRIBUTE 'y+1 dist' real
@ATTRIBUTE 'y-1 dist' real
@ATTRIBUTE 'width' real
@ATTRIBUTE 'height' real
@ATTRIBUTE 'table' {'0','1'}

@DATA
289.0,335.0,149.0,0.0,308.0,0.0,121.0,35.0,'0'
438.0,335.0,153.0,149.0,308.0,0.0,90.0,36.0,'0'
591.0,335.0,224.0,153.0,308.0,0.0,189.0,42.0,'0'
815.0,335.0,148.0,224.0,308.0,0.0,120.0,35.0,'0'
963.0,335.0,201.0,148.0,308.0,0.0,173.0,36.0,'0'
1164.0,335.0,231.0,201.0,308.0,0.0,195.0,36.0,'0'
1395.0,335.0,269.0,231.0,308.0,0.0,236.0,45.0,'0'
1664.0,335.0,225.0,269.0,308.0,0.0,195.0,37.0,'0'
1889.0,335.0,199.0,225.0,308.0,0.0,170.0,35.0,'0'
2088.0,335.0,1497.0,199.0,308.0,0.0,72.0,36.0,'0'
592.0,386.0,333.0,1497.0,308.0,308.0,114.0,45.0,'0'
878.0,555.0,266.0,333.0,333.0,333.0,166.0,27.0,'1'
1144.0,555.0,475.0,266.0,210.0,333.0,165.0,27.0,'1'
671.0,590.0,227.0,475.0,210.0,210.0,108.0,32.0,'1'
898.0,590.0,284.0,227.0,119.0,210.0,128.0,33.0,'1'
1182.0,590.0,318.0,284.0,119.0,210.0,90.0,32.0,'1'
1500.0,590.0,815.0,318.0,119.0,210.0,147.0,26.0,'1'
694.0,706.0,243.0,815.0,119.0,119.0,50.0,26.0,'1'
937.0,706.0,227.0,243.0,55.0,119.0,52.0,27.0,'1'
1164.0,706.0,22.0,227.0,55.0,119.0,16.0,26.0,'1'
1186.0,706.0,37.0,22.0,55.0,119.0,12.0,25.0,'1'
1223.0,706.0,36.0,37.0,55.0,119.0,13.0,5.0,'1'
1259.0,706.0,21.0,36.0,55.0,119.0,15.0,25.0,'1'
1280.0,706.0,591.0,21.0,55.0,119.0,12.0,26.0,'1'
692.0,760.0,244.0,591.0,55.0,55.0,52.0,26.0,'1'
936.0,760.0,227.0,244.0,496.0,55.0,56.0,27.0,'1'
1163.0,760.0,60.0,227.0,496.0,55.0,16.0,26.0,'1'
1223.0,760.0,36.0,60.0,496.0,55.0,14.0,5.0,'1'
1259.0,760.0,76.0,36.0,496.0,55.0,15.0,27.0,'1'
1187.0,782.0,93.0,76.0,496.0,496.0,12.0,26.0,'1'
1280.0,782.0,589.0,93.0,497.0,496.0,12.0,26.0,'1'
