@RELATION RapidMinerData

@ATTRIBUTE 'x' real
@ATTRIBUTE 'y' real
@ATTRIBUTE 'x+1 dist' real
@ATTRIBUTE 'x-1 dist' real
@ATTRIBUTE 'y+1 dist' real
@ATTRIBUTE 'y-1 dist' real
@ATTRIBUTE 'width' real
@ATTRIBUTE 'height' real
@ATTRIBUTE 'table' {'0','1'}

@DATA
2117.0,303.0,160.0,0.0,770.0,0.0,138.0,30.0,'0'
2277.0,303.0,928.0,160.0,770.0,0.0,46.0,32.0,'0'
1363.0,458.0,85.0,928.0,770.0,770.0,69.0,24.0,'0'
1448.0,458.0,23.0,85.0,45.0,770.0,6.0,22.0,'0'
1471.0,458.0,103.0,23.0,45.0,770.0,89.0,24.0,'0'
1574.0,458.0,36.0,103.0,45.0,770.0,22.0,23.0,'0'
1610.0,458.0,56.0,36.0,45.0,770.0,43.0,24.0,'0'
1666.0,458.0,308.0,56.0,45.0,770.0,18.0,24.0,'0'
1362.0,502.0,82.0,308.0,45.0,45.0,70.0,24.0,'0'
1444.0,502.0,26.0,82.0,78.0,45.0,14.0,24.0,'0'
1470.0,502.0,103.0,26.0,78.0,45.0,90.0,24.0,'0'
1573.0,502.0,221.0,103.0,78.0,45.0,42.0,24.0,'0'
1366.0,579.0,64.0,221.0,78.0,78.0,32.0,37.0,'0'
1430.0,579.0,56.0,64.0,40.0,78.0,41.0,23.0,'0'
1486.0,579.0,37.0,56.0,40.0,78.0,22.0,24.0,'0'
1523.0,579.0,54.0,37.0,40.0,78.0,42.0,24.0,'0'
1577.0,579.0,215.0,54.0,40.0,78.0,30.0,23.0,'0'
1366.0,619.0,54.0,215.0,40.0,40.0,34.0,33.0,'0'
1420.0,619.0,56.0,54.0,42.0,40.0,43.0,24.0,'0'
1476.0,619.0,119.0,56.0,42.0,40.0,18.0,24.0,'0'
1365.0,660.0,64.0,119.0,42.0,42.0,37.0,38.0,'0'
1429.0,660.0,57.0,64.0,498.0,42.0,43.0,24.0,'0'
1486.0,660.0,39.0,57.0,498.0,42.0,22.0,23.0,'0'
1525.0,660.0,53.0,39.0,498.0,42.0,40.0,24.0,'0'
1578.0,660.0,291.0,53.0,498.0,42.0,18.0,23.0,'0'
1855.0,747.0,315.0,291.0,498.0,498.0,34.0,30.0,'1'
2170.0,747.0,439.0,315.0,129.0,498.0,36.0,29.0,'1'
1733.0,788.0,132.0,439.0,129.0,129.0,120.0,30.0,'1'
1865.0,788.0,52.0,132.0,45.0,129.0,40.0,24.0,'1'
1917.0,788.0,133.0,52.0,45.0,129.0,97.0,31.0,'1'
2050.0,788.0,130.0,133.0,45.0,129.0,118.0,30.0,'1'
2180.0,788.0,52.0,130.0,45.0,129.0,40.0,24.0,'1'
2232.0,788.0,485.0,52.0,45.0,129.0,94.0,33.0,'1'
1749.0,829.0,63.0,485.0,45.0,45.0,51.0,30.0,'1'
1812.0,829.0,39.0,63.0,367.0,45.0,30.0,24.0,'1'
1851.0,829.0,81.0,39.0,367.0,45.0,69.0,24.0,'1'
1932.0,829.0,58.0,81.0,367.0,45.0,41.0,24.0,'1'
1990.0,829.0,75.0,58.0,367.0,45.0,5.0,23.0,'1'
2065.0,829.0,62.0,75.0,367.0,45.0,51.0,30.0,'1'
2127.0,829.0,39.0,62.0,367.0,45.0,31.0,24.0,'1'
2166.0,829.0,81.0,39.0,367.0,45.0,69.0,23.0,'1'
2247.0,829.0,52.0,81.0,367.0,45.0,40.0,26.0,'1'
2299.0,829.0,915.0,52.0,367.0,45.0,12.0,24.0,'1'
1385.0,871.0,131.0,915.0,367.0,367.0,82.0,25.0,'1'
1516.0,871.0,145.0,131.0,43.0,367.0,133.0,24.0,'1'
1661.0,871.0,105.0,145.0,43.0,367.0,30.0,24.0,'1'
1766.0,871.0,158.0,105.0,43.0,367.0,146.0,24.0,'1'
1924.0,871.0,159.0,158.0,43.0,367.0,59.0,25.0,'1'
2083.0,871.0,156.0,159.0,43.0,367.0,144.0,24.0,'1'
2239.0,871.0,867.0,156.0,43.0,367.0,57.0,26.0,'1'
1373.0,912.0,39.0,867.0,43.0,43.0,31.0,24.0,'1'
1412.0,912.0,114.0,39.0,84.0,43.0,50.0,24.0,'1'
1526.0,912.0,64.0,114.0,84.0,43.0,52.0,31.0,'1'
1590.0,912.0,39.0,64.0,84.0,43.0,31.0,24.0,'1'
1629.0,912.0,173.0,39.0,84.0,43.0,50.0,23.0,'1'
1802.0,912.0,62.0,173.0,84.0,43.0,51.0,24.0,'1'
1864.0,912.0,253.0,62.0,84.0,43.0,83.0,30.0,'1'
2117.0,912.0,63.0,253.0,84.0,43.0,51.0,24.0,'1'
2180.0,912.0,818.0,63.0,84.0,43.0,81.0,30.0,'1'
1367.0,995.0,216.0,818.0,84.0,84.0,22.0,23.0,'1'
1583.0,995.0,269.0,216.0,43.0,84.0,19.0,23.0,'1'
1852.0,995.0,316.0,269.0,43.0,84.0,44.0,23.0,'1'
2168.0,995.0,804.0,316.0,43.0,84.0,42.0,24.0,'1'
1366.0,1037.0,40.0,804.0,43.0,43.0,23.0,23.0,'1'
1406.0,1037.0,53.0,40.0,41.0,43.0,40.0,23.0,'1'
1459.0,1037.0,124.0,53.0,41.0,43.0,18.0,23.0,'1'
1583.0,1037.0,269.0,124.0,41.0,43.0,38.0,23.0,'1'
1852.0,1037.0,316.0,269.0,41.0,43.0,44.0,23.0,'1'
2168.0,1037.0,804.0,316.0,41.0,43.0,42.0,24.0,'1'
1366.0,1078.0,37.0,804.0,41.0,41.0,23.0,23.0,'1'
1403.0,1078.0,56.0,37.0,43.0,41.0,43.0,25.0,'1'
1459.0,1078.0,123.0,56.0,43.0,41.0,18.0,23.0,'1'
1582.0,1078.0,270.0,123.0,43.0,41.0,38.0,24.0,'1'
1852.0,1078.0,316.0,270.0,43.0,41.0,43.0,24.0,'1'
2168.0,1078.0,803.0,316.0,43.0,41.0,43.0,24.0,'1'
1367.0,1120.0,36.0,803.0,43.0,43.0,22.0,23.0,'1'
1403.0,1120.0,57.0,36.0,41.0,43.0,42.0,24.0,'1'
1460.0,1120.0,122.0,57.0,41.0,43.0,17.0,24.0,'1'
1582.0,1120.0,270.0,122.0,41.0,43.0,38.0,24.0,'1'
1852.0,1120.0,316.0,270.0,41.0,43.0,43.0,24.0,'1'
2168.0,1120.0,803.0,316.0,41.0,43.0,42.0,23.0,'1'
1367.0,1161.0,36.0,803.0,41.0,41.0,23.0,23.0,'1'
1403.0,1161.0,57.0,36.0,42.0,41.0,43.0,24.0,'1'
1460.0,1161.0,123.0,57.0,42.0,41.0,18.0,24.0,'1'
1583.0,1161.0,270.0,123.0,42.0,41.0,37.0,24.0,'1'
1853.0,1161.0,317.0,270.0,42.0,41.0,42.0,23.0,'1'
2170.0,1161.0,805.0,317.0,42.0,41.0,41.0,23.0,'1'
1367.0,1203.0,36.0,805.0,42.0,42.0,23.0,23.0,'1'
1403.0,1203.0,56.0,36.0,43.0,42.0,43.0,23.0,'1'
1459.0,1203.0,124.0,56.0,43.0,42.0,19.0,23.0,'1'
1583.0,1203.0,270.0,124.0,43.0,42.0,37.0,24.0,'1'
1853.0,1203.0,316.0,270.0,43.0,42.0,41.0,24.0,'1'
2169.0,1203.0,803.0,316.0,43.0,42.0,42.0,24.0,'1'
1368.0,1245.0,215.0,803.0,43.0,43.0,17.0,23.0,'1'
1583.0,1245.0,270.0,215.0,42.0,43.0,15.0,24.0,'1'
1853.0,1245.0,315.0,270.0,42.0,43.0,43.0,24.0,'1'
2168.0,1245.0,801.0,315.0,42.0,43.0,43.0,24.0,'1'
1369.0,1286.0,37.0,801.0,42.0,42.0,15.0,23.0,'1'
1406.0,1286.0,56.0,37.0,41.0,42.0,41.0,24.0,'1'
1462.0,1286.0,124.0,56.0,41.0,42.0,18.0,23.0,'1'
1586.0,1286.0,268.0,124.0,41.0,42.0,48.0,24.0,'1'
1854.0,1286.0,316.0,268.0,41.0,42.0,44.0,24.0,'1'
2170.0,1286.0,803.0,316.0,41.0,42.0,44.0,24.0,'1'
1369.0,1327.0,36.0,803.0,41.0,41.0,15.0,24.0,'1'
1405.0,1327.0,180.0,36.0,43.0,41.0,75.0,24.0,'1'
1585.0,1327.0,270.0,180.0,43.0,41.0,48.0,24.0,'1'
1855.0,1327.0,316.0,270.0,43.0,41.0,41.0,24.0,'1'
2171.0,1327.0,803.0,316.0,43.0,41.0,42.0,25.0,'1'
1370.0,1369.0,36.0,803.0,43.0,43.0,15.0,23.0,'1'
