@RELATION RapidMinerData

@ATTRIBUTE 'x' real
@ATTRIBUTE 'y' real
@ATTRIBUTE 'x+1 dist' real
@ATTRIBUTE 'x-1 dist' real
@ATTRIBUTE 'y+1 dist' real
@ATTRIBUTE 'y-1 dist' real
@ATTRIBUTE 'width' real
@ATTRIBUTE 'height' real
@ATTRIBUTE 'table' {'0','1'}

@DATA
1299.0,182.0,862.0,0.0,862.0,0.0,44.0,28.0,'0'
443.0,280.0,153.0,862.0,862.0,862.0,120.0,27.0,'0'
596.0,280.0,206.0,153.0,53.0,862.0,168.0,28.0,'0'
802.0,280.0,143.0,206.0,53.0,862.0,104.0,34.0,'0'
945.0,280.0,125.0,143.0,53.0,862.0,96.0,30.0,'0'
1070.0,280.0,273.0,125.0,53.0,862.0,246.0,32.0,'0'
1343.0,280.0,178.0,273.0,53.0,862.0,147.0,31.0,'0'
1521.0,280.0,375.0,178.0,53.0,862.0,341.0,39.0,'0'
1896.0,280.0,100.0,375.0,53.0,862.0,72.0,30.0,'0'
1996.0,280.0,1551.0,100.0,53.0,862.0,124.0,33.0,'0'
446.0,332.0,277.0,1551.0,53.0,53.0,250.0,33.0,'0'
723.0,332.0,76.0,277.0,51.0,53.0,47.0,29.0,'0'
799.0,332.0,125.0,76.0,51.0,53.0,96.0,30.0,'0'
924.0,332.0,101.0,125.0,51.0,53.0,70.0,22.0,'0'
1025.0,332.0,101.0,101.0,51.0,53.0,70.0,30.0,'0'
1126.0,332.0,122.0,101.0,51.0,53.0,94.0,31.0,'0'
1248.0,332.0,149.0,122.0,51.0,53.0,116.0,40.0,'0'
1397.0,332.0,152.0,149.0,51.0,53.0,123.0,31.0,'0'
1549.0,332.0,101.0,152.0,51.0,53.0,70.0,23.0,'0'
1650.0,332.0,125.0,101.0,51.0,53.0,94.0,35.0,'0'
1775.0,332.0,223.0,125.0,51.0,53.0,195.0,32.0,'0'
1998.0,332.0,1553.0,223.0,51.0,53.0,47.0,30.0,'0'
446.0,383.0,225.0,1553.0,51.0,51.0,194.0,37.0,'0'
671.0,383.0,175.0,225.0,48.0,51.0,143.0,38.0,'0'
846.0,383.0,172.0,175.0,48.0,51.0,144.0,31.0,'0'
1018.0,383.0,127.0,172.0,48.0,51.0,98.0,31.0,'0'
1145.0,383.0,198.0,127.0,48.0,51.0,170.0,32.0,'0'
1343.0,383.0,201.0,198.0,48.0,51.0,172.0,37.0,'0'
1544.0,383.0,75.0,201.0,48.0,51.0,45.0,29.0,'0'
1619.0,383.0,199.0,75.0,48.0,51.0,174.0,30.0,'0'
1818.0,383.0,200.0,199.0,48.0,51.0,173.0,31.0,'0'
2018.0,383.0,75.0,200.0,48.0,51.0,45.0,22.0,'0'
2093.0,383.0,1648.0,75.0,48.0,51.0,126.0,31.0,'0'
446.0,431.0,450.0,1648.0,48.0,48.0,426.0,39.0,'0'
896.0,431.0,252.0,450.0,53.0,48.0,192.0,31.0,'0'
1148.0,431.0,224.0,252.0,53.0,48.0,198.0,38.0,'0'
1372.0,431.0,400.0,224.0,53.0,48.0,373.0,33.0,'0'
1772.0,431.0,77.0,400.0,53.0,48.0,48.0,30.0,'0'
1849.0,431.0,200.0,77.0,53.0,48.0,171.0,39.0,'0'
2049.0,431.0,1605.0,200.0,53.0,48.0,95.0,31.0,'0'
445.0,483.0,275.0,1605.0,53.0,53.0,245.0,31.0,'0'
720.0,483.0,99.0,275.0,52.0,53.0,71.0,23.0,'0'
819.0,483.0,155.0,99.0,52.0,53.0,123.0,37.0,'0'
974.0,483.0,71.0,155.0,52.0,53.0,44.0,30.0,'0'
1045.0,483.0,150.0,71.0,52.0,53.0,123.0,29.0,'0'
1195.0,483.0,149.0,150.0,52.0,53.0,91.0,30.0,'0'
1344.0,483.0,126.0,149.0,52.0,53.0,98.0,29.0,'0'
1470.0,483.0,303.0,126.0,52.0,53.0,270.0,37.0,'0'
1773.0,483.0,149.0,303.0,52.0,53.0,119.0,36.0,'0'
1922.0,483.0,1476.0,149.0,52.0,53.0,95.0,30.0,'0'
447.0,534.0,277.0,1476.0,52.0,52.0,248.0,31.0,'0'
724.0,534.0,74.0,277.0,49.0,52.0,45.0,22.0,'0'
798.0,534.0,49.0,74.0,49.0,52.0,21.0,22.0,'0'
847.0,534.0,153.0,49.0,49.0,52.0,122.0,28.0,'0'
1000.0,534.0,151.0,153.0,49.0,52.0,116.0,32.0,'0'
1151.0,534.0,99.0,151.0,49.0,52.0,71.0,27.0,'0'
1250.0,534.0,222.0,99.0,49.0,52.0,195.0,31.0,'0'
1472.0,534.0,402.0,222.0,49.0,52.0,373.0,32.0,'0'
1874.0,534.0,99.0,402.0,49.0,52.0,71.0,23.0,'0'
1973.0,534.0,1528.0,99.0,49.0,52.0,171.0,31.0,'0'
446.0,582.0,125.0,1528.0,49.0,49.0,94.0,30.0,'0'
571.0,582.0,97.0,125.0,52.0,49.0,70.0,29.0,'0'
668.0,582.0,224.0,97.0,52.0,49.0,166.0,38.0,'0'
892.0,582.0,54.0,224.0,52.0,49.0,24.0,25.0,'0'
946.0,582.0,197.0,54.0,52.0,49.0,170.0,37.0,'0'
1143.0,582.0,102.0,197.0,52.0,49.0,75.0,27.0,'0'
1245.0,582.0,224.0,102.0,52.0,49.0,196.0,36.0,'0'
1469.0,582.0,100.0,224.0,52.0,49.0,70.0,29.0,'0'
1569.0,582.0,53.0,100.0,52.0,49.0,21.0,21.0,'0'
1622.0,582.0,122.0,53.0,52.0,49.0,92.0,30.0,'0'
1744.0,582.0,53.0,122.0,52.0,49.0,22.0,21.0,'0'
1797.0,582.0,122.0,53.0,52.0,49.0,93.0,32.0,'0'
1919.0,582.0,75.0,122.0,52.0,49.0,49.0,23.0,'0'
1994.0,582.0,1546.0,75.0,52.0,49.0,121.0,24.0,'0'
449.0,633.0,224.0,1546.0,52.0,52.0,192.0,37.0,'0'
673.0,633.0,75.0,224.0,48.0,52.0,47.0,22.0,'0'
748.0,633.0,202.0,75.0,48.0,52.0,171.0,29.0,'0'
950.0,633.0,174.0,202.0,48.0,52.0,147.0,38.0,'0'
1124.0,633.0,76.0,174.0,48.0,52.0,46.0,29.0,'0'
1200.0,633.0,98.0,76.0,48.0,52.0,69.0,29.0,'0'
1298.0,633.0,101.0,98.0,48.0,52.0,67.0,25.0,'0'
1399.0,633.0,99.0,101.0,48.0,52.0,71.0,31.0,'0'
1498.0,633.0,48.0,99.0,48.0,52.0,21.0,22.0,'0'
1546.0,633.0,176.0,48.0,48.0,52.0,147.0,38.0,'0'
1722.0,633.0,78.0,176.0,48.0,52.0,47.0,31.0,'0'
1800.0,633.0,101.0,78.0,48.0,52.0,68.0,31.0,'0'
1901.0,633.0,118.0,101.0,48.0,52.0,63.0,36.0,'0'
2019.0,633.0,56.0,118.0,48.0,52.0,26.0,26.0,'0'
2075.0,633.0,1632.0,56.0,48.0,52.0,169.0,39.0,'0'
444.0,680.0,102.0,1632.0,48.0,48.0,74.0,26.0,'0'
546.0,680.0,123.0,102.0,50.0,48.0,95.0,29.0,'0'
669.0,680.0,225.0,123.0,50.0,48.0,197.0,37.0,'0'
894.0,680.0,102.0,225.0,50.0,48.0,71.0,29.0,'0'
996.0,680.0,49.0,102.0,50.0,48.0,21.0,21.0,'0'
1045.0,680.0,125.0,49.0,50.0,48.0,94.0,31.0,'0'
1170.0,680.0,50.0,125.0,50.0,48.0,21.0,20.0,'0'
1220.0,680.0,124.0,50.0,50.0,48.0,95.0,30.0,'0'
1344.0,680.0,75.0,124.0,50.0,48.0,48.0,22.0,'0'
1419.0,680.0,150.0,75.0,50.0,48.0,120.0,24.0,'0'
1569.0,680.0,225.0,150.0,50.0,48.0,190.0,35.0,'0'
1794.0,680.0,74.0,225.0,50.0,48.0,47.0,23.0,'0'
1868.0,680.0,202.0,74.0,50.0,48.0,172.0,31.0,'0'
2070.0,680.0,1624.0,202.0,50.0,48.0,145.0,38.0,'0'
447.0,729.0,76.0,1624.0,50.0,50.0,48.0,28.0,'0'
523.0,729.0,99.0,76.0,50.0,50.0,71.0,31.0,'0'
622.0,729.0,101.0,99.0,50.0,50.0,68.0,26.0,'0'
723.0,729.0,100.0,101.0,50.0,50.0,72.0,30.0,'0'
823.0,729.0,50.0,100.0,50.0,50.0,20.0,22.0,'0'
873.0,729.0,174.0,50.0,50.0,50.0,146.0,38.0,'0'
1047.0,729.0,78.0,174.0,50.0,50.0,48.0,29.0,'0'
1125.0,729.0,102.0,78.0,50.0,50.0,69.0,30.0,'0'
1227.0,729.0,118.0,102.0,50.0,50.0,61.0,37.0,'0'
1345.0,729.0,353.0,118.0,50.0,50.0,324.0,38.0,'0'
1698.0,729.0,99.0,353.0,50.0,50.0,69.0,30.0,'0'
1797.0,729.0,275.0,99.0,50.0,50.0,246.0,33.0,'0'
2072.0,729.0,1629.0,275.0,50.0,50.0,70.0,24.0,'0'
444.0,778.0,275.0,1629.0,50.0,50.0,246.0,38.0,'0'
719.0,778.0,124.0,275.0,54.0,50.0,97.0,30.0,'0'
843.0,778.0,128.0,124.0,54.0,50.0,96.0,29.0,'0'
971.0,778.0,74.0,128.0,54.0,50.0,45.0,37.0,'0'
1045.0,778.0,52.0,74.0,54.0,50.0,21.0,21.0,'0'
1097.0,778.0,245.0,52.0,54.0,50.0,218.0,35.0,'0'
1342.0,778.0,103.0,245.0,54.0,50.0,76.0,28.0,'0'
1445.0,778.0,100.0,103.0,54.0,50.0,70.0,30.0,'0'
1545.0,778.0,149.0,100.0,54.0,50.0,119.0,29.0,'0'
1694.0,778.0,75.0,149.0,54.0,50.0,44.0,30.0,'0'
1769.0,778.0,274.0,75.0,54.0,50.0,245.0,32.0,'0'
2043.0,778.0,1597.0,274.0,54.0,50.0,72.0,24.0,'0'
447.0,831.0,278.0,1597.0,54.0,54.0,249.0,37.0,'0'
725.0,831.0,225.0,278.0,109.0,54.0,195.0,37.0,'0'
950.0,831.0,124.0,225.0,109.0,54.0,97.0,29.0,'0'
1074.0,831.0,51.0,124.0,109.0,54.0,21.0,22.0,'0'
1125.0,831.0,247.0,51.0,109.0,54.0,222.0,36.0,'0'
1372.0,831.0,830.0,247.0,109.0,54.0,91.0,28.0,'0'
544.0,879.0,251.0,830.0,109.0,109.0,221.0,32.0,'0'
795.0,879.0,298.0,251.0,109.0,109.0,271.0,31.0,'0'
1093.0,879.0,276.0,298.0,109.0,109.0,248.0,35.0,'0'
1369.0,879.0,75.0,276.0,109.0,109.0,45.0,28.0,'0'
1444.0,879.0,424.0,75.0,109.0,109.0,399.0,32.0,'0'
1868.0,879.0,101.0,424.0,109.0,109.0,74.0,27.0,'0'
1969.0,879.0,149.0,101.0,109.0,109.0,120.0,29.0,'0'
2118.0,879.0,1672.0,149.0,109.0,109.0,74.0,23.0,'0'
447.0,927.0,280.0,1672.0,109.0,109.0,249.0,30.0,'0'
727.0,927.0,68.0,280.0,50.0,109.0,44.0,30.0,'0'
795.0,927.0,155.0,68.0,50.0,109.0,125.0,30.0,'0'
950.0,927.0,145.0,155.0,50.0,109.0,85.0,32.0,'0'
1095.0,927.0,79.0,145.0,50.0,109.0,48.0,27.0,'0'
1174.0,927.0,226.0,79.0,50.0,109.0,196.0,37.0,'0'
1400.0,927.0,76.0,226.0,50.0,109.0,43.0,30.0,'0'
1476.0,927.0,274.0,76.0,50.0,109.0,243.0,30.0,'0'
1750.0,927.0,72.0,274.0,50.0,109.0,44.0,30.0,'0'
1822.0,927.0,50.0,72.0,50.0,109.0,21.0,21.0,'0'
1872.0,927.0,108.0,50.0,50.0,109.0,75.0,26.0,'0'
1980.0,927.0,1537.0,108.0,50.0,109.0,133.0,35.0,'0'
444.0,976.0,251.0,1537.0,50.0,50.0,220.0,38.0,'0'
695.0,976.0,75.0,251.0,49.0,50.0,46.0,22.0,'0'
770.0,976.0,199.0,75.0,49.0,50.0,169.0,29.0,'0'
969.0,976.0,77.0,199.0,49.0,50.0,45.0,29.0,'0'
1046.0,976.0,130.0,77.0,49.0,50.0,93.0,30.0,'0'
1176.0,976.0,165.0,130.0,49.0,50.0,131.0,35.0,'0'
1341.0,976.0,78.0,165.0,49.0,50.0,49.0,27.0,'0'
1419.0,976.0,74.0,78.0,49.0,50.0,45.0,28.0,'0'
1493.0,976.0,198.0,74.0,49.0,50.0,171.0,30.0,'0'
1691.0,976.0,201.0,198.0,49.0,50.0,142.0,30.0,'0'
1892.0,976.0,151.0,201.0,49.0,50.0,120.0,29.0,'0'
2043.0,976.0,1597.0,151.0,49.0,50.0,73.0,30.0,'0'
