@RELATION RapidMinerData

@ATTRIBUTE 'x' real
@ATTRIBUTE 'y' real
@ATTRIBUTE 'x+1 dist' real
@ATTRIBUTE 'x-1 dist' real
@ATTRIBUTE 'y+1 dist' real
@ATTRIBUTE 'y-1 dist' real
@ATTRIBUTE 'width' real
@ATTRIBUTE 'height' real
@ATTRIBUTE 'table' {'0','1'}

@DATA
161.0,125.0,78.0,0.0,58.0,0.0,50.0,34.0,'0'
239.0,125.0,275.0,78.0,58.0,0.0,246.0,43.0,'0'
514.0,125.0,309.0,275.0,58.0,0.0,280.0,35.0,'0'
823.0,125.0,951.0,309.0,58.0,0.0,302.0,36.0,'0'
1774.0,125.0,1615.0,951.0,58.0,0.0,272.0,63.0,'0'
161.0,183.0,1581.0,1615.0,58.0,58.0,192.0,24.0,'0'
1742.0,183.0,67.0,1581.0,1578.0,58.0,352.0,52.0,'0'
1737.0,249.0,130.0,67.0,1578.0,1578.0,107.0,26.0,'0'
1867.0,249.0,105.0,130.0,1576.0,1578.0,82.0,26.0,'0'
1972.0,249.0,141.0,105.0,1576.0,1578.0,74.0,25.0,'0'
2113.0,249.0,1952.0,141.0,1576.0,1578.0,41.0,27.0,'0'
162.0,273.0,212.0,1952.0,1576.0,1576.0,196.0,71.0,'0'
374.0,273.0,485.0,212.0,701.0,1576.0,183.0,72.0,'0'
859.0,273.0,100.0,485.0,701.0,1576.0,83.0,30.0,'0'
959.0,273.0,50.0,100.0,701.0,1576.0,32.0,24.0,'0'
1009.0,273.0,38.0,50.0,701.0,1576.0,17.0,23.0,'0'
1047.0,273.0,95.0,38.0,701.0,1576.0,75.0,32.0,'0'
1142.0,273.0,48.0,95.0,701.0,1576.0,31.0,32.0,'0'
1190.0,273.0,120.0,48.0,701.0,1576.0,102.0,32.0,'0'
1310.0,273.0,89.0,120.0,701.0,1576.0,69.0,32.0,'0'
1399.0,273.0,338.0,89.0,701.0,1576.0,79.0,32.0,'0'
1737.0,273.0,878.0,338.0,701.0,1576.0,308.0,33.0,'0'
861.0,318.0,86.0,878.0,701.0,701.0,71.0,32.0,'0'
947.0,318.0,46.0,86.0,702.0,701.0,31.0,30.0,'0'
993.0,318.0,78.0,46.0,702.0,701.0,63.0,33.0,'0'
1071.0,318.0,76.0,78.0,702.0,701.0,60.0,32.0,'0'
1147.0,318.0,590.0,76.0,702.0,701.0,81.0,25.0,'0'
1737.0,318.0,201.0,590.0,702.0,701.0,109.0,28.0,'0'
1938.0,318.0,1778.0,201.0,702.0,701.0,108.0,25.0,'0'
161.0,363.0,56.0,1778.0,702.0,702.0,26.0,27.0,'0'
217.0,363.0,110.0,56.0,45.0,702.0,99.0,33.0,'0'
327.0,363.0,73.0,110.0,45.0,702.0,59.0,32.0,'0'
400.0,363.0,91.0,73.0,45.0,702.0,79.0,32.0,'0'
491.0,363.0,100.0,91.0,45.0,702.0,91.0,40.0,'0'
591.0,363.0,41.0,100.0,45.0,702.0,31.0,30.0,'0'
632.0,363.0,84.0,41.0,45.0,702.0,74.0,32.0,'0'
716.0,363.0,144.0,84.0,45.0,702.0,62.0,35.0,'0'
860.0,363.0,41.0,144.0,45.0,702.0,26.0,26.0,'0'
901.0,363.0,63.0,41.0,45.0,702.0,51.0,31.0,'0'
964.0,363.0,31.0,63.0,45.0,702.0,17.0,23.0,'0'
995.0,363.0,66.0,31.0,45.0,702.0,50.0,33.0,'0'
1061.0,363.0,96.0,66.0,45.0,702.0,80.0,32.0,'0'
1157.0,363.0,89.0,96.0,45.0,702.0,78.0,39.0,'0'
1246.0,363.0,43.0,89.0,45.0,702.0,30.0,30.0,'0'
1289.0,363.0,67.0,43.0,45.0,702.0,54.0,32.0,'0'
