word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
TABLE,499,313,120.0,0,41.0,0,96,30,1
C.6.,619,313,119.0,120.0,41.0,0,71,29,1
Products,738,313,180.0,119.0,41.0,0,151,31,1
Formed,918,313,141.0,180.0,41.0,0,114,28,1
in,1059,313,58.0,141.0,41.0,0,32,27,0
Phase,1117,313,120.0,58.0,41.0,0,95,29,1
Specific,1237,313,179.0,120.0,41.0,0,153,34,0
Dissolution,1416,313,240.0,179.0,41.0,0,214,29,0
of,1656,313,60.0,240.0,41.0,0,34,28,0
Polyphase,1716,313,197.0,60.0,41.0,0,173,37,0
Ceramic,1913,313,160.0,197.0,41.0,0,134,29,0
Forms,2073,313,1574.0,160.0,41.0,0,92,30,0
at,500,353,59.0,1574.0,41.0,41.0,33,26,1
90C,559,353,104.0,59.0,84.0,41.0,75,30,1
Reacting,497,436,44.0,104.0,84.0,84.0,158,32,1
Phase,519,474,277.0,44.0,44.0,44.0,94,27,0
Water,796,474,281.0,277.0,100.0,44.0,96,28,0
Product,1077,474,161.0,281.0,100.0,44.0,132,28,1
Phase,1238,474,258.0,161.0,100.0,44.0,93,29,1
Nominal,1496,474,161.0,258.0,100.0,44.0,129,27,0
Stoichiometry,1657,474,277.0,161.0,100.0,44.0,251,34,0
of,1934,474,61.0,277.0,100.0,44.0,35,26,1
Product,1995,474,1540.0,61.0,100.0,44.0,131,30,1
Nepheline,458,553,297.0,1540.0,100.0,100.0,175,35,0
Deionized,755,553,280.0,297.0,205.0,100.0,176,30,0
Gibbs,1035,553,103.0,280.0,205.0,100.0,93,29,1
ite,1138,553,316.0,103.0,205.0,100.0,53,28,1
Al(OH)3,1454,553,794.0,316.0,205.0,100.0,136,45,0
_,661,581,206.0,794.0,205.0,205.0,17,3,1
Nepheline,458,614,298.0,206.0,206.0,206.0,175,36,1
Deionized,756,614,279.0,298.0,60.0,206.0,175,30,0
Calcium,1035,614,160.0,279.0,60.0,206.0,138,29,1
hydroxide,1195,614,259.0,160.0,60.0,206.0,176,35,0
Ca(OH)2,1454,614,999.0,259.0,60.0,206.0,136,46,1
Nepheline,457,673,299.0,999.0,60.0,60.0,175,35,0
Silicate,756,673,279.0,299.0,63.0,60.0,156,29,1
Paragonite-type,1035,673,422.0,279.0,63.0,60.0,296,36,0
"(Na,Cs,K)Al2(A1Si3010)(OH)2",1457,673,1001.0,422.0,63.0,60.0,532,50,0
Hauyne,458,735,297.0,1001.0,63.0,63.0,114,34,0
Deionized,755,735,281.0,297.0,61.0,63.0,175,29,1
Calcium,1036,735,159.0,281.0,61.0,63.0,136,29,0
sulfate,1195,735,259.0,159.0,61.0,63.0,135,28,1
