word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Note,265,184,98.0,0,101.0,0,78,29,0
5,363,184,89.0,98.0,101.0,0,16,29,0
INVENTORIES,452,184,213.0,89.0,101.0,0,245,31,0
Inventories,265,285,211.0,213.0,101.0,101.0,195,27,0
of,476,285,49.0,211.0,82.0,101.0,35,29,0
approximately,525,285,269.0,49.0,82.0,101.0,252,37,0
$315,794,285,99.0,269.0,82.0,101.0,80,32,0
million,893,285,143.0,99.0,82.0,101.0,126,29,0
and,1036,285,81.0,143.0,82.0,101.0,63,29,0
$341,1117,285,99.0,81.0,82.0,101.0,79,32,0
million,1216,285,141.0,99.0,82.0,101.0,126,29,0
were,1357,285,96.0,141.0,82.0,101.0,80,20,0
valued,1453,285,130.0,96.0,82.0,101.0,114,28,0
under,1583,285,117.0,130.0,82.0,101.0,102,28,0
the,1700,285,72.0,117.0,82.0,101.0,55,29,0
LIFO,1772,285,98.0,72.0,82.0,101.0,81,28,0
method,1870,285,151.0,98.0,82.0,101.0,135,28,0
at,2021,285,47.0,151.0,82.0,101.0,31,25,0
Decem-,2068,285,1868.0,47.0,82.0,101.0,130,29,0
ber,201,336,68.0,1868.0,82.0,82.0,54,28,0
"31,",269,336,66.0,68.0,81.0,82.0,48,33,0
1993,335,336,94.0,66.0,81.0,82.0,80,27,0
and,429,336,80.0,94.0,81.0,82.0,64,28,0
"1992,",509,336,105.0,80.0,81.0,82.0,89,33,0
respectively.,614,336,353.0,105.0,81.0,82.0,209,37,0
Inventories,265,385,208.0,353.0,81.0,81.0,195,27,0
consisted,473,385,173.0,208.0,118.0,81.0,160,28,0
of,646,385,46.0,173.0,118.0,81.0,34,28,0
the,692,385,68.0,46.0,118.0,81.0,54,28,0
following,760,385,178.0,68.0,118.0,81.0,164,36,0
(in,938,385,59.0,178.0,118.0,81.0,46,34,0
millions):,997,385,800.0,59.0,118.0,81.0,164,35,0
Balance,204,485,122.0,800.0,118.0,118.0,110,29,0
at,326,485,38.0,122.0,72.0,118.0,25,27,0
December,364,485,158.0,38.0,72.0,118.0,147,30,0
"31,",522,485,1404.0,158.0,72.0,118.0,42,34,0
1993,1926,485,201.0,1404.0,72.0,118.0,72,29,0
1992,2127,485,1925.0,201.0,72.0,118.0,71,29,0
Raw,204,557,74.0,1925.0,72.0,72.0,61,29,0
materials,278,557,1573.0,74.0,49.0,72.0,131,29,0
$,1851,557,94.0,1573.0,49.0,72.0,16,35,0
115,1945,557,106.0,94.0,49.0,72.0,53,29,0
$,2051,557,95.0,106.0,49.0,72.0,16,35,0
146,2146,557,1943.0,95.0,49.0,72.0,52,29,0
Materials,204,606,143.0,1943.0,49.0,49.0,131,29,0
and,347,606,64.0,143.0,47.0,49.0,50,29,0
supplies,411,606,1534.0,64.0,47.0,49.0,119,36,0
191,1945,606,201.0,1534.0,47.0,49.0,50,29,0
185,2146,606,1945.0,201.0,47.0,49.0,52,29,0
Work,202,652,90.0,1945.0,47.0,47.0,77,29,0
in,292,652,36.0,90.0,46.0,47.0,22,28,0
process,328,652,1636.0,36.0,46.0,47.0,112,29,0
27,1964,652,200.0,1636.0,46.0,47.0,35,28,0
25,2164,652,1961.0,200.0,46.0,47.0,34,28,0
Finished,204,697,131.0,1961.0,46.0,46.0,118,30,0
goods,335,697,1610.0,131.0,1743.0,46.0,89,36,0
464,1945,697,199.0,1610.0,1743.0,46.0,54,29,0
477,2144,697,210.0,199.0,1743.0,46.0,54,29,0
797,1945,764,200.0,210.0,1743.0,1743.0,54,29,0
833,2145,764,1942.0,200.0,1742.0,1743.0,53,29,0
LIFO,204,809,78.0,1942.0,1742.0,1742.0,64,30,0
reserve,282,809,1688.0,78.0,67.0,1742.0,104,22,0
(6),1970,809,182.0,1688.0,67.0,1742.0,41,37,0
(16),2152,809,1953.0,182.0,67.0,1742.0,58,36,0
Total,201,875,86.0,1953.0,67.0,67.0,72,29,0
inventories,287,875,1564.0,86.0,192.0,67.0,167,29,0
$,1851,875,93.0,1564.0,192.0,67.0,16,35,0
791,1944,875,106.0,93.0,192.0,67.0,50,29,0
$,2050,875,95.0,106.0,192.0,67.0,17,34,0
817,2145,875,1888.0,95.0,192.0,67.0,53,29,0
Note,266,1055,97.0,1888.0,192.0,192.0,77,29,0
6,363,1055,90.0,97.0,102.0,192.0,17,30,0
