word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
ILLUSTRATIONS,1096,392,1043.0,0,1043.0,0,317,31,0
Page,2133,494,1854.0,1043.0,1043.0,1043.0,94,37,0
Figure,280,542,179.0,1854.0,1854.0,1854.0,143,39,1
1.--Residual,459,542,321.0,179.0,329.0,1854.0,289,32,0
aeromagnetic,780,542,323.0,321.0,329.0,1854.0,294,39,0
map,1103,542,102.0,323.0,329.0,1854.0,70,30,0
of,1205,542,76.0,102.0,329.0,1854.0,41,31,0
southern,1281,542,678.0,76.0,329.0,1854.0,196,31,0
part,605,592,127.0,678.0,329.0,329.0,94,35,1
of,732,592,74.0,127.0,179.0,329.0,41,31,0
potential,806,592,251.0,74.0,179.0,329.0,219,39,1
repository,1057,592,274.0,251.0,179.0,329.0,243,39,0
site,1331,592,878.0,274.0,179.0,329.0,93,30,1
2,2209,592,1755.0,878.0,179.0,329.0,18,30,0
2.--Topograhic,457,692,372.0,1755.0,179.0,179.0,342,40,0
map,829,692,102.0,372.0,156.0,179.0,70,29,0
of,931,692,74.0,102.0,156.0,179.0,42,31,0
area,1005,692,124.0,74.0,156.0,179.0,94,22,0
west,1129,692,126.0,124.0,156.0,179.0,93,27,1
of,1255,692,75.0,126.0,156.0,179.0,42,30,0
Yucca,1330,692,729.0,75.0,156.0,179.0,120,30,0
Mountain,603,745,1607.0,729.0,156.0,156.0,199,30,0
5,2210,745,1756.0,1607.0,176.0,156.0,18,31,0
3.--Aeromagnetic,457,842,423.0,1756.0,176.0,176.0,393,39,1
anomalies,880,842,250.0,423.0,158.0,176.0,218,31,0
and,1130,842,100.0,250.0,158.0,176.0,69,31,1
altimeter,1230,842,252.0,100.0,158.0,176.0,219,32,1
records,1482,842,878.0,252.0,158.0,176.0,168,30,1
for,606,894,102.0,878.0,158.0,158.0,70,31,0
traverses,708,894,248.0,102.0,179.0,158.0,216,26,0
"A,",956,894,76.0,248.0,179.0,158.0,41,38,0
"B,",1032,894,76.0,76.0,179.0,158.0,40,36,0
"C,",1108,894,72.0,76.0,179.0,158.0,39,37,0
and,1180,894,102.0,72.0,179.0,158.0,70,30,0
