word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Archer,142,91,189.0,0,182.0,0,157,26,0
Daniels,331,91,216.0,189.0,182.0,0,182,26,0
Midland,547,91,221.0,216.0,182.0,0,188,27,0
Company,768,91,650.0,221.0,182.0,0,213,32,0
CONSOLIDATED,144,272,475.0,650.0,182.0,182.0,454,46,0
STATEMENTS,619,272,389.0,475.0,1557.0,182.0,365,46,0
OF,1008,272,89.0,389.0,1557.0,182.0,69,40,0
EARNINGS,1097,272,625.0,89.0,1557.0,182.0,296,44,0
Year,1686,481,81.0,625.0,1557.0,1557.0,72,31,0
Ended,1767,481,118.0,81.0,257.0,1557.0,109,33,0
June,1885,481,87.0,118.0,257.0,1557.0,77,36,0
30,1972,481,538.0,87.0,257.0,1557.0,38,30,0
1994,1438,546,389.0,538.0,257.0,257.0,77,29,0
1993,1827,546,376.0,389.0,180.0,257.0,64,30,0
1992,2203,546,603.0,376.0,180.0,257.0,65,30,0
In,1604,614,38.0,603.0,180.0,180.0,25,22,0
"thousands,",1642,614,143.0,38.0,1467.0,180.0,129,25,0
except,1785,614,83.0,143.0,1467.0,180.0,75,26,0
per,1868,614,50.0,83.0,1467.0,180.0,41,25,0
share,1918,614,75.0,50.0,1467.0,180.0,65,24,0
amounts),1993,614,1855.0,75.0,1467.0,180.0,117,28,0
Net,142,730,70.0,1855.0,1467.0,1467.0,58,30,0
sales,212,730,84.0,70.0,63.0,1467.0,72,33,0
and,296,730,72.0,84.0,63.0,1467.0,60,32,0
other,368,730,99.0,72.0,63.0,1467.0,87,33,0
operating,467,730,168.0,99.0,63.0,1467.0,157,43,0
income,635,730,734.0,168.0,63.0,1467.0,121,31,0
"$11,374,372",1369,730,401.0,734.0,63.0,1467.0,200,37,0
"$9,811,362",1770,730,374.0,401.0,63.0,1467.0,175,38,0
"$9,231,502",2144,730,2002.0,374.0,63.0,1467.0,175,38,0
Cost,143,792,85.0,2002.0,63.0,63.0,73,32,0
of,228,792,42.0,85.0,143.0,63.0,36,33,0
products,270,792,157.0,42.0,143.0,63.0,145,43,0
sold,427,792,78.0,157.0,143.0,63.0,67,32,0
and,505,792,72.0,78.0,143.0,63.0,61,34,0
other,577,792,98.0,72.0,143.0,63.0,87,32,0
operating,675,792,169.0,98.0,143.0,63.0,158,42,0
costs,844,792,548.0,169.0,143.0,63.0,78,26,0
"10,236,737",1392,792,398.0,548.0,143.0,63.0,179,35,0
"8,748,418",1790,792,375.0,398.0,143.0,63.0,155,35,0
"8,188,395",2165,792,1961.0,375.0,143.0,63.0,155,35,0
