word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
091,2198,118,1819.0,0,1819.0,0,95,41,0
Table,381,194,150.0,1819.0,1819.0,1819.0,120,31,0
5-37.,531,194,178.0,150.0,331.0,1819.0,115,31,0
Identification,709,194,375.0,178.0,331.0,1819.0,344,31,0
of,1084,194,74.0,375.0,331.0,1819.0,43,30,0
highway,1158,194,203.0,74.0,331.0,1819.0,173,39,0
segments,1361,194,224.0,203.0,331.0,1819.0,192,34,0
used,1585,194,126.0,224.0,331.0,1819.0,94,30,0
in,1711,194,75.0,126.0,331.0,1819.0,43,29,0
transport,1786,194,248.0,75.0,331.0,1819.0,217,34,0
risk,2034,194,1329.0,248.0,331.0,1819.0,95,31,0
assessment,707,249,848.0,1329.0,331.0,331.0,244,26,0
Popu-,1532,443,1201.0,848.0,848.0,848.0,121,36,0
Segment,333,492,1203.0,1201.0,1201.0,1201.0,168,37,0
latign,1536,492,474.0,1203.0,61.0,1201.0,142,60,0
Segment,2010,492,1631.0,474.0,61.0,1201.0,168,37,0
No.,380,530,352.0,1631.0,61.0,61.0,67,29,0
Description,732,530,525.0,352.0,1157.0,61.0,271,38,0
Highwaya,1257,530,453.0,525.0,1157.0,61.0,197,51,0
County,1710,530,227.0,453.0,1157.0,61.0,147,38,0
length,1937,530,175.0,227.0,1157.0,61.0,142,39,0
(km)c,2112,530,577.0,175.0,1157.0,61.0,118,50,0
zone,1536,553,1161.0,577.0,1157.0,1157.0,93,22,0
1,384,692,121.0,1161.0,1161.0,1161.0,15,31,0
California,505,692,278.0,121.0,100.0,1161.0,248,31,0
Border,783,692,177.0,278.0,100.0,1161.0,146,31,0
to,960,692,72.0,177.0,100.0,1161.0,43,27,0
Las,1032,692,100.0,72.0,100.0,1161.0,70,29,0
Vegas,1132,692,178.0,100.0,100.0,1161.0,121,37,0
1-15,1310,692,273.0,178.0,100.0,1161.0,93,31,0
R,1583,692,151.0,273.0,100.0,1161.0,24,29,1
Clark,1734,692,300.0,151.0,100.0,1161.0,121,31,0
48,2034,692,1655.0,300.0,100.0,1161.0,45,32,0
2,382,791,374.0,1655.0,100.0,100.0,19,31,0
Las,756,791,100.0,374.0,928.0,100.0,70,28,0
Vegas,856,791,453.0,100.0,928.0,100.0,120,36,0
1-15,1309,791,272.0,453.0,928.0,100.0,94,30,0
U,1581,791,153.0,272.0,928.0,100.0,24,29,0
Clark,1734,791,299.0,153.0,928.0,100.0,120,31,1
42,2033,791,727.0,299.0,928.0,100.0,43,32,0
U.S.,1308,843,127.0,727.0,928.0,928.0,90,29,0
95,1435,843,1058.0,127.0,932.0,928.0,42,32,0
3,382,942,124.0,1058.0,932.0,932.0,19,31,0
Las,506,942,99.0,124.0,102.0,932.0,69,29,0
Vegas,605,942,154.0,99.0,102.0,932.0,121,35,0
to,759,942,75.0,154.0,102.0,932.0,43,25,0
Indian,834,942,175.0,75.0,102.0,932.0,143,30,0
Springs,1009,942,298.0,175.0,102.0,932.0,167,38,0
U.S.,1307,942,127.0,298.0,102.0,932.0,90,28,0
95,1434,942,147.0,127.0,102.0,932.0,43,32,0
R,1581,942,152.0,147.0,102.0,932.0,24,28,0
Clark,1733,942,298.0,152.0,102.0,932.0,119,31,0
43,2031,942,1654.0,298.0,102.0,932.0,45,32,0
4,381,1043,277.0,1654.0,102.0,102.0,20,31,0
Indian,658,1043,176.0,277.0,101.0,102.0,144,31,0
Springs,834,1043,473.0,176.0,101.0,102.0,169,38,0
U.S.,1307,1043,127.0,473.0,101.0,102.0,92,29,0
95,1434,1043,150.0,127.0,101.0,102.0,43,31,1
S,1584,1043,150.0,150.0,101.0,102.0,19,28,0
Clark,1734,1043,326.0,150.0,101.0,102.0,121,31,0
3,2060,1043,1681.0,326.0,101.0,102.0,19,31,0
5,382,1143,127.0,1681.0,101.0,101.0,20,31,0
Indian,509,1143,176.0,127.0,183.0,101.0,143,30,0
Springs,685,1143,225.0,176.0,183.0,101.0,168,37,0
to,910,1143,72.0,225.0,183.0,101.0,43,26,0
Nye,982,1143,327.0,72.0,183.0,101.0,70,36,0
U.S.,1309,1143,126.0,327.0,183.0,101.0,89,29,0
95,1435,1143,148.0,126.0,183.0,101.0,43,31,0
R,1583,1143,152.0,148.0,183.0,101.0,24,28,0
Clark,1735,1143,303.0,152.0,183.0,101.0,120,31,0
