word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
(2),185,302,63.0,0,51.0,0,43,39,0
BUSINESS,248,302,200.0,63.0,51.0,0,190,33,0
COMBINATIONS,448,302,300.0,200.0,51.0,0,293,33,0
AND,748,302,95.0,300.0,51.0,0,84,33,0
DIVESTITURES,843,302,662.0,95.0,51.0,0,262,34,0
On,183,352,54.0,662.0,51.0,51.0,39,31,0
October,237,352,131.0,54.0,48.0,51.0,116,32,0
"1,",368,352,39.0,131.0,48.0,51.0,21,33,0
"1992,",407,352,92.0,39.0,48.0,51.0,77,35,0
the,499,352,61.0,92.0,48.0,51.0,47,31,0
Company,560,352,149.0,61.0,48.0,51.0,137,39,0
acquired,709,352,142.0,149.0,48.0,51.0,127,38,0
Fisher,851,352,102.0,142.0,48.0,51.0,88,32,0
Controls,953,352,137.0,102.0,48.0,51.0,122,32,0
"International,",1090,352,212.0,137.0,48.0,51.0,195,35,0
"Inc.,",1302,352,72.0,212.0,48.0,51.0,57,35,0
and,1374,352,69.0,72.0,48.0,51.0,53,31,0
its,1443,352,47.0,69.0,48.0,51.0,33,31,0
subsidiaries,1490,352,192.0,47.0,48.0,51.0,178,31,0
and,1682,352,67.0,192.0,48.0,51.0,52,31,0
other,1749,352,90.0,67.0,48.0,51.0,77,31,0
related,1839,352,118.0,90.0,48.0,51.0,103,31,0
operations,1957,352,1776.0,118.0,48.0,51.0,156,37,0
for,182,399,55.0,1776.0,48.0,48.0,41,30,0
"$1,254.7",237,399,142.0,55.0,48.0,48.0,125,35,0
million,379,399,113.0,142.0,48.0,48.0,97,32,0
(net,492,399,71.0,113.0,48.0,48.0,56,36,0
of,563,399,41.0,71.0,48.0,48.0,27,30,0
cash,604,399,82.0,41.0,48.0,48.0,66,31,0
and,686,399,68.0,82.0,48.0,48.0,52,31,0
equivalents,754,399,185.0,68.0,48.0,48.0,170,38,0
acquired),939,399,152.0,185.0,48.0,48.0,136,38,0
in,1091,399,39.0,152.0,48.0,48.0,23,31,0
a,1130,399,31.0,39.0,48.0,48.0,15,22,0
business,1161,399,143.0,31.0,48.0,48.0,128,31,0
combination,1304,399,197.0,143.0,48.0,48.0,181,32,0
accounted,1501,399,166.0,197.0,48.0,48.0,152,32,0
for,1667,399,55.0,166.0,48.0,48.0,41,31,0
as,1722,399,47.0,55.0,48.0,48.0,32,22,0
a,1769,399,31.0,47.0,48.0,48.0,15,22,0
purchase.,1800,399,158.0,31.0,48.0,48.0,141,38,0
Fisher,1958,399,103.0,158.0,48.0,48.0,88,32,0
is,2061,399,36.0,103.0,48.0,48.0,21,31,0
a,2097,399,1916.0,36.0,48.0,48.0,15,22,0
worldwide,182,447,172.0,1916.0,48.0,48.0,158,31,0
manufacturer,354,447,211.0,172.0,49.0,48.0,198,31,0
of,565,447,41.0,211.0,49.0,48.0,28,31,0
control,606,447,114.0,41.0,49.0,48.0,100,31,0
valves,720,447,106.0,114.0,49.0,48.0,92,31,0
and,826,447,66.0,106.0,49.0,48.0,52,32,0
control,892,447,115.0,66.0,49.0,48.0,100,31,0
systems,1007,447,132.0,115.0,49.0,48.0,119,35,0
