word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
In,410,175,75.0,0,143.0,0,45,28,0
"summary,",485,175,228.0,75.0,143.0,0,192,29,0
for,713,175,103.0,228.0,143.0,0,70,31,0
the,816,175,101.0,103.0,143.0,0,68,31,0
cases,917,175,150.0,101.0,143.0,0,118,21,0
"examined,",1067,175,255.0,150.0,143.0,0,218,36,0
the,1322,175,99.0,255.0,143.0,0,68,29,0
costs,1421,175,152.0,99.0,143.0,0,119,28,0
ranged,1573,175,177.0,152.0,143.0,0,146,37,0
from,1750,175,126.0,177.0,143.0,0,97,31,0
$10.8,1876,175,152.0,126.0,143.0,0,119,41,0
to,2028,175,74.0,152.0,143.0,0,43,27,0
$20.5,2102,175,1824.0,74.0,143.0,0,119,40,0
billion,279,231,206.0,1824.0,143.0,143.0,176,31,0
for,485,231,103.0,206.0,46.0,143.0,70,31,0
two,588,231,100.0,103.0,46.0,143.0,68,26,0
repositories.,688,231,379.0,100.0,46.0,143.0,318,39,0
The,1067,231,102.0,379.0,46.0,143.0,71,30,0
costs,1169,231,150.0,102.0,46.0,143.0,119,27,0
of,1319,231,78.0,150.0,46.0,143.0,45,31,0
individual,1397,231,277.0,78.0,46.0,143.0,244,32,0
repositories,1674,231,329.0,277.0,46.0,143.0,296,40,0
ranged,2003,231,1722.0,329.0,46.0,143.0,144,37,0
from,282,276,127.0,1722.0,46.0,46.0,98,31,0
$5.3,409,276,128.0,127.0,49.0,46.0,95,39,0
to,537,276,74.0,128.0,49.0,46.0,44,26,0
$11.4,611,276,150.0,74.0,49.0,46.0,121,41,0
billion.,761,276,255.0,150.0,49.0,46.0,195,31,0
The,1016,276,103.0,255.0,49.0,46.0,71,30,0
repository,1119,276,277.0,103.0,49.0,46.0,248,39,0
cost,1396,276,125.0,277.0,49.0,46.0,95,26,0
of,1521,276,79.0,125.0,49.0,46.0,44,31,0
the,1600,276,100.0,79.0,49.0,46.0,67,29,0
improved-performance,1700,276,1419.0,100.0,49.0,46.0,497,40,0
system,282,325,179.0,1419.0,49.0,49.0,149,35,0
is,461,325,72.0,179.0,57.0,49.0,42,31,0
about,533,325,154.0,72.0,57.0,49.0,123,30,0
$1.0,687,325,125.0,154.0,57.0,49.0,96,41,0
billion,812,325,207.0,125.0,57.0,49.0,176,31,0
lower,1019,325,152.0,207.0,57.0,49.0,120,31,0
than,1171,325,126.0,152.0,57.0,49.0,95,30,0
that,1297,325,124.0,126.0,57.0,49.0,93,30,0
of,1421,325,78.0,124.0,57.0,49.0,44,31,0
the,1499,325,98.0,78.0,57.0,49.0,67,30,0
authorized,1597,325,279.0,98.0,57.0,49.0,248,31,0
"system,",1876,325,199.0,279.0,57.0,49.0,166,34,0
and,2075,325,101.0,199.0,57.0,49.0,72,29,0
all,2176,325,1896.0,101.0,57.0,49.0,70,30,0
of,281,381,78.0,1896.0,57.0,57.0,44,31,0
this,359,381,125.0,78.0,201.0,57.0,93,31,0
difference,484,381,282.0,125.0,201.0,57.0,248,31,0
is,766,381,73.0,282.0,201.0,57.0,41,31,0
attributed,839,381,282.0,73.0,201.0,57.0,249,32,0
to,1121,381,75.0,282.0,201.0,57.0,42,27,0
the,1196,381,100.0,75.0,201.0,57.0,69,30,0
first,1296,381,152.0,100.0,201.0,57.0,119,31,0
repository.,1448,381,1182.0,152.0,201.0,57.0,266,39,0
5.3,284,581,126.0,1182.0,201.0,201.0,70,31,0
COMPARISON,410,581,277.0,126.0,161.0,201.0,250,29,0
WITH,687,581,129.0,277.0,161.0,201.0,98,29,0
PREVIOUS,816,581,227.0,129.0,161.0,201.0,197,29,0
COST,1043,581,127.0,227.0,161.0,201.0,98,29,0
ESTIMATES,1170,581,767.0,127.0,161.0,201.0,222,30,0
The,410,680,102.0,767.0,161.0,161.0,71,29,0
current,512,680,203.0,102.0,132.0,161.0,170,27,0
repository-cost,715,680,405.0,203.0,132.0,161.0,374,38,0
estimates,1120,680,251.0,405.0,132.0,161.0,221,31,0
were,1371,680,127.0,251.0,132.0,161.0,96,21,0
developed,1498,680,255.0,127.0,132.0,161.0,222,38,0
independently,1753,680,349.0,255.0,132.0,161.0,320,40,0
of,2102,680,1818.0,349.0,132.0,161.0,43,31,0
last,285,722,125.0,1818.0,132.0,132.0,93,31,0
year's,410,722,178.0,125.0,59.0,132.0,146,38,0
"estimates,2",588,722,303.0,178.0,59.0,132.0,270,45,0
and,891,722,105.0,303.0,59.0,132.0,72,28,0
therefore,996,722,249.0,105.0,59.0,132.0,219,31,0
many,1245,722,127.0,249.0,59.0,132.0,99,29,0
differences,1372,722,302.0,127.0,59.0,132.0,271,31,0
become,1674,722,177.0,302.0,59.0,132.0,146,31,0
evident,1851,722,199.0,177.0,59.0,132.0,170,31,0
when,2050,722,1765.0,199.0,59.0,132.0,99,30,0
the,286,780,100.0,1765.0,59.0,59.0,68,30,0
current,386,780,202.0,100.0,161.0,59.0,170,27,0
estimates,588,780,253.0,202.0,161.0,59.0,222,31,0
are,841,780,103.0,253.0,161.0,59.0,71,21,0
compared,944,780,225.0,103.0,161.0,59.0,196,37,0
with,1169,780,130.0,225.0,161.0,59.0,99,30,0
