word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Consolidated,437,171,246.0,0,84.0,0,233,35,0
Statement,683,171,196.0,246.0,84.0,0,185,35,0
of,879,171,48.0,196.0,84.0,0,35,35,0
Income,927,171,498.0,48.0,84.0,0,130,34,0
Compaq,436,254,122.0,498.0,84.0,84.0,112,34,0
Computer,558,254,149.0,122.0,185.0,84.0,138,34,0
Corporation,707,254,326.0,149.0,185.0,84.0,165,34,0
Year,439,438,79.0,326.0,185.0,185.0,69,26,0
ended,518,438,100.0,79.0,55.0,185.0,88,28,0
December,618,438,167.0,100.0,55.0,185.0,155,29,0
"31,",785,438,351.0,167.0,55.0,185.0,45,33,0
In,439,493,38.0,351.0,55.0,55.0,28,25,0
"millions,",477,493,141.0,38.0,109.0,55.0,128,34,0
except,618,493,108.0,141.0,109.0,55.0,99,32,0
per,726,493,60.0,108.0,109.0,55.0,50,28,0
share,786,493,86.0,60.0,109.0,55.0,75,28,0
amounts,872,493,580.0,86.0,109.0,55.0,126,22,0
1993,1452,493,251.0,580.0,109.0,55.0,69,26,0
1992,1703,493,249.0,251.0,109.0,55.0,67,25,0
1991,1952,493,1516.0,249.0,109.0,55.0,65,26,0
Sales,440,601,976.0,1516.0,109.0,109.0,70,28,0
$,1416,601,36.0,976.0,54.0,109.0,17,31,0
"7,191",1452,601,216.0,36.0,54.0,109.0,81,33,0
$,1668,601,34.0,216.0,54.0,109.0,12,26,0
"4,100",1702,601,216.0,34.0,54.0,109.0,87,33,0
$,1918,601,36.0,216.0,54.0,109.0,12,25,0
"3,271",1954,601,1515.0,36.0,54.0,109.0,79,32,0
Cost,440,655,78.0,1515.0,54.0,54.0,68,25,0
of,518,655,39.0,78.0,1018.0,54.0,31,27,0
sales,557,655,895.0,39.0,1018.0,54.0,66,27,0
"5,493",1452,655,252.0,895.0,1018.0,54.0,83,33,0
"2,905",1704,655,249.0,252.0,1018.0,54.0,82,32,0
"2,053",1953,655,500.0,249.0,1018.0,54.0,84,32,0
"1,698",1456,709,252.0,500.0,1018.0,1018.0,81,34,0
"1,195",1708,709,250.0,252.0,1022.0,1018.0,80,33,0
"1,218",1958,709,1522.0,250.0,1022.0,1018.0,80,32,0
Research,440,816,143.0,1522.0,1022.0,1022.0,133,28,0
and,583,816,62.0,143.0,55.0,1022.0,51,29,0
development,645,816,205.0,62.0,55.0,1022.0,195,40,0
costs,850,816,636.0,205.0,55.0,1022.0,71,21,0
169,1486,816,252.0,636.0,55.0,1022.0,52,27,0
173,1738,816,251.0,252.0,55.0,1022.0,50,26,0
197,1989,816,1550.0,251.0,55.0,1022.0,50,27,0
"Selling,",440,871,120.0,1550.0,55.0,55.0,107,40,0
"general,",560,871,131.0,120.0,55.0,55.0,118,41,0
and,691,871,63.0,131.0,55.0,55.0,53,28,0
administrative,754,871,223.0,63.0,55.0,55.0,212,29,0
expense,977,871,506.0,223.0,55.0,55.0,119,28,0
837,1483,871,252.0,506.0,55.0,55.0,55,27,0
699,1735,871,249.0,252.0,55.0,55.0,54,25,0
722,1984,871,1544.0,249.0,55.0,55.0,53,26,0
Other,441,925,99.0,1544.0,55.0,55.0,89,28,0
income,540,925,119.0,99.0,1016.0,55.0,108,24,0
and,659,925,63.0,119.0,1016.0,55.0,51,28,0
"expense,",722,925,140.0,63.0,1016.0,55.0,128,28,0
net,862,925,639.0,140.0,1016.0,55.0,48,21,0
76,1501,925,254.0,639.0,1016.0,55.0,37,26,0
28,1755,925,233.0,254.0,1016.0,55.0,33,26,0
145,1988,925,536.0,233.0,1016.0,55.0,49,25,0
"1,082",1455,980,280.0,536.0,1016.0,1016.0,82,33,0
900,1735,980,222.0,280.0,1017.0,1016.0,54,27,0
"1,064",1957,980,1518.0,222.0,1017.0,1016.0,83,33,0
Income,440,1034,120.0,1518.0,1017.0,1017.0,109,25,0
from,560,1034,84.0,120.0,76.0,1017.0,73,27,0
consolidated,644,1034,197.0,84.0,76.0,1017.0,186,28,0
companies,841,1034,353.0,197.0,76.0,1017.0,155,36,0
before,493,1088,106.0,353.0,76.0,76.0,95,27,0
provision,599,1088,149.0,106.0,76.0,76.0,138,36,0
