word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
"""I",368,310,37.0,0,142.0,0,14,21,0
1-,405,310,33.0,37.0,142.0,0,9,21,0
It,438,310,36.0,33.0,142.0,0,20,21,0
NI,474,310,42.0,36.0,142.0,0,25,21,0
S,516,310,58.0,42.0,142.0,0,15,22,0
10,574,310,89.0,58.0,142.0,0,50,20,0
KNO,663,310,430.0,89.0,142.0,0,93,21,0
44,237,364,48.0,430.0,142.0,142.0,28,24,0
,285,364,109.0,48.0,69.0,142.0,11,10,0
DSP,187,411,69.0,109.0,69.0,69.0,54,26,0
(DIGITAL,256,411,135.0,69.0,44.0,69.0,121,33,0
SIGNAL,391,411,116.0,135.0,44.0,69.0,101,27,0
PROCESSING):,507,411,214.0,116.0,44.0,69.0,199,33,0
Micro-,721,411,153.0,214.0,44.0,69.0,101,25,0
sound,874,411,113.0,153.0,44.0,69.0,97,25,0
through,987,411,146.0,113.0,44.0,69.0,130,33,0
frequency,1133,411,176.0,146.0,44.0,69.0,160,35,0
modulation.,1309,411,251.0,176.0,44.0,69.0,198,25,0
MING,1560,411,81.0,251.0,44.0,69.0,72,27,0
INTERFACE):,1641,411,179.0,81.0,44.0,69.0,169,33,0
A,1820,411,30.0,179.0,44.0,69.0,22,25,0
standard,1850,411,135.0,30.0,44.0,69.0,127,26,0
that,1985,411,67.0,135.0,44.0,69.0,60,26,0
integrates,2052,411,1866.0,67.0,44.0,69.0,143,32,0
processors,187,455,159.0,1866.0,44.0,44.0,150,26,0
designed,346,455,140.0,159.0,41.0,44.0,131,33,0
to,486,455,39.0,140.0,41.0,44.0,30,23,0
operate,525,455,119.0,39.0,41.0,44.0,109,30,0
on,644,455,49.0,119.0,41.0,44.0,39,19,0
electrical,693,455,180.0,49.0,41.0,44.0,130,26,0
While,873,455,101.0,180.0,41.0,44.0,89,25,0
FM,974,455,58.0,101.0,41.0,44.0,47,24,0
synthesis,1032,455,144.0,58.0,41.0,44.0,133,33,0
provides,1176,455,136.0,144.0,41.0,44.0,125,33,0
stereo,1312,455,97.0,136.0,41.0,44.0,85,22,0
"sound,",1409,455,150.0,97.0,41.0,44.0,98,30,0
Windows,1559,455,166.0,150.0,41.0,44.0,150,26,0
PCs,1725,455,72.0,166.0,41.0,44.0,57,25,0
with,1797,455,88.0,72.0,41.0,44.0,73,26,0
telephone,1885,455,178.0,88.0,41.0,44.0,161,33,0
systems.,2063,455,1877.0,178.0,41.0,44.0,131,30,0
"waveforms,",187,496,178.0,1877.0,41.0,41.0,166,32,0
like,365,496,61.0,178.0,42.0,41.0,52,26,0
voice,426,496,86.0,61.0,42.0,41.0,76,25,0
