word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Table,359,336,118.0,0,149.0,0,106,31,0
12.,477,336,73.0,118.0,149.0,0,51,30,0
Critical,550,336,150.0,73.0,149.0,0,139,32,0
potentials,700,336,201.0,150.0,149.0,0,189,40,0
for,901,336,65.0,201.0,149.0,0,55,32,0
crevice,966,336,141.0,65.0,149.0,0,129,32,0
corrosion,1107,336,188.0,141.0,149.0,0,176,31,0
in,1295,336,48.0,188.0,149.0,0,37,31,0
0.1M,1343,336,104.0,48.0,149.0,0,92,31,0
HC1.,1447,336,1098.0,104.0,149.0,0,87,31,0
Alloy,360,484,600.0,1098.0,149.0,149.0,110,42,1
Ecrit,960,484,88.0,600.0,152.0,149.0,74,39,1
(mV,1048,484,92.0,88.0,152.0,149.0,78,35,1
vs.,1140,484,62.0,92.0,152.0,149.0,49,23,1
SCE),1202,484,859.0,62.0,152.0,149.0,91,35,1
304L,357,635,686.0,859.0,152.0,152.0,87,32,1
-20,1043,635,67.0,686.0,75.0,152.0,55,32,1
to,1110,635,46.0,67.0,75.0,152.0,34,28,1
0,1156,635,803.0,46.0,75.0,152.0,20,32,1
304LN,357,710,682.0,803.0,75.0,75.0,124,31,1
20,1039,710,52.0,682.0,75.0,75.0,42,31,1
to,1091,710,43.0,52.0,75.0,75.0,34,28,1
40,1134,710,782.0,43.0,75.0,75.0,43,31,1
316L(NU),356,784,682.0,782.0,75.0,75.0,191,35,1
50,1038,784,52.0,682.0,75.0,75.0,43,32,1
to,1090,784,45.0,52.0,75.0,75.0,34,28,1
80,1135,784,783.0,45.0,75.0,75.0,42,31,1
316LN,356,859,664.0,783.0,75.0,75.0,124,32,1
125,1020,859,70.0,664.0,74.0,75.0,58,32,1
to,1090,859,47.0,70.0,74.0,75.0,34,28,1
150,1137,859,785.0,47.0,74.0,75.0,60,32,1
316LN(F),356,933,661.0,785.0,74.0,74.0,182,36,1
300,1017,933,118.0,661.0,735.0,74.0,62,31,1
350,1135,933,46.0,118.0,735.0,74.0,62,32,1
to,1090,938,0,46.0,735.0,735.0,34,28,1
