word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
CONSOLIDATED,201,227,413.0,0,1612.0,0,374,26,0
STATEMENTS,614,227,338.0,413.0,1612.0,0,299,27,0
OF,952,227,91.0,338.0,1612.0,0,52,26,0
CASH,1043,227,159.0,91.0,1612.0,0,118,25,0
FLOWS,1202,227,614.0,159.0,1612.0,0,154,27,0
Fiscal,1811,303,64.0,614.0,1612.0,1612.0,55,23,0
Year,1875,303,55.0,64.0,60.0,1612.0,47,19,0
Ended,1930,303,102.0,55.0,60.0,1612.0,63,23,0
My,1842,354,55.0,102.0,60.0,60.0,45,22,1
30.,1897,354,46.0,55.0,1640.0,60.0,32,18,1
1993,1943,354,198.0,46.0,1640.0,60.0,51,18,1
May,2141,354,55.0,198.0,1640.0,60.0,45,23,1
31,2196,354,46.0,55.0,1640.0,60.0,32,22,1
1992,2242,354,2040.0,46.0,1640.0,60.0,51,18,1
Cash,203,403,90.0,2040.0,1640.0,1640.0,79,31,1
Flows,293,403,107.0,90.0,76.0,1640.0,95,31,1
-,400,403,24.0,107.0,76.0,1640.0,11,3,1
Operating,424,403,172.0,24.0,76.0,1640.0,163,38,1
Activities:,596,403,349.0,172.0,76.0,1640.0,156,29,1
Earnings,252,460,153.0,349.0,76.0,76.0,141,37,1
from,405,460,88.0,153.0,60.0,76.0,76,30,1
continuing,493,460,187.0,88.0,60.0,76.0,176,36,1
operations,680,460,890.0,187.0,60.0,76.0,169,36,1
$469.9,1570,460,299.0,890.0,60.0,76.0,112,32,1
$506.1,1869,460,302.0,299.0,60.0,76.0,110,32,1
$505.6,2171,460,1922.0,302.0,60.0,76.0,112,32,1
Adjustments,250,519,217.0,1922.0,60.0,60.0,204,41,1
to,467,519,42.0,217.0,79.0,60.0,29,22,1
reconcile,509,519,156.0,42.0,79.0,60.0,143,31,1
earnings,665,519,148.0,156.0,79.0,60.0,135,37,1
to,813,519,42.0,148.0,79.0,60.0,29,23,1
cash,855,519,82.0,42.0,79.0,60.0,69,30,1
flow:,937,519,638.0,82.0,79.0,60.0,77,31,1
Depreciation,302,578,217.0,638.0,79.0,79.0,206,37,1
and,519,578,72.0,217.0,57.0,79.0,59,30,1
amortization,591,578,999.0,72.0,57.0,79.0,203,28,1
303.8,1590,578,299.0,999.0,57.0,79.0,92,30,1
274.2,1889,578,301.0,299.0,57.0,79.0,90,29,1
247.4,2190,578,1889.0,301.0,57.0,79.0,92,28,1
Deferred,302,635,150.0,1889.0,57.0,57.0,139,31,1
income,452,635,131.0,150.0,60.0,57.0,118,27,1
taxes,583,635,1015.0,131.0,60.0,57.0,79,22,1
(27.8),1598,635,311.0,1015.0,60.0,57.0,96,36,1
40.8,1909,635,306.0,311.0,60.0,57.0,71,29,1
13.5,2215,635,1913.0,306.0,60.0,57.0,66,28,1
Change,303,694,132.0,1913.0,60.0,60.0,120,39,1
in,435,694,44.0,132.0,76.0,60.0,32,26,1
current,479,694,128.0,44.0,76.0,60.0,116,23,1
assets,607,694,101.0,128.0,76.0,60.0,89,23,1
and,708,694,71.0,101.0,76.0,60.0,59,30,1
"liabilities,",779,694,432.0,71.0,76.0,60.0,153,36,1
net,351,752,63.0,432.0,76.0,76.0,50,23,1
of,414,752,41.0,63.0,78.0,76.0,32,30,1
effects,455,752,111.0,41.0,78.0,76.0,98,31,1
from,566,752,86.0,111.0,78.0,76.0,75,31,1
business,652,752,149.0,86.0,78.0,76.0,137,30,1
acquired,801,752,797.0,149.0,78.0,76.0,138,39,1
(72.0),1598,752,333.0,797.0,78.0,76.0,97,35,1
2.5,1931,752,281.0,333.0,78.0,76.0,49,28,1
20.0,2212,752,1912.0,281.0,78.0,76.0,70,29,1
Unusual,301,811,147.0,1912.0,78.0,78.0,135,31,1
expenses,448,811,1145.0,147.0,58.0,78.0,144,29,1
146.9,1593,811,318.0,1145.0,58.0,78.0,89,29,1
57.3,1911,811,1610.0,318.0,58.0,78.0,69,29,1
"Other,",303,868,113.0,1610.0,58.0,58.0,100,36,1
net,416,868,1199.0,113.0,88.0,58.0,49,22,1
15.2,1615,868,282.0,1199.0,88.0,58.0,67,29,1
(15.0),1897,868,336.0,282.0,88.0,58.0,97,36,1
3.9,2233,868,1982.0,336.0,88.0,58.0,50,29,1
Cash,253,940,90.0,1982.0,88.0,88.0,78,30,1
provided,343,940,154.0,90.0,58.0,88.0,143,41,1
by,497,940,52.0,154.0,58.0,88.0,41,40,1
continuing,549,940,188.0,52.0,58.0,88.0,176,36,1
operations,737,940,853.0,188.0,58.0,88.0,168,36,1
836.0,1590,940,299.0,853.0,58.0,88.0,92,29,1
865.9,1889,940,302.0,299.0,58.0,88.0,91,29,1
790.4,2191,940,1939.0,302.0,58.0,88.0,91,29,1
Cash,253,998,90.0,1939.0,58.0,58.0,78,30,1
used,343,998,85.0,90.0,88.0,58.0,73,31,1
by,428,998,51.0,85.0,88.0,58.0,41,41,1
discontinued,479,998,223.0,51.0,88.0,58.0,210,31,1
operations,702,998,917.0,223.0,88.0,58.0,169,38,1
(5.3),1619,998,299.0,917.0,88.0,58.0,76,35,1
(6.0),1918,998,281.0,299.0,88.0,58.0,76,34,1
(18.8),2199,998,1899.0,281.0,88.0,58.0,97,35,1
Net,302,1070,69.0,1899.0,88.0,88.0,57,27,1
Cash,371,1070,91.0,69.0,122.0,88.0,79,31,1
Provided,462,1070,154.0,91.0,122.0,88.0,143,31,1
by,616,1070,52.0,154.0,122.0,88.0,40,39,1
Operating,668,1070,173.0,52.0,122.0,88.0,163,37,1
Activities,841,1070,749.0,173.0,122.0,88.0,147,30,1
830.7,1590,1070,299.0,749.0,122.0,88.0,92,29,1
859.9,1889,1070,303.0,299.0,122.0,88.0,91,29,1
771.6,2192,1070,1991.0,303.0,122.0,88.0,90,28,1
Cash,203,1141,91.0,1991.0,122.0,122.0,79,31,1
Flows,294,1141,106.0,91.0,76.0,122.0,94,30,1
-,400,1141,24.0,106.0,76.0,122.0,11,3,1
Investment,424,1141,190.0,24.0,76.0,122.0,180,29,1
Activities:,614,1141,366.0,190.0,76.0,122.0,156,29,1
Purchases,253,1198,170.0,366.0,76.0,76.0,158,30,1
of,423,1198,41.0,170.0,59.0,76.0,33,31,1
"land,",464,1198,92.0,41.0,59.0,76.0,80,37,1
buildings,556,1198,163.0,92.0,59.0,76.0,150,40,1
and,719,1198,71.0,163.0,59.0,76.0,59,32,1
equipment,790,1198,787.0,71.0,59.0,76.0,175,37,1
(559.5),1577,1198,299.0,787.0,59.0,76.0,118,36,1
(623.8),1876,1198,302.0,299.0,59.0,76.0,118,36,1
(695.3),2178,1198,1926.0,302.0,59.0,76.0,118,35,1
Investments,253,1257,205.0,1926.0,59.0,59.0,193,28,1
in,458,1257,43.0,205.0,59.0,59.0,31,26,1
"businesses,",501,1257,190.0,43.0,59.0,59.0,177,35,1
intangibles,691,1257,187.0,190.0,59.0,59.0,174,39,1
and,878,1257,71.0,187.0,59.0,59.0,59,31,1
"affiliates,",949,1257,151.0,71.0,59.0,59.0,138,35,1
net,1100,1257,62.0,151.0,59.0,59.0,50,22,1
of,1162,1257,42.0,62.0,59.0,59.0,33,31,1
dividends,1204,1257,373.0,42.0,59.0,59.0,157,31,1
(140.8),1577,1257,320.0,373.0,59.0,59.0,118,36,1
(55.8),1897,1257,302.0,320.0,59.0,59.0,97,35,1
(30.6),2199,1257,1948.0,302.0,59.0,59.0,97,35,1
Purchases,252,1315,171.0,1948.0,59.0,59.0,158,30,1
of,423,1315,40.0,171.0,59.0,59.0,32,30,1
marketable,463,1315,192.0,40.0,59.0,59.0,179,31,1
investments,655,1315,943.0,192.0,59.0,59.0,192,28,1
(83.8),1598,1315,299.0,943.0,59.0,59.0,97,35,1
(82.8),1897,1315,322.0,299.0,59.0,59.0,96,35,1
(6.9),2219,1315,1968.0,322.0,59.0,59.0,76,35,1
Proceeds,252,1374,154.0,1968.0,59.0,59.0,142,31,1
from,406,1374,87.0,154.0,58.0,59.0,75,30,1
sale,493,1374,71.0,87.0,58.0,59.0,58,31,1
of,564,1374,41.0,71.0,58.0,59.0,32,31,1
marketable,605,1374,191.0,41.0,58.0,59.0,178,31,1
investments,796,1374,815.0,191.0,58.0,59.0,192,28,1
33.7,1611,1374,302.0,815.0,58.0,59.0,71,29,1
13.1,1913,1374,320.0,302.0,58.0,59.0,65,28,1
6.9,2233,1374,1982.0,320.0,58.0,59.0,49,29,1
Proceeds,252,1432,154.0,1982.0,58.0,58.0,142,31,1
from,406,1432,88.0,154.0,59.0,58.0,76,31,1
disposal,494,1432,142.0,88.0,59.0,58.0,130,41,1
of,636,1432,41.0,142.0,59.0,58.0,33,31,1
"land,",677,1432,92.0,41.0,59.0,58.0,79,36,1
buildings,769,1432,162.0,92.0,59.0,58.0,150,40,1
and,931,1432,72.0,162.0,59.0,58.0,60,30,1
equipment,1003,1432,630.0,72.0,59.0,58.0,175,38,1
7.2,1633,1432,299.0,630.0,59.0,58.0,48,29,1
5.2,1932,1432,301.0,299.0,59.0,58.0,48,28,1
8.1,2233,1432,1982.0,301.0,59.0,58.0,47,28,1
Proceeds,252,1491,155.0,1982.0,59.0,59.0,142,31,1
from,407,1491,87.0,155.0,59.0,59.0,75,30,1
dispositions,494,1491,1178.0,87.0,59.0,59.0,192,41,1
-,1672,1491,541.0,1178.0,59.0,59.0,10,3,1
77.7,2213,1491,1961.0,541.0,59.0,59.0,70,28,1
"Other,",253,1549,113.0,1961.0,59.0,59.0,100,36,1
net,366,1549,1233.0,113.0,87.0,59.0,49,22,1
(39.0),1599,1549,298.0,1233.0,87.0,59.0,96,36,1
(40.0),1897,1549,323.0,298.0,87.0,59.0,97,35,1
(7.9),2220,1549,1919.0,323.0,87.0,59.0,76,35,1
Net,303,1619,69.0,1919.0,87.0,87.0,56,28,1
Cash,372,1619,90.0,69.0,124.0,87.0,78,31,1
Used,462,1619,92.0,90.0,124.0,87.0,80,30,1
by,554,1619,52.0,92.0,124.0,87.0,40,40,1
Investment,606,1619,189.0,52.0,124.0,87.0,179,28,1
Activities,795,1619,783.0,189.0,124.0,87.0,148,29,1
(782.2),1578,1619,299.0,783.0,124.0,87.0,118,35,1
(784.1),1877,1619,301.0,299.0,124.0,87.0,118,36,1
(648.0),2178,1619,1977.0,301.0,124.0,87.0,118,35,1
Cash,203,1692,90.0,1977.0,124.0,124.0,78,31,1
Flows,293,1692,107.0,90.0,76.0,124.0,94,30,1
-,400,1692,23.0,107.0,76.0,124.0,11,3,1
Financing,423,1692,171.0,23.0,76.0,124.0,161,38,1
Activities:,594,1692,347.0,171.0,76.0,124.0,155,29,1
Increase,252,1750,142.0,347.0,76.0,76.0,130,28,1
in,394,1750,43.0,142.0,58.0,76.0,31,27,1
notes,437,1750,97.0,43.0,58.0,76.0,85,23,1
payable,534,1750,1077.0,97.0,58.0,76.0,121,40,1
93.2,1611,1750,278.0,1077.0,58.0,76.0,70,29,1
207.6,1889,1750,305.0,278.0,58.0,76.0,92,29,1
150.3,2194,1750,1943.0,305.0,58.0,76.0,88,29,1
Issuance,252,1808,149.0,1943.0,58.0,58.0,136,27,1
of,401,1808,41.0,149.0,58.0,58.0,32,31,1
long-term,442,1808,172.0,41.0,58.0,58.0,160,40,1
debt,614,1808,976.0,172.0,58.0,58.0,70,30,1
273.6,1590,1808,299.0,976.0,58.0,58.0,92,29,1
422.6,1889,1808,305.0,299.0,58.0,58.0,92,28,1
188.7,2194,1808,1943.0,305.0,58.0,58.0,88,29,1
Payment,252,1866,152.0,1943.0,58.0,58.0,139,37,1
of,404,1866,41.0,152.0,60.0,58.0,32,31,1
long-term,445,1866,172.0,41.0,60.0,58.0,160,39,1
debt,617,1866,981.0,172.0,60.0,58.0,70,30,1
(79.1),1598,1866,300.0,981.0,60.0,58.0,97,35,1
(44.5),1898,1866,280.0,300.0,60.0,58.0,96,35,1
(248.0),2178,1866,1926.0,280.0,60.0,58.0,118,35,1
Common,253,1925,164.0,1926.0,60.0,60.0,152,29,1
stock,417,1925,96.0,164.0,58.0,60.0,85,30,1
issued,513,1925,1102.0,96.0,58.0,60.0,99,31,1
13.3,1615,1925,296.0,1102.0,58.0,60.0,67,30,1
32.3,1911,1925,302.0,296.0,58.0,60.0,70,29,1
39.3,2213,1925,1962.0,302.0,58.0,60.0,69,28,1
Purchases,252,1982,171.0,1962.0,58.0,58.0,159,30,1
of,423,1982,42.0,171.0,59.0,58.0,33,32,1
common,465,1982,155.0,42.0,59.0,58.0,144,20,1
stock,620,1982,97.0,155.0,59.0,58.0,85,31,1
for,717,1982,55.0,97.0,59.0,58.0,44,31,1
treasury,772,1982,806.0,55.0,59.0,58.0,129,32,1
