word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Table,804,402,152.0,0,143.0,0,122,31,0
2,956,402,74.0,152.0,143.0,0,19,28,0
Calculation,1030,402,301.0,74.0,143.0,0,273,32,0
case,1331,402,125.0,301.0,143.0,0,96,22,0
definition,1456,402,562.0,125.0,143.0,0,248,32,0
PERCOLATION,904,504,301.0,562.0,143.0,143.0,274,29,1
RATE,1205,504,877.0,301.0,577.0,143.0,97,29,1
CASE,330,555,679.0,877.0,577.0,577.0,97,28,1
(mm/yr),1009,555,697.0,679.0,104.0,577.0,162,35,1
CHn,1706,555,99.0,697.0,104.0,577.0,73,28,1
MATERIAL,1805,555,1452.0,99.0,104.0,577.0,200,30,1
1,357,655,698.0,1452.0,104.0,104.0,18,29,1
0.1,1055,655,501.0,698.0,50.0,104.0,70,29,1
"Vitric,",1556,655,201.0,501.0,50.0,104.0,166,38,1
CHnv,1757,655,124.0,201.0,50.0,104.0,98,28,1
properties,1881,655,1526.0,124.0,50.0,104.0,248,38,1
2,356,704,699.0,1526.0,50.0,50.0,20,29,1
0.1,1055,704,501.0,699.0,49.0,50.0,69,29,1
"Zeolitic,",1556,704,251.0,501.0,49.0,50.0,217,37,1
CHnz,1807,704,124.0,251.0,49.0,50.0,97,27,1
properties,1931,704,1576.0,124.0,49.0,50.0,249,38,1
3,356,753,699.0,1576.0,49.0,49.0,19,29,1
0.5,1055,753,501.0,699.0,52.0,49.0,69,29,1
"Vitric,",1556,753,201.0,501.0,52.0,49.0,167,38,1
CHnv,1757,753,124.0,201.0,52.0,49.0,98,28,1
properties,1881,753,1526.0,124.0,52.0,49.0,248,38,1
4,356,805,699.0,1526.0,52.0,52.0,19,29,1
0.5,1055,805,502.0,699.0,50.0,52.0,70,30,1
"Zeolitic,",1557,805,251.0,502.0,50.0,52.0,216,38,1
CHnz,1808,805,124.0,251.0,50.0,52.0,96,28,1
properties,1932,805,1577.0,124.0,50.0,52.0,248,38,1
5,356,855,699.0,1577.0,50.0,50.0,19,28,1
4.0,1055,855,501.0,699.0,49.0,50.0,71,29,1
"Vitric,",1556,855,201.0,501.0,49.0,50.0,167,38,1
CHnv,1757,855,124.0,201.0,49.0,50.0,98,28,1
properties,1881,855,1527.0,124.0,49.0,50.0,249,39,1
6,355,903,699.0,1527.0,49.0,49.0,18,29,1
4.0,1054,903,502.0,699.0,202.0,49.0,71,29,1
"Zeolitic,",1556,903,251.0,502.0,202.0,49.0,216,37,1
CHnz,1807,903,124.0,251.0,202.0,49.0,96,28,1
properties,1931,903,1613.0,124.0,202.0,49.0,248,39,1
set,331,1103,97.0,1613.0,202.0,202.0,70,29,0
has,428,1103,103.0,97.0,73.0,202.0,72,31,0
two,531,1103,100.0,103.0,73.0,202.0,70,30,0
cases,631,1103,150.0,100.0,73.0,202.0,118,22,0
for,781,1103,100.0,150.0,73.0,202.0,70,30,0
the,881,1103,99.0,100.0,73.0,202.0,69,31,0
composition,980,1103,300.0,99.0,73.0,202.0,272,39,0
of,1280,1103,73.0,300.0,73.0,202.0,45,30,0
unit,1353,1103,127.0,73.0,73.0,202.0,98,31,0
CHn,1480,1103,102.0,127.0,73.0,202.0,73,28,0
that,1582,1103,126.0,102.0,73.0,202.0,96,31,0
