word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
TEMPERATURE,1091,253,320.0,0,201.0,0,302,39,0
(0,1411,253,501.0,320.0,201.0,0,59,40,0
250,922,360,181.0,501.0,201.0,201.0,58,29,0
233,1103,360,152.0,181.0,372.0,201.0,56,28,0
215,1255,360,153.0,152.0,372.0,201.0,45,28,0
200,1408,360,427.0,153.0,372.0,201.0,57,29,0
A,1120,674,209.0,427.0,372.0,372.0,18,17,0
_,920,734,254.0,209.0,209.0,209.0,14,4,0
POST-SPAUJNG,1174,734,106.0,254.0,169.0,209.0,261,31,0
,1081,784,306.0,106.0,169.0,169.0,4,5,0
PRE-SPAWNG,1319,976,580.0,306.0,306.0,306.0,232,31,0
5,877,1351,57.0,580.0,580.0,580.0,17,27,0
1.90,912,1395,104.0,57.0,57.0,57.0,56,28,0
1.95,1016,1395,114.0,104.0,245.0,57.0,56,29,0
2.00,1130,1395,121.0,114.0,245.0,57.0,69,29,0
2.05,1251,1395,125.0,121.0,245.0,57.0,66,30,0
2.10,1376,1395,121.0,125.0,245.0,57.0,58,29,0
2.15,1497,1395,115.0,121.0,245.0,57.0,56,29,0
2.20,1612,1395,463.0,115.0,245.0,57.0,63,29,0
1000/T,1152,1440,166.0,463.0,245.0,245.0,148,39,0
aci),1318,1440,767.0,166.0,603.0,245.0,84,48,0
Fig.,559,1545,127.0,767.0,603.0,603.0,89,45,0
3.,686,1545,99.0,127.0,234.0,603.0,38,35,0
Temperature,785,1545,304.0,99.0,234.0,603.0,274,44,0
dependence,1089,1545,277.0,304.0,234.0,603.0,246,43,0
of,1366,1545,76.0,277.0,234.0,603.0,47,35,0
UO2,1442,1545,102.0,76.0,234.0,603.0,70,47,0
oxidation,1544,1545,251.0,102.0,234.0,603.0,219,36,0
rate.,1795,1545,1423.0,251.0,234.0,603.0,117,33,0
Table,381,1696,156.0,1423.0,234.0,234.0,122,36,0
II.,537,1696,122.0,156.0,889.0,234.0,61,36,0
Activation,659,1696,279.0,122.0,889.0,234.0,246,35,0
Energy,938,1696,173.0,279.0,889.0,234.0,146,44,0
Q,1111,1696,53.0,173.0,889.0,234.0,22,41,0
for,1164,1696,102.0,53.0,889.0,234.0,72,35,0
Unirradiated,1266,1696,328.0,102.0,889.0,234.0,297,36,0
UO2,1594,1696,99.0,328.0,889.0,234.0,70,48,0
Pellet,1693,1696,177.0,99.0,889.0,234.0,147,36,0
Oxidation,1870,1696,615.0,177.0,889.0,234.0,222,36,0
Pre,1264,1798,328.0,615.0,889.0,889.0,96,35,1
Post,1592,1798,886.0,328.0,559.0,889.0,121,36,1
Activation,708,1849,483.0,886.0,559.0,559.0,249,36,1
Induction,1191,1849,354.0,483.0,126.0,559.0,220,36,1
Induction,1545,1849,724.0,354.0,126.0,559.0,220,36,1
Enera,823,1900,428.0,724.0,126.0,126.0,152,49,1
Rate,1251,1900,353.0,428.0,129.0,126.0,96,34,1
Rate,1604,1900,897.0,353.0,129.0,126.0,97,34,1
Q(kcal/g,709,1959,228.0,897.0,129.0,129.0,197,48,1
atom),937,1959,327.0,228.0,52.0,129.0,114,46,1
24.5,1264,1959,353.0,327.0,52.0,129.0,96,36,1
38.3,1617,1959,911.0,353.0,52.0,129.0,96,35,1
Q(kJ/g,708,2010,180.0,911.0,52.0,52.0,147,48,1
atom),888,2010,353.0,180.0,384.0,52.0,114,47,1
102.5,1241,2010,352.0,353.0,384.0,52.0,118,36,1
160.3,1593,2010,1250.0,352.0,384.0,52.0,120,36,1
Although,352,2153,231.0,1250.0,384.0,384.0,199,44,0
published,583,2153,254.0,231.0,1594.0,384.0,220,44,0
data8,837,2153,153.0,254.0,1594.0,384.0,119,49,0
imply,990,2153,148.0,153.0,1594.0,384.0,120,44,0
that,1138,2153,124.0,148.0,1594.0,384.0,96,36,0
moisture,1262,2153,230.0,124.0,1594.0,384.0,200,36,0
has,1492,2153,105.0,230.0,1594.0,384.0,67,35,0
little,1597,2153,173.0,105.0,1594.0,384.0,141,35,0
effect,1770,2153,252.0,173.0,1594.0,384.0,143,36,0
the,2022,2153,81.0,252.0,1594.0,384.0,71,35,0
on,1945,2175,1718.0,81.0,1594.0,1594.0,44,26,0
oxidation,228,2216,255.0,1718.0,1718.0,1718.0,222,36,0
of,483,2216,75.0,255.0,51.0,1718.0,46,34,0
"UO2,",558,2216,128.0,75.0,51.0,1718.0,90,47,0
it,686,2216,72.0,128.0,51.0,1718.0,41,35,0
was,758,2216,103.0,72.0,51.0,1718.0,69,27,0
noted,861,2216,152.0,103.0,51.0,1718.0,119,35,0
that,1013,2216,123.0,152.0,51.0,1718.0,94,35,0
weight,1136,2216,179.0,123.0,51.0,1718.0,148,44,0
gains,1315,2216,152.0,179.0,51.0,1718.0,119,44,0
varied,1467,2216,176.0,152.0,51.0,1718.0,144,35,0
from,1643,2216,126.0,176.0,51.0,1718.0,97,36,0
daytoday.,1769,2216,1541.0,126.0,51.0,1718.0,267,43,0
Studies,229,2266,201.0,1541.0,51.0,51.0,171,36,0
have,430,2266,126.0,201.0,52.0,51.0,97,35,0
been,556,2266,131.0,126.0,52.0,51.0,95,35,0
initiated,687,2266,251.0,131.0,52.0,51.0,217,37,0
under,938,2266,149.0,251.0,52.0,51.0,118,35,0
controlled,1087,2266,277.0,149.0,52.0,51.0,246,37,0
humidity,1364,2266,227.0,277.0,52.0,51.0,198,44,0
conditions,1591,2266,279.0,227.0,52.0,51.0,245,36,0
to,1870,2266,76.0,279.0,52.0,51.0,43,34,0
determine,1946,2266,1716.0,76.0,52.0,51.0,220,36,0
if,231,2317,73.0,1716.0,52.0,52.0,44,35,0
variations,304,2317,282.0,73.0,51.0,52.0,246,37,0
in,586,2317,73.0,282.0,51.0,52.0,40,35,0
oxidation,659,2317,251.0,73.0,51.0,52.0,219,36,0
rate,910,2317,128.0,251.0,51.0,52.0,94,34,0
are,1038,2317,100.0,128.0,51.0,52.0,70,26,0
caused,1138,2317,176.0,100.0,51.0,52.0,144,36,0
by,1314,2317,76.0,176.0,51.0,52.0,48,44,0
variations,1390,2317,281.0,76.0,51.0,52.0,245,36,0
in,1671,2317,72.0,281.0,51.0,52.0,40,35,0
humidity.,1743,2317,276.0,72.0,51.0,52.0,217,43,0
The,2019,2317,1791.0,276.0,51.0,52.0,73,35,0
studies,229,2367,204.0,1791.0,51.0,51.0,168,35,0
under,433,2367,149.0,204.0,50.0,51.0,118,36,0
controlled,582,2367,277.0,149.0,50.0,51.0,247,35,0
humidity,859,2367,226.0,277.0,50.0,51.0,198,43,0
were,1085,2367,131.0,226.0,50.0,51.0,96,26,0
initiated,1216,2367,249.0,131.0,50.0,51.0,217,36,0
partly,1465,2367,180.0,249.0,50.0,51.0,148,43,0
in,1645,2367,72.0,180.0,50.0,51.0,41,35,0
response,1717,2367,228.0,72.0,50.0,51.0,196,35,0
to,1945,2367,77.0,228.0,50.0,51.0,44,33,0
slow,2022,2367,1794.0,77.0,50.0,51.0,94,35,0
oxidation,229,2417,252.0,1794.0,50.0,50.0,219,35,0
rates,481,2417,154.0,252.0,52.0,50.0,119,34,0
and,635,2417,101.0,154.0,52.0,50.0,68,35,0
longer,736,2417,177.0,101.0,52.0,50.0,144,45,0
induction,913,2417,250.0,177.0,52.0,50.0,216,35,0
times,1163,2417,151.0,250.0,52.0,50.0,118,35,0
noted,1314,2417,152.0,151.0,52.0,50.0,119,35,0
during,1466,2417,176.0,152.0,52.0,50.0,145,45,0
tests,1642,2417,151.0,176.0,52.0,50.0,119,34,0
performed,1793,2417,253.0,151.0,52.0,50.0,220,43,0
during,2046,2417,1817.0,253.0,52.0,50.0,145,45,0
the,230,2468,101.0,1817.0,52.0,52.0,69,35,0
onset,331,2468,148.0,101.0,51.0,52.0,120,34,0
of,479,2468,78.0,148.0,51.0,52.0,47,35,0
the,557,2468,104.0,78.0,51.0,52.0,69,35,0
increased,661,2468,249.0,104.0,51.0,52.0,219,35,0
"humidity,",910,2468,255.0,249.0,51.0,52.0,217,44,0
summer,1165,2468,175.0,255.0,51.0,52.0,143,28,0
season.,1340,2468,224.0,175.0,51.0,52.0,164,27,0
The,1564,2468,107.0,224.0,51.0,52.0,72,36,0
inconsistency,1671,2468,348.0,107.0,51.0,52.0,321,45,0
of,2019,2468,77.0,348.0,51.0,52.0,47,35,0
data,2096,2468,1868.0,77.0,51.0,52.0,97,35,0
can,229,2518,101.0,1868.0,51.0,51.0,67,26,0
be,330,2518,76.0,101.0,50.0,51.0,46,35,0
noted,406,2518,151.0,76.0,50.0,51.0,119,36,0
by,557,2518,75.0,151.0,50.0,51.0,48,43,0
the,632,2518,103.0,75.0,50.0,51.0,73,35,0
slow,735,2518,125.0,103.0,50.0,51.0,94,36,0
oxidation,860,2518,252.0,125.0,50.0,51.0,219,36,0
of,1112,2518,76.0,252.0,50.0,51.0,46,35,0
unirradiated,1188,2518,329.0,76.0,50.0,51.0,296,36,0
pellets,1517,2518,204.0,329.0,50.0,51.0,170,43,0
in,1721,2518,72.0,204.0,50.0,51.0,41,35,0
Fig.,1793,2518,125.0,72.0,50.0,51.0,91,45,0
5,1918,2518,52.0,125.0,50.0,51.0,19,34,0
during,1970,2518,1742.0,52.0,50.0,51.0,146,43,0
the,229,2568,105.0,1742.0,50.0,50.0,70,35,0
late,334,2568,122.0,105.0,51.0,50.0,92,35,0
spring,456,2568,175.0,122.0,51.0,50.0,145,44,0
of,631,2568,78.0,175.0,51.0,50.0,47,35,0
1983,709,2568,123.0,78.0,51.0,50.0,94,36,0
with,832,2568,129.0,123.0,51.0,50.0,96,35,0
the,961,2568,98.0,129.0,51.0,50.0,69,35,0
more,1059,2568,127.0,98.0,51.0,50.0,98,27,0
