word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Litton,406,208,125.0,0,283.0,0,104,21,0
"Industries,",531,208,205.0,125.0,283.0,0,183,27,0
Inc.,736,208,1280.0,205.0,283.0,0,60,21,0
1994,2016,208,97.0,1280.0,283.0,0,75,20,0
Annual,2113,208,135.0,97.0,283.0,0,117,22,0
Report,2248,208,2050.0,135.0,283.0,0,99,28,0
BUSINESS,208,410,267.0,2050.0,283.0,283.0,235,32,0
SEGMENT,475,410,262.0,267.0,1426.0,283.0,232,33,0
INFORMATION,737,410,901.0,262.0,1426.0,283.0,348,32,0
Year,1627,545,74.0,901.0,1426.0,1426.0,64,22,1
Ended,1701,545,93.0,74.0,1222.0,1426.0,85,24,1
July,1794,545,72.0,93.0,1222.0,1426.0,58,32,1
31,1866,545,1460.0,72.0,1222.0,1426.0,29,23,1
(thousands,407,596,156.0,1460.0,1222.0,1222.0,144,29,1
of,563,596,35.0,156.0,123.0,1222.0,28,24,1
dollars),598,596,905.0,35.0,123.0,1222.0,99,27,1
1994,1503,596,277.0,905.0,123.0,1222.0,65,23,1
1993,1780,596,276.0,277.0,123.0,1222.0,64,23,1
1992,2056,596,1751.0,276.0,123.0,1222.0,63,24,1
Sales,307,666,83.0,1751.0,123.0,123.0,71,28,1
and,390,666,67.0,83.0,119.0,123.0,59,28,1
Service,457,666,107.0,67.0,119.0,123.0,95,27,1
Revenues,564,666,170.0,107.0,119.0,123.0,123,27,1
Advanced,407,729,169.0,170.0,119.0,119.0,155,28,1
Electronics,576,729,156.0,169.0,65.0,119.0,173,28,1
Navigation,432,789,192.0,156.0,65.0,65.0,179,35,1
and,624,789,69.0,192.0,64.0,65.0,56,28,1
control,693,789,125.0,69.0,64.0,65.0,111,29,1
systems,818,789,564.0,125.0,64.0,65.0,120,28,1
$,1382,789,53.0,564.0,64.0,65.0,16,33,1
"702,872",1435,789,219.0,53.0,64.0,65.0,130,33,1
$,1654,789,58.0,219.0,64.0,65.0,16,33,1
"810,030",1712,789,218.0,58.0,64.0,65.0,132,34,1
$,1930,789,58.0,218.0,64.0,65.0,16,33,1
"911,204",1988,789,1557.0,58.0,64.0,65.0,132,27,1
Communications,433,852,284.0,1557.0,64.0,64.0,270,27,1
and,717,852,69.0,284.0,64.0,64.0,56,28,1
electronic,786,852,167.0,69.0,64.0,64.0,153,28,1
data,953,852,79.0,167.0,64.0,64.0,66,28,1
systems,1032,852,376.0,79.0,64.0,64.0,120,27,1
