word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
The,317,306,101.0,0,134.0,0,69,30,0
low-impact,418,306,272.0,101.0,134.0,0,242,39,0
score,690,306,150.0,272.0,134.0,0,119,22,0
for,840,306,98.0,150.0,134.0,0,71,31,0
Yucca,938,306,148.0,98.0,134.0,0,123,30,0
Mountain,1086,306,226.0,148.0,134.0,0,197,32,0
is,1312,306,75.0,226.0,134.0,0,43,32,0
1.,1387,306,97.0,75.0,134.0,0,38,31,0
This,1484,306,127.0,97.0,134.0,0,94,32,0
level,1611,306,148.0,127.0,134.0,0,118,32,0
of,1759,306,76.0,148.0,134.0,0,43,32,0
impact,1835,306,168.0,76.0,134.0,0,141,40,0
would,2003,306,1811.0,168.0,134.0,0,124,32,0
occur,193,355,150.0,1811.0,134.0,134.0,120,22,0
if,343,355,75.0,150.0,51.0,134.0,42,31,0
the,418,355,99.0,75.0,51.0,134.0,68,30,0
sensitive,517,355,249.0,99.0,51.0,134.0,218,31,0
species,766,355,201.0,249.0,51.0,134.0,168,40,0
in,967,355,75.0,201.0,51.0,134.0,45,31,0
the,1042,355,95.0,75.0,51.0,134.0,66,30,0
area,1137,355,122.0,95.0,51.0,134.0,96,23,0
were,1259,355,124.0,122.0,51.0,134.0,96,22,0
not,1383,355,100.0,124.0,51.0,134.0,71,28,0
affected,1483,355,225.0,100.0,51.0,134.0,198,33,0
and,1708,355,99.0,225.0,51.0,134.0,72,30,0
all,1807,355,102.0,99.0,51.0,134.0,70,31,0
impacts,1909,355,1720.0,102.0,51.0,134.0,166,40,0
were,190,405,129.0,1720.0,51.0,51.0,98,22,0
limited,319,405,200.0,129.0,50.0,51.0,167,33,0
to,519,405,72.0,200.0,50.0,51.0,42,27,0
common,591,405,174.0,72.0,50.0,51.0,146,22,0
species.,765,405,249.0,174.0,50.0,51.0,189,39,0
The,1014,405,98.0,249.0,50.0,51.0,69,30,0
high-impact,1112,405,298.0,98.0,50.0,51.0,268,39,0
score,1410,405,151.0,298.0,50.0,51.0,119,22,0
is,1561,405,75.0,151.0,50.0,51.0,42,31,0
2.67.,1636,405,172.0,75.0,50.0,51.0,113,32,0
The,1808,405,100.0,172.0,50.0,51.0,70,31,0
land,1908,405,1715.0,100.0,50.0,51.0,93,32,0
itself,194,454,170.0,1715.0,50.0,50.0,141,32,0
may,364,454,99.0,170.0,51.0,50.0,73,30,0
be,463,454,76.0,99.0,51.0,50.0,47,30,0
"affected,",539,454,249.0,76.0,51.0,50.0,217,37,0
and,788,454,102.0,249.0,51.0,50.0,72,29,0
the,890,454,100.0,102.0,51.0,50.0,69,29,0
resulting,990,454,245.0,100.0,51.0,50.0,218,39,0
potential,1235,454,249.0,245.0,51.0,50.0,218,41,0
for,1484,454,99.0,249.0,51.0,50.0,71,33,0
disruption,1583,454,275.0,99.0,51.0,50.0,247,39,0
could,1858,454,145.0,275.0,51.0,50.0,119,31,0
be,2003,454,1810.0,145.0,51.0,50.0,47,31,0
large.,194,505,196.0,1810.0,51.0,51.0,137,38,0
The,390,505,100.0,196.0,50.0,51.0,70,29,0
other,490,505,150.0,100.0,50.0,51.0,120,31,0
sensitive,640,505,250.0,150.0,50.0,51.0,219,32,0
resources,890,505,248.0,250.0,50.0,51.0,216,22,0
in,1138,505,75.0,248.0,50.0,51.0,45,31,0
the,1213,505,95.0,75.0,50.0,51.0,67,30,0
area,1308,505,124.0,95.0,50.0,51.0,97,22,0
are,1432,505,104.0,124.0,50.0,51.0,72,22,0
the,1536,505,97.0,104.0,50.0,51.0,67,30,0
aforementioned,1633,505,372.0,97.0,50.0,51.0,343,33,0
cacti,2005,505,1814.0,372.0,50.0,51.0,120,32,0
and,192,554,102.0,1814.0,50.0,50.0,71,30,0
tortoises.,294,554,294.0,102.0,50.0,50.0,236,32,0
Although,588,554,227.0,294.0,50.0,50.0,198,39,0
significant,815,554,297.0,227.0,50.0,50.0,268,40,0
effects,1112,554,197.0,297.0,50.0,50.0,166,32,0
could,1309,554,148.0,197.0,50.0,50.0,121,31,0
be,1457,554,76.0,148.0,50.0,50.0,46,30,0
experienced,1533,554,298.0,76.0,50.0,50.0,270,39,0
by,1831,554,74.0,298.0,50.0,50.0,47,38,0
both,1905,554,123.0,74.0,50.0,50.0,97,32,0
of,2028,554,1835.0,123.0,50.0,50.0,46,32,0
these,194,603,147.0,1835.0,50.0,50.0,117,30,0
sensitive,341,603,249.0,147.0,699.0,50.0,219,32,0
"species,",590,603,226.0,249.0,699.0,50.0,190,39,0
the,816,603,100.0,226.0,699.0,50.0,67,30,0
likelihood,916,603,269.0,100.0,699.0,50.0,241,32,0
of,1185,603,75.0,269.0,699.0,50.0,45,31,0
such,1260,603,123.0,75.0,699.0,50.0,96,29,0
effects,1383,603,202.0,123.0,699.0,50.0,170,33,0
is,1585,603,75.0,202.0,699.0,50.0,43,32,0
low.,1660,603,822.0,75.0,699.0,50.0,88,31,0
F.3,863,803,125.0,822.0,699.0,699.0,70,31,0
SOCIOECONOMIC,988,803,348.0,125.0,557.0,699.0,316,31,0
IMPACTS,1336,803,1026.0,348.0,557.0,699.0,167,30,0
One,315,902,99.0,1026.0,557.0,557.0,70,29,0
of,414,902,78.0,99.0,132.0,557.0,44,32,0
the,492,902,96.0,78.0,132.0,557.0,67,30,0
