word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
18.,132,309,76.0,0,1114.0,0,57,28,0
Operating,208,309,214.0,76.0,1114.0,0,199,35,0
Segments,422,309,218.0,214.0,1114.0,0,202,35,0
Information,640,309,249.0,218.0,1114.0,0,233,29,0
(continued),889,309,393.0,249.0,1114.0,0,142,27,0
Oil,1228,506,50.0,393.0,1114.0,1114.0,37,26,1
and,1278,506,66.0,50.0,69.0,1114.0,53,26,1
Gas,1344,506,176.0,66.0,69.0,1114.0,59,26,1
Exploration,1173,547,175.0,176.0,69.0,69.0,162,32,1
and,1348,547,229.0,175.0,531.0,69.0,54,25,1
Oil,1577,547,177.0,229.0,531.0,69.0,36,26,1
Chemical,1754,547,1111.0,177.0,531.0,69.0,137,26,1
Millions,644,589,119.0,1111.0,531.0,531.0,108,25,1
of,763,589,38.0,119.0,518.0,531.0,26,25,1
dollars,801,589,444.0,38.0,518.0,531.0,96,25,1
Production,1245,589,276.0,444.0,518.0,531.0,157,26,1
Products,1521,589,241.0,276.0,518.0,531.0,129,26,1
Products,1762,589,282.0,241.0,518.0,531.0,130,26,1
Other,2044,589,225.0,282.0,518.0,531.0,81,26,1
Total,2269,589,2140.0,225.0,518.0,531.0,70,25,1
1991,131,655,82.0,2140.0,518.0,518.0,66,25,1
Summary,213,655,161.0,82.0,46.0,518.0,149,32,1
Statement,374,655,270.0,161.0,46.0,518.0,159,26,1
Sales,644,655,90.0,270.0,46.0,518.0,78,26,1
and,734,655,66.0,90.0,46.0,518.0,54,25,1
other,800,655,85.0,66.0,46.0,518.0,75,25,1
operating,885,655,153.0,85.0,46.0,518.0,140,31,1
revenue,1038,655,246.0,153.0,46.0,518.0,117,19,1
$,1284,655,41.0,246.0,46.0,518.0,17,29,1
"1,021",1325,655,205.0,41.0,46.0,518.0,73,28,1
"$16,798",1530,655,242.0,205.0,46.0,518.0,119,30,1
$,1772,655,37.0,242.0,46.0,518.0,16,29,1
"3,378",1809,655,196.0,37.0,46.0,518.0,81,27,1
$,2005,655,65.0,196.0,46.0,518.0,16,29,1
996,2070,655,156.0,65.0,46.0,518.0,53,24,1
"$22,193",2226,655,2098.0,156.0,46.0,518.0,118,30,1
of,129,700,42.0,2098.0,46.0,46.0,30,25,1
Income,171,700,473.0,42.0,520.0,46.0,114,25,1
Other,644,700,93.0,473.0,520.0,46.0,80,26,1
revenue,737,700,631.0,93.0,520.0,46.0,116,19,1
49,1368,700,246.0,631.0,520.0,46.0,35,24,1
38,1614,700,241.0,246.0,520.0,46.0,34,25,1
50,1855,700,252.0,241.0,520.0,46.0,35,25,1
8,2107,700,187.0,252.0,520.0,46.0,16,25,1
145,2294,700,1650.0,187.0,520.0,46.0,50,24,1
Intersegment,645,756,203.0,1650.0,520.0,520.0,192,31,1
transfers,848,756,474.0,203.0,51.0,520.0,127,25,1
"3,268",1322,756,249.0,474.0,51.0,520.0,81,28,1
"1,047",1571,756,268.0,249.0,51.0,520.0,77,28,1
157,1839,756,1170.0,268.0,51.0,520.0,51,24,1
Total,670,800,91.0,1170.0,51.0,51.0,77,25,1
Revenue,761,800,561.0,91.0,57.0,51.0,135,26,1
"4,338",1322,800,230.0,561.0,57.0,51.0,81,28,1
"17,883",1552,800,257.0,230.0,57.0,51.0,97,28,1
"3,585",1809,800,236.0,257.0,57.0,51.0,81,28,1
"1,004",2045,800,199.0,236.0,57.0,51.0,78,28,1
"22,33e",2244,800,1602.0,199.0,57.0,51.0,121,35,1
Costs,643,850,94.0,1602.0,57.0,57.0,82,25,1
and,737,850,67.0,94.0,57.0,57.0,54,24,1
operating,804,850,152.0,67.0,57.0,57.0,139,31,1
expenses,956,850,366.0,152.0,57.0,57.0,141,25,1
"2,558",1322,850,230.0,366.0,57.0,57.0,81,28,1
"17,717",1552,850,257.0,230.0,57.0,57.0,96,29,1
"3,090",1809,850,261.0,257.0,57.0,57.0,81,27,1
917,2070,850,177.0,261.0,57.0,57.0,53,25,1
"19,810(1)",2247,850,1604.0,177.0,57.0,57.0,118,35,1
"Depreciation,",644,906,208.0,1604.0,57.0,57.0,194,32,1
"amortization,",852,906,200.0,208.0,56.0,57.0,186,28,1
etc.,1052,906,273.0,200.0,56.0,57.0,51,23,1
"1,371",1325,906,270.0,273.0,56.0,57.0,73,27,1
401,1595,906,242.0,270.0,56.0,57.0,49,25,1
221,1837,906,251.0,242.0,56.0,57.0,48,25,1
55,2088,906,175.0,251.0,56.0,57.0,35,25,1
"2,048",2263,906,1593.0,175.0,56.0,57.0,80,28,1
Operating,671,955,167.0,1593.0,56.0,56.0,154,32,1
Profit,838,955,95.0,167.0,58.0,56.0,84,25,1
(Loss),933,955,416.0,95.0,58.0,56.0,98,32,1
409,1349,955,236.0,416.0,58.0,56.0,54,25,1
(235),1585,955,252.0,236.0,58.0,56.0,74,32,1
274,1837,955,251.0,252.0,58.0,56.0,53,25,1
32,2088,955,203.0,251.0,58.0,56.0,35,25,1
480,2291,955,1648.0,203.0,58.0,56.0,53,24,1
Corporate,644,1006,158.0,1648.0,58.0,58.0,146,31,1
expense-allocated,802,1006,566.0,158.0,50.0,58.0,272,31,1
71,1368,1006,246.0,566.0,50.0,58.0,30,24,1
70,1614,1006,241.0,246.0,50.0,58.0,35,25,1
31,1855,1006,252.0,241.0,50.0,58.0,30,25,1
5,2107,1006,187.0,252.0,50.0,58.0,16,25,1
177,2294,1006,1650.0,187.0,50.0,58.0,49,23,1
Income,645,1055,117.0,1650.0,50.0,50.0,106,25,1
tax,762,1055,55.0,117.0,51.0,50.0,43,23,1
expense-allocated,817,1055,535.0,55.0,51.0,50.0,272,31,1
111,1352,1055,232.0,535.0,51.0,50.0,46,24,1
(128),1584,1055,271.0,232.0,51.0,50.0,75,31,1
53,1855,1055,252.0,271.0,51.0,50.0,35,24,1
3,2107,1055,202.0,252.0,51.0,50.0,16,25,1
39,2309,1055,1666.0,202.0,51.0,50.0,35,25,1
Equity,644,1105,102.0,1666.0,51.0,51.0,89,31,1
in,746,1105,34.0,102.0,57.0,51.0,21,24,1
net,780,1105,56.0,34.0,57.0,51.0,44,23,1
(income),836,1105,141.0,56.0,57.0,51.0,128,31,1
loss,977,1105,67.0,141.0,57.0,51.0,55,25,1
of,1044,1105,37.0,67.0,57.0,51.0,26,25,1
others,1081,1105,276.0,37.0,57.0,51.0,91,25,1
(15),1357,1105,246.0,276.0,57.0,51.0,56,31,1
(16),1603,1105,253.0,246.0,57.0,51.0,56,31,1
27,1856,1105,461.0,253.0,57.0,51.0,34,24,1
(4),2317,1105,1647.0,461.0,57.0,51.0,37,32,1
Income,671,1155,125.0,1647.0,57.0,57.0,114,25,1
(Loss),796,1155,109.0,125.0,46.0,57.0,98,32,1
from,905,1155,211.0,109.0,46.0,57.0,72,25,1
Ongoing,698,1192,147.0,211.0,46.0,46.0,134,32,1
Operations,845,1192,505.0,147.0,76.0,46.0,173,32,1
242,1350,1192,234.0,505.0,76.0,46.0,53,25,1
(161),1584,1192,255.0,234.0,76.0,46.0,75,32,1
163,1839,1192,250.0,255.0,76.0,46.0,51,25,1
24,2089,1192,202.0,250.0,76.0,46.0,34,25,1
268,2291,1192,1649.0,202.0,76.0,46.0,52,24,1
Other,643,1243,92.0,1649.0,76.0,76.0,81,25,1
chargeso),735,1243,654.0,92.0,59.0,76.0,141,32,1
1,1389,1243,243.0,654.0,59.0,76.0,9,24,1
3,1632,1243,242.0,243.0,59.0,76.0,16,25,1
6,1874,1243,438.0,242.0,59.0,76.0,16,24,1
10,2312,1243,1637.0,438.0,59.0,76.0,32,24,1
Segment,676,1291,151.0,1637.0,59.0,59.0,139,32,1
Net,827,1291,62.0,151.0,62.0,59.0,51,25,1
Income,889,1291,125.0,62.0,62.0,59.0,115,25,1
(Loss),1014,1291,270.0,125.0,62.0,59.0,98,32,1
$,1284,1291,66.0,270.0,62.0,59.0,17,29,1
241,1350,1291,179.0,66.0,62.0,59.0,48,25,1
$,1529,1291,55.0,179.0,62.0,59.0,16,29,1
(164),1584,1291,188.0,55.0,62.0,59.0,75,32,1
$,1772,1291,67.0,188.0,62.0,59.0,16,30,1
157,1839,1291,166.0,67.0,62.0,59.0,50,24,1
$,2005,1291,83.0,166.0,62.0,59.0,16,29,1
24,2088,1291,137.0,83.0,62.0,59.0,35,24,1
$,2225,1291,66.0,137.0,62.0,59.0,17,29,1
258,2291,1291,1648.0,66.0,62.0,59.0,52,25,1
Nonallocated,644,1343,205.0,1648.0,62.0,62.0,193,25,1
costs,849,1343,1442.0,205.0,56.0,62.0,78,23,1
238,2291,1343,1621.0,1442.0,56.0,62.0,52,24,1
Net,671,1392,63.0,1621.0,56.0,56.0,51,25,1
Income,734,1392,1492.0,63.0,550.0,56.0,114,25,1
$,2226,1392,83.0,1492.0,550.0,56.0,16,29,1
20,2309,1392,2182.0,83.0,550.0,56.0,35,24,1
1991,130,1486,82.0,2182.0,550.0,550.0,66,24,1
Capital,212,1486,121.0,82.0,115.0,550.0,108,32,1
Expenditures,333,1486,951.0,121.0,115.0,550.0,208,32,1
$,1284,1486,40.0,951.0,115.0,550.0,17,29,1
"1,421",1324,1486,206.0,40.0,115.0,550.0,74,28,1
$,1530,1486,65.0,206.0,115.0,550.0,16,29,1
805,1595,1486,177.0,65.0,115.0,550.0,53,25,1
$,1772,1486,67.0,177.0,115.0,550.0,16,29,1
199,1839,1486,166.0,67.0,115.0,550.0,51,25,1
$,2005,1486,83.0,166.0,115.0,550.0,16,29,1
84,2088,1486,137.0,83.0,115.0,550.0,35,25,1
$,2225,1486,38.0,137.0,115.0,550.0,16,29,1
"2,6152)",2263,1486,2138.0,38.0,115.0,550.0,101,36,1
Identifiable,129,1600,194.0,2138.0,115.0,115.0,174,25,1
Assets,323,1600,197.0,194.0,37.0,115.0,107,25,1
December,130,1636,169.0,197.0,37.0,37.0,159,26,1
"31,",299,1636,57.0,169.0,522.0,37.0,44,29,1
1991,356,1636,929.0,57.0,522.0,37.0,67,25,1
"$14,487",1285,1636,245.0,929.0,522.0,37.0,117,30,1
$,1530,1636,38.0,245.0,522.0,37.0,18,29,1
"6,812",1568,1636,204.0,38.0,522.0,37.0,81,29,1
$,1772,1636,37.0,204.0,522.0,37.0,17,29,1
"3,989",1809,1636,196.0,37.0,522.0,37.0,81,27,1
$,2005,1636,40.0,196.0,522.0,37.0,17,29,1
"1,620",2045,1636,181.0,40.0,522.0,37.0,79,28,1
"$27,998(3)",2226,1636,1586.0,181.0,522.0,37.0,138,35,1
0)After,643,1728,107.0,1586.0,522.0,522.0,94,26,0
elimination,750,1728,170.0,107.0,49.0,522.0,155,25,0
of,920,1728,40.0,170.0,49.0,522.0,26,25,0
intersegment,960,1728,204.0,40.0,49.0,522.0,191,32,0
transfers,1164,1728,141.0,204.0,49.0,522.0,127,26,0
of,1305,1728,39.0,141.0,49.0,522.0,26,26,0
"$3,613",1344,1728,113.0,39.0,49.0,522.0,99,30,0
million,1457,1728,106.0,113.0,49.0,522.0,91,26,0
in,1563,1728,39.0,106.0,49.0,522.0,22,24,0
"1993,",1602,1728,91.0,39.0,49.0,522.0,76,28,0
"$4,168",1693,1728,114.0,91.0,49.0,522.0,100,30,0
million,1807,1728,106.0,114.0,49.0,522.0,90,25,0
in,1913,1728,38.0,106.0,49.0,522.0,21,24,0
1992,1951,1728,83.0,38.0,49.0,522.0,69,25,0
and,2034,1728,68.0,83.0,49.0,522.0,54,25,0
"$4,472",2102,1728,114.0,68.0,49.0,522.0,100,30,0
million,2216,1728,106.0,114.0,49.0,522.0,90,25,0
in,2322,1728,1652.0,106.0,49.0,522.0,21,25,0
"1991,",671,1767,89.0,1652.0,49.0,49.0,76,28,0
which,760,1767,98.0,89.0,46.0,49.0,85,25,0
are,858,1767,66.0,98.0,46.0,49.0,45,19,0
based,924,1767,103.0,66.0,46.0,49.0,91,25,0
on,1027,1767,47.0,103.0,46.0,49.0,34,19,0
estimated,1074,1767,156.0,47.0,46.0,49.0,143,25,0
market-related,1230,1767,225.0,156.0,46.0,49.0,213,26,0
values.,1455,1767,813.0,225.0,46.0,49.0,101,25,0
(2),643,1803,27.0,813.0,46.0,46.0,19,15,0
Includes,670,1803,136.0,27.0,38.0,46.0,123,25,0
non-segment,806,1803,205.0,136.0,38.0,46.0,194,30,0
capital,1011,1803,109.0,205.0,38.0,46.0,96,31,0
expenditures,1120,1803,203.0,109.0,38.0,46.0,192,32,0
of,1323,1803,37.0,203.0,38.0,46.0,27,26,0
$61,1360,1803,66.0,37.0,38.0,46.0,49,29,0
million,1426,1803,104.0,66.0,38.0,46.0,91,25,0
in,1530,1803,37.0,104.0,38.0,46.0,22,24,0
"1993,",1567,1803,90.0,37.0,38.0,46.0,77,28,0
$78,1657,1803,65.0,90.0,38.0,46.0,53,29,0
million,1722,1803,105.0,65.0,38.0,46.0,91,25,0
in,1827,1803,37.0,105.0,38.0,46.0,21,24,0
1992,1864,1803,80.0,37.0,38.0,46.0,68,25,0
and,1944,1803,67.0,80.0,38.0,46.0,54,25,0
$106,2011,1803,83.0,67.0,38.0,46.0,71,29,0
million,2094,1803,105.0,83.0,38.0,46.0,91,25,0
in,2199,1803,37.0,105.0,38.0,46.0,21,25,0
1991.,2236,1803,1594.0,37.0,38.0,46.0,76,24,0
'3),643,1841,27.0,1594.0,38.0,38.0,18,16,0
Includes,670,1841,136.0,27.0,38.0,38.0,123,25,0
non-segment,806,1841,205.0,136.0,38.0,38.0,194,29,0
assets,1011,1841,105.0,205.0,38.0,38.0,93,23,0
of,1116,1841,37.0,105.0,38.0,38.0,26,26,0
"$1,951",1153,1841,112.0,37.0,38.0,38.0,95,31,0
million,1265,1841,104.0,112.0,38.0,38.0,91,26,0
in,1369,1841,37.0,104.0,38.0,38.0,22,25,0
"1993,",1406,1841,90.0,37.0,38.0,38.0,76,29,0
"$1,467",1496,1841,112.0,90.0,38.0,38.0,99,30,0
million,1608,1841,104.0,112.0,38.0,38.0,90,25,0
in,1712,1841,37.0,104.0,38.0,38.0,21,25,0
1992,1749,1841,80.0,37.0,38.0,38.0,69,25,0
and,1829,1841,67.0,80.0,38.0,38.0,54,25,0
"$1,090",1896,1841,112.0,67.0,38.0,38.0,99,30,0
million,2008,1841,104.0,112.0,38.0,38.0,90,25,0
in,2112,1841,37.0,104.0,38.0,38.0,21,25,0
1991.,2149,1841,1507.0,37.0,38.0,38.0,76,25,0
"0,",643,1879,25.0,1507.0,38.0,38.0,18,15,0
Amounts,668,1879,145.0,25.0,46.0,38.0,129,25,0
associated,813,1879,175.0,145.0,46.0,38.0,159,26,0
with,988,1879,74.0,175.0,46.0,38.0,57,25,0
major,1062,1879,97.0,74.0,46.0,38.0,81,31,0
product,1159,1879,129.0,97.0,46.0,38.0,114,30,0
classifications,1288,1879,222.0,129.0,46.0,38.0,206,26,0
for,1510,1879,51.0,222.0,46.0,38.0,37,26,0
which,1561,1879,101.0,51.0,46.0,38.0,85,25,0
there,1662,1879,90.0,101.0,46.0,38.0,73,25,0
has,1752,1879,67.0,90.0,46.0,38.0,51,25,0
been,1819,1879,89.0,67.0,46.0,38.0,72,25,0
no,1908,1879,51.0,89.0,46.0,38.0,34,19,0
