word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
Tar,252,293,58.0,0,196.0,0,48,25,0
Sand/Heavy,310,293,176.0,58.0,196.0,0,165,30,0
Oil,486,293,56.0,176.0,196.0,0,43,24,0
Deposits,542,293,307.0,56.0,196.0,0,107,30,0
2.,301,482,62.0,307.0,196.0,196.0,31,32,0
The,363,482,92.0,62.0,69.0,196.0,76,35,0
U.S.,455,482,100.0,92.0,69.0,196.0,85,33,0
Tar,555,482,88.0,100.0,69.0,196.0,73,32,0
Sand,643,482,115.0,88.0,69.0,196.0,101,35,0
Resource,758,482,192.0,115.0,69.0,196.0,179,33,0
is,950,482,44.0,192.0,69.0,196.0,29,30,0
Consid-,994,482,411.0,44.0,69.0,196.0,154,35,0
tar,1405,482,69.0,411.0,69.0,196.0,49,24,0
sand,1474,482,105.0,69.0,69.0,196.0,86,34,0
resource,1579,482,181.0,105.0,69.0,196.0,162,22,0
is,1760,482,51.0,181.0,69.0,196.0,26,29,0
11.9,1811,482,99.0,51.0,69.0,196.0,81,34,0
billion,1910,482,143.0,99.0,69.0,196.0,125,35,0
"barrels,",2053,482,1801.0,143.0,69.0,196.0,141,38,0
erably,253,531,129.0,1801.0,69.0,69.0,117,41,0
Larger,382,531,136.0,129.0,51.0,69.0,125,40,0
Than,518,531,113.0,136.0,51.0,69.0,103,35,0
Reported,631,531,178.0,113.0,51.0,69.0,167,43,0
in,809,531,48.0,178.0,51.0,69.0,38,32,0
Earlier,857,531,143.0,48.0,51.0,69.0,133,34,0
Studies.,1000,531,403.0,143.0,51.0,69.0,146,35,0
and,1403,531,83.0,403.0,51.0,69.0,68,35,0
the,1486,531,71.0,83.0,51.0,69.0,58,35,0
speculative,1557,531,225.0,71.0,51.0,69.0,210,43,0
resource,1782,531,175.0,225.0,51.0,69.0,162,22,0
is,1957,531,41.0,175.0,51.0,69.0,26,30,0
8.2,1998,531,73.0,41.0,51.0,69.0,58,33,0
billion,2071,531,1818.0,73.0,51.0,69.0,123,36,0
The,254,581,96.0,1818.0,51.0,51.0,74,34,0
in-place,350,581,173.0,96.0,51.0,51.0,152,41,0
tar,523,581,71.0,173.0,51.0,51.0,49,23,0
sand,594,581,109.0,71.0,51.0,51.0,88,35,0
resource,703,581,185.0,109.0,51.0,51.0,164,22,0
is,888,581,48.0,185.0,51.0,51.0,27,30,0
larger,936,581,129.0,48.0,51.0,51.0,107,43,0
than,1065,581,339.0,129.0,51.0,51.0,84,34,0
barrels.,1404,581,1151.0,339.0,51.0,51.0,140,35,0
reported,255,631,171.0,1151.0,51.0,51.0,159,43,0
in,426,631,43.0,171.0,51.0,51.0,33,29,0
previous,469,631,170.0,43.0,51.0,51.0,162,38,0
"studies,",639,631,150.0,170.0,51.0,51.0,139,38,0
such,789,631,93.0,150.0,51.0,51.0,84,34,0
as,882,631,47.0,93.0,51.0,51.0,36,21,0
Monograph,929,631,671.0,47.0,51.0,51.0,218,43,0
"12,",260,681,64.0,671.0,51.0,51.0,52,38,0
or,324,681,49.0,64.0,50.0,51.0,39,19,0
published,373,681,195.0,49.0,50.0,51.0,183,43,0
in,568,681,44.0,195.0,50.0,51.0,35,28,0
various,612,681,146.0,44.0,50.0,51.0,136,31,0
other,758,681,109.0,146.0,50.0,51.0,99,34,0
public,867,681,127.0,109.0,50.0,51.0,117,43,0
"sources,",994,681,368.0,127.0,50.0,51.0,149,26,0
,1362,681,41.0,368.0,50.0,51.0,19,18,0
The,1403,681,80.0,41.0,50.0,51.0,72,34,0
tar,1483,681,57.0,80.0,50.0,51.0,48,24,0
sand,1540,681,92.0,57.0,50.0,51.0,82,34,0
resource,1632,681,160.0,92.0,50.0,51.0,152,23,0
estimate,1792,681,158.0,160.0,50.0,51.0,148,30,0
for,1950,681,60.0,158.0,50.0,51.0,51,34,0
California,2010,681,1755.0,60.0,50.0,51.0,180,36,0
as,256,730,50.0,1755.0,50.0,50.0,32,21,0
shown,306,730,139.0,50.0,1150.0,50.0,123,34,0
below.,445,730,960.0,139.0,1150.0,50.0,124,34,0
is,1405,730,49.0,960.0,1150.0,50.0,26,30,0
4.7,1454,730,82.0,49.0,1150.0,50.0,58,34,0
