word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
GMHE's,222,169,115.0,0,72.0,0,102,28,0
business,337,169,126.0,115.0,72.0,0,114,28,0
mix,463,169,62.0,126.0,72.0,0,50,26,0
in,525,169,40.0,62.0,72.0,0,24,26,0
"1993,",565,169,87.0,40.0,72.0,0,70,32,0
"1992,",652,169,84.0,87.0,72.0,0,70,32,0
and,736,169,186.0,84.0,72.0,0,49,28,0
missile,922,169,104.0,186.0,72.0,0,92,28,0
business,1026,169,127.0,104.0,72.0,0,114,29,0
of,1153,169,38.0,127.0,72.0,0,29,28,0
General,1191,169,118.0,38.0,72.0,0,105,30,0
Dynamics,1309,169,142.0,118.0,72.0,0,129,34,0
Corpora-,1451,169,229.0,142.0,72.0,0,122,35,0
GM,1680,169,55.0,229.0,72.0,0,43,26,0
was,1735,169,63.0,55.0,72.0,0,50,20,0
able,1798,169,68.0,63.0,72.0,0,54,28,0
to,1866,169,38.0,68.0,72.0,0,25,23,0
meet,1904,169,79.0,38.0,72.0,0,67,23,0
its,1983,169,43.0,79.0,72.0,0,31,27,0
funding,2026,169,114.0,43.0,72.0,0,103,37,0
needs,2140,169,90.0,114.0,72.0,0,77,28,0
through,2230,169,2065.0,90.0,72.0,0,107,36,0
1991,166,214,71.0,2065.0,72.0,72.0,57,30,0
was,237,214,63.0,71.0,757.0,72.0,50,20,0
as,300,214,39.0,63.0,757.0,72.0,26,20,0
follows:,339,214,583.0,39.0,757.0,72.0,101,29,0
tion,922,214,66.0,583.0,757.0,72.0,53,26,0
(GD),988,214,84.0,66.0,757.0,72.0,71,35,0
for,1072,214,51.0,84.0,757.0,72.0,39,29,0
21.5,1123,214,66.0,51.0,757.0,72.0,52,29,0
million,1189,214,107.0,66.0,757.0,72.0,95,28,0
shares,1296,214,98.0,107.0,757.0,72.0,85,28,0
of,1394,214,37.0,98.0,757.0,72.0,29,29,0
Class,1431,214,81.0,37.0,757.0,72.0,68,28,0
H,1512,214,167.0,81.0,757.0,72.0,20,26,0
outside,1679,214,112.0,167.0,757.0,72.0,99,28,0
"borrowings,",1791,214,173.0,112.0,757.0,72.0,159,35,0
sale,1964,214,63.0,173.0,757.0,72.0,51,29,0
of,2027,214,38.0,63.0,757.0,72.0,30,30,0
finance,2065,214,107.0,38.0,757.0,72.0,95,29,0
"receivables,",2172,214,1252.0,107.0,757.0,72.0,156,35,0
common,921,259,128.0,1252.0,757.0,757.0,116,20,0
stock,1049,259,77.0,128.0,581.0,757.0,68,29,0
valued,1126,259,101.0,77.0,581.0,757.0,89,29,0
at,1227,259,38.0,101.0,581.0,757.0,25,23,0
$450.0,1265,259,104.0,38.0,581.0,757.0,92,35,0
million,1369,259,106.0,104.0,581.0,757.0,93,28,0
and,1475,259,59.0,106.0,581.0,757.0,49,28,0
cash,1534,259,145.0,59.0,581.0,757.0,57,29,0
equity,1679,259,97.0,145.0,581.0,757.0,85,34,0
"issuances,",1776,259,146.0,97.0,581.0,757.0,132,31,0
sale,1922,259,63.0,146.0,581.0,757.0,51,29,0
of,1985,259,38.0,63.0,581.0,757.0,29,29,0
"assets,",2023,259,100.0,38.0,581.0,757.0,86,30,0
sale,2123,259,64.0,100.0,581.0,757.0,51,29,0
and,2187,259,1847.0,64.0,581.0,757.0,49,29,0
GMHE,341,279,100.0,1847.0,581.0,581.0,89,28,0
BUSINESS,441,279,153.0,100.0,581.0,581.0,142,28,0
MIX,594,279,328.0,153.0,581.0,581.0,60,26,0
of,921,304,39.0,328.0,581.0,581.0,29,29,0
$62.8,960,304,88.0,39.0,411.0,581.0,75,34,0
million.,1048,304,115.0,88.0,411.0,581.0,101,29,0
"Subsequently,",1163,304,198.0,115.0,411.0,581.0,184,37,0
GD,1361,304,55.0,198.0,411.0,581.0,42,27,0
sold,1416,304,67.0,55.0,411.0,581.0,56,29,0
those,1483,304,196.0,67.0,411.0,581.0,73,28,0
"leasebacks,",1679,304,163.0,196.0,411.0,581.0,148,35,0
and,1842,304,60.0,163.0,411.0,581.0,49,30,0
other,1902,304,85.0,60.0,411.0,581.0,74,28,0
means.,1987,304,1477.0,85.0,411.0,581.0,93,20,0
1993,511,324,125.0,1477.0,411.0,411.0,72,31,0
1992,636,324,126.0,125.0,30.0,411.0,70,32,0
1991,762,324,244.0,126.0,30.0,411.0,67,31,0
33%,520,352,129.0,244.0,30.0,30.0,62,30,0
32%,649,352,124.0,129.0,360.0,30.0,57,30,0
32%,773,352,148.0,124.0,360.0,30.0,57,30,0
shares,921,352,99.0,148.0,360.0,30.0,85,28,0
as,1020,352,38.0,99.0,360.0,30.0,25,19,0
part,1058,352,68.0,38.0,360.0,30.0,56,31,0
of,1126,352,38.0,68.0,360.0,30.0,29,28,0
a,1164,352,27.0,38.0,360.0,30.0,14,19,0
29.1,1191,352,68.0,27.0,360.0,30.0,52,30,0
