word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
778-805,181,142,343.0,0,107.0,0,121,26,1
27,524,142,375.0,343.0,107.0,0,30,24,1
Tuff;,899,142,109.0,375.0,107.0,0,84,28,1
"ash-flow,",1008,142,180.0,109.0,107.0,0,156,30,1
pale-red,1188,142,165.0,180.0,107.0,0,140,31,1
(5R,1353,142,69.0,165.0,107.0,0,46,33,1
"6/2),",1422,142,108.0,69.0,107.0,0,82,32,1
"devitrified,",1530,142,234.0,108.0,107.0,0,208,32,1
partially,1764,142,178.0,234.0,107.0,0,157,33,1
welded.,1942,142,163.0,178.0,107.0,0,120,26,1
Commonly,2105,142,2003.0,163.0,107.0,0,139,32,1
"(2,550-2,640)",104,215,406.0,2003.0,107.0,107.0,222,33,1
(90),510,215,390.0,406.0,801.0,107.0,61,33,1
contains,900,215,160.0,390.0,801.0,107.0,140,26,1
white,1060,215,114.0,160.0,801.0,107.0,88,25,1
(N9),1174,215,86.0,114.0,801.0,107.0,61,33,1
and,1260,215,73.0,86.0,801.0,107.0,50,25,1
less,1333,215,88.0,73.0,801.0,107.0,66,25,1
commonly,1421,215,163.0,88.0,801.0,107.0,141,32,1
light-red,1584,215,184.0,163.0,801.0,107.0,157,32,1
(5R,1768,215,68.0,184.0,801.0,107.0,45,32,1
6/6),1836,215,89.0,68.0,801.0,107.0,65,32,1
pumice.,1925,215,163.0,89.0,801.0,107.0,120,31,1
Phenocrysts,2088,215,1190.0,163.0,801.0,107.0,192,32,1
are,901,286,73.0,1190.0,801.0,801.0,51,20,1
14,974,286,51.0,73.0,73.0,801.0,32,27,1
to,1025,286,56.0,51.0,73.0,801.0,34,23,1
16,1081,286,53.0,56.0,73.0,801.0,32,25,1
percent,1134,286,144.0,53.0,73.0,801.0,122,29,1
of,1278,286,56.0,144.0,73.0,801.0,33,25,1
rock,1334,286,89.0,56.0,73.0,801.0,64,26,1
volume,1423,286,125.0,89.0,73.0,801.0,103,27,1
and,1548,286,71.0,125.0,73.0,801.0,50,25,1
consist,1619,286,144.0,71.0,73.0,801.0,123,26,1
of,1763,286,55.0,144.0,73.0,801.0,33,25,1
sanidine,1818,286,165.0,55.0,73.0,801.0,141,26,1
(36,1983,286,67.0,165.0,73.0,801.0,47,33,1
to,2050,286,1153.0,67.0,73.0,801.0,35,24,1
40,900,358,54.0,1153.0,73.0,73.0,34,25,1
"percent),",954,358,181.0,54.0,69.0,73.0,156,35,1
plagioclase,1135,358,220.0,181.0,69.0,73.0,194,31,1
(25,1355,358,66.0,220.0,69.0,73.0,46,34,1
to,1421,358,55.0,66.0,69.0,73.0,34,24,1
32,1476,358,54.0,55.0,69.0,73.0,33,26,1
"percent),",1530,358,179.0,54.0,69.0,73.0,156,35,1
quartz,1709,358,131.0,179.0,69.0,73.0,105,31,1
(23,1840,358,67.0,131.0,69.0,73.0,47,32,1
to,1907,358,55.0,67.0,69.0,73.0,34,24,1
27,1962,358,54.0,55.0,69.0,73.0,32,25,1
"period),",2016,358,1118.0,54.0,69.0,73.0,137,34,1
biotite,901,426,147.0,1118.0,69.0,69.0,123,27,1
(5,1048,426,50.0,147.0,79.0,69.0,29,33,1
to,1098,426,55.0,50.0,79.0,69.0,34,24,1
8,1153,426,36.0,55.0,79.0,69.0,15,25,1
"percent),",1189,426,180.0,36.0,79.0,69.0,156,33,1
opaque,1369,426,126.0,180.0,79.0,69.0,105,26,1
oxides,1495,426,129.0,126.0,79.0,69.0,103,25,1
(1,1624,426,51.0,129.0,79.0,69.0,27,33,1
"percent),",1675,426,180.0,51.0,79.0,69.0,155,33,1
and,1855,426,71.0,180.0,79.0,69.0,50,24,1
traces,1926,426,127.0,71.0,79.0,69.0,104,34,1
of,2053,426,54.0,127.0,79.0,69.0,33,25,1
zircon.,2107,426,1208.0,54.0,79.0,69.0,118,25,1
Also,902,504,90.0,1208.0,79.0,79.0,69,27,1
contains,992,504,163.0,90.0,70.0,79.0,139,27,1
3,1155,504,34.0,163.0,70.0,79.0,13,26,1
to,1189,504,56.0,34.0,70.0,79.0,34,24,1
11,1245,504,52.0,56.0,70.0,79.0,30,26,1
percent,1297,504,145.0,52.0,70.0,79.0,121,30,1
fragments,1442,504,179.0,145.0,70.0,79.0,156,31,1
of,1621,504,54.0,179.0,70.0,79.0,33,26,1
dark-reddish-brown,1675,504,346.0,54.0,70.0,79.0,320,27,1
(10R,2021,504,87.0,346.0,70.0,79.0,64,32,1
"3/4),",2108,504,1209.0,87.0,70.0,79.0,83,33,1
grayish-red,902,574,219.0,1209.0,70.0,70.0,193,32,1
(5,1121,574,51.0,219.0,75.0,70.0,28,33,1
R,1172,574,36.0,51.0,75.0,70.0,13,24,1
"4/2),",1208,574,108.0,36.0,75.0,70.0,84,32,1
and,1316,574,71.0,108.0,75.0,70.0,49,26,1
dark-yellowish-brown,1387,574,382.0,71.0,75.0,70.0,356,31,1
(10YR,1769,574,104.0,382.0,75.0,70.0,82,31,1
4/2),1873,574,91.0,104.0,75.0,70.0,65,32,1
silicic,1964,574,144.0,91.0,75.0,70.0,123,26,1
volcanic,2108,574,1208.0,144.0,75.0,70.0,140,26,1
rock,903,648,89.0,1208.0,75.0,75.0,66,25,1
and,992,648,72.0,89.0,73.0,75.0,50,24,1
sparse,1064,648,125.0,72.0,73.0,75.0,104,25,1
calcite,1189,648,145.0,125.0,73.0,75.0,123,27,1
veinlets.,1334,648,198.0,145.0,73.0,75.0,154,26,1
Base,1532,648,89.0,198.0,73.0,75.0,67,24,1
of,1621,648,55.0,89.0,73.0,75.0,33,26,1
interval,1676,648,162.0,55.0,73.0,75.0,135,26,1
located,1838,648,142.0,162.0,73.0,75.0,121,26,1
on,1980,648,54.0,142.0,73.0,75.0,33,19,1
the,2034,648,73.0,54.0,73.0,75.0,52,26,1
basis,2107,648,107.0,73.0,73.0,75.0,85,25,1
of,2214,648,1315.0,107.0,73.0,75.0,33,25,1
drill-bit,901,720,181.0,1315.0,73.0,73.0,158,27,1
cuttings,1082,720,161.0,181.0,142.0,73.0,140,31,1
and,1243,720,72.0,161.0,142.0,73.0,51,26,1
magnetometer.,1315,720,437.0,72.0,142.0,73.0,228,30,1
Contact,902,861,144.0,437.0,142.0,142.0,122,26,1
between,1046,861,144.0,144.0,73.0,142.0,123,26,1
upper,1190,861,109.0,144.0,73.0,142.0,87,25,1
lithic,1299,861,125.0,109.0,73.0,142.0,104,26,1
fragment-poor,1424,861,255.0,125.0,73.0,142.0,231,31,1
(0,1679,861,49.0,255.0,73.0,142.0,29,32,1
to,1728,861,56.0,49.0,73.0,142.0,35,24,1
3,1784,861,36.0,56.0,73.0,142.0,13,25,1
percent,1820,861,145.0,36.0,73.0,142.0,123,30,1
lithic,1965,861,125.0,145.0,73.0,142.0,105,26,1
fragments),2090,861,1191.0,125.0,73.0,142.0,173,34,1
and,902,934,73.0,1191.0,73.0,73.0,50,25,1
lower,975,934,108.0,73.0,72.0,73.0,86,25,1
lithic,1083,934,126.0,108.0,72.0,73.0,103,26,1
fragment-rich,1209,934,255.0,126.0,72.0,73.0,228,32,1
(7,1464,934,48.0,255.0,72.0,73.0,28,33,1
to,1512,934,57.0,48.0,72.0,73.0,35,25,1
12,1569,934,53.0,57.0,72.0,73.0,32,25,1
percent,1622,934,145.0,53.0,72.0,73.0,121,29,1
