word,x,y,x+1 dist,x-1 dist,y+1 dist,y-1 dist,width,height,table
TABLE,1139,506,137.0,0,79.0,0,106,26,0
E-11,1276,506,161.0,137.0,79.0,0,84,26,0
PAGE,1136,584,121.0,161.0,79.0,79.0,85,25,0
1,1257,584,41.0,121.0,262.0,79.0,10,25,0
OF,1298,584,71.0,41.0,262.0,79.0,39,25,0
3,1369,584,489.0,71.0,262.0,79.0,16,24,0
INGESTTON,886,659,226.0,489.0,262.0,262.0,198,26,0
DOSE,1112,659,117.0,226.0,122.0,262.0,83,25,0
FACTORS,1229,659,185.0,117.0,122.0,262.0,156,25,0
FOR,1414,659,94.0,185.0,122.0,262.0,63,25,0
ADULTS,1508,659,509.0,94.0,122.0,262.0,132,26,0
(mREM,1001,698,135.0,509.0,122.0,122.0,105,25,0
PER,1136,698,93.0,135.0,615.0,122.0,60,25,0
PCI,1229,698,96.0,93.0,615.0,122.0,60,27,0
INGESTED),1325,698,938.0,96.0,615.0,122.0,194,26,0
NUCLIDE,391,774,257.0,938.0,615.0,615.0,158,27,1
BONE,648,774,207.0,257.0,79.0,615.0,86,25,1
LIVER,855,774,214.0,207.0,79.0,615.0,112,27,1
T.BOCY,1069,774,231.0,214.0,79.0,615.0,127,26,1
THYROID,1300,774,231.0,231.0,79.0,615.0,155,26,1
KIDNEY,1531,774,255.0,231.0,79.0,615.0,132,25,1
LUNG,1786,774,208.0,255.0,79.0,615.0,87,25,1
GI-LL1,1994,774,1605.0,208.0,79.0,615.0,128,26,1
H,391,853,97.0,1605.0,79.0,79.0,18,22,1
3,488,853,90.0,97.0,39.0,79.0,15,24,1
NO,578,853,70.0,90.0,39.0,79.0,42,25,1
DATA,648,853,167.0,70.0,39.0,79.0,88,24,1
1.05E-07,815,853,231.0,167.0,39.0,79.0,176,26,1
1.05E-07,1046,853,232.0,231.0,39.0,79.0,177,25,1
1.05E-07,1278,853,233.0,232.0,39.0,79.0,178,26,1
1.05E-07,1511,853,230.0,233.0,39.0,79.0,176,26,1
1.05E-07,1741,853,233.0,230.0,39.0,79.0,179,25,1
1.05E-0,1974,853,1585.0,233.0,39.0,79.0,155,25,1
C,390,891,75.0,1585.0,39.0,39.0,18,25,1
14,465,891,114.0,75.0,39.0,39.0,37,25,1
2.84E-06,579,891,234.0,114.0,39.0,39.0,180,26,1
5.68E-07,813,891,232.0,234.0,39.0,39.0,179,26,1
5.68E-07,1045,891,232.0,232.0,39.0,39.0,178,25,1
5.68E-07,1277,891,232.0,232.0,39.0,39.0,179,25,1
5.68E-07,1509,891,231.0,232.0,39.0,39.0,178,26,1
5.68E-07,1740,891,231.0,231.0,39.0,39.0,180,26,1
5.68E-0,1971,891,1582.0,231.0,39.0,39.0,158,26,1
NA,390,930,72.0,1582.0,39.0,39.0,42,24,1
24,462,930,120.0,72.0,79.0,39.0,40,25,1
1.70E-06,582,930,232.0,120.0,79.0,39.0,177,25,1
1.70E-06,814,930,232.0,232.0,79.0,39.0,177,25,1
